"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-22T17:46:21Z"
"Version","20250522174621"
"OfferCode","ElasticMapReduce"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","usageType","operation","Compute","ComputeProvider","MeterUnit","Region Code","serviceName","Software Type"
"9GE4B5Q7Y6V473X4","JRTCKXETXF","9GE4B5Q7Y6V473X4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6048 per hour for EMR m7i.12xlarge","2025-05-01","0","Inf","Hrs","0.6048000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7i.12xlarge","General purpose","BoxUsage:m7i.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9J27XBTDQHEBDA2E","JRTCKXETXF","9J27XBTDQHEBDA2E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.096 per hour for EMR m5.2xlarge","2025-05-01","0","Inf","Hrs","0.0960000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m5.2xlarge","General purpose","BoxUsage:m5.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9JUGPAV8CF377SC3","JRTCKXETXF","9JUGPAV8CF377SC3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1134 per hour for EMR c6in.2xlarge","2025-05-01","0","Inf","Hrs","0.1134000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6in.2xlarge","Compute optimized","BoxUsage:c6in.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9JZ7QGMV59HZ4GKH","JRTCKXETXF","9JZ7QGMV59HZ4GKH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR i2.2xlarge with Karma","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i2.2xlarge","Storage optimized","KarmaBoxUsage:i2.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"9K89V4YZ4DTA8HVH","JRTCKXETXF","9K89V4YZ4DTA8HVH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0864 per hour for EMR c6gn.2xlarge","2025-05-01","0","Inf","Hrs","0.0864000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6gn.2xlarge","Compute optimized","BoxUsage:c6gn.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9P8YUA7D64KYEWAT","JRTCKXETXF","9P8YUA7D64KYEWAT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.173 per hour for EMR d2.xlarge with M5","2025-05-01","0","Inf","Hrs","0.1730000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","d2.xlarge","Storage optimized","USE1-M5BoxUsage:d2.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M5"
"9Q6C8EJ7CGUHR2Q8","JRTCKXETXF","9Q6C8EJ7CGUHR2Q8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.504  per hour for EMR r6i.8xlarge","2025-05-01","0","Inf","Hrs","0.5040000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6i.8xlarge","Memory optimized","BoxUsage:r6i.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9QCWDF9Q9MHA22T7","JRTCKXETXF","9QCWDF9Q9MHA22T7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR c5d.18xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c5d.18xlarge","Compute optimized","BoxUsage:c5d.18xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9S2VV4KP6KZU35SU","JRTCKXETXF","9S2VV4KP6KZU35SU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR c5.9xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c5.9xlarge","Compute optimized","BoxUsage:c5.9xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9S77HY3HFBKPU997","JRTCKXETXF","9S77HY3HFBKPU997.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR m5ad.24xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m5ad.24xlarge","General purpose","BoxUsage:m5ad.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9SZQPF4X3JRMZG9S","JRTCKXETXF","9SZQPF4X3JRMZG9S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3264 per hour for EMR m7g.8xlarge","2025-05-01","0","Inf","Hrs","0.3264000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7g.8xlarge","General purpose","BoxUsage:m7g.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9UP5DTFS8TWGTJJQ","JRTCKXETXF","9UP5DTFS8TWGTJJQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.4344 per hour for EMR r7a.32xlarge","2025-05-01","0","Inf","Hrs","2.4344000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r7a.32xlarge","Memory optimized","BoxUsage:r7a.32xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9Z3DEPCER5S92JES","JRTCKXETXF","9Z3DEPCER5S92JES.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018 per hour for EMR m3.medium with M7","2025-05-01","0","Inf","Hrs","0.0180000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m3.medium","General purpose","M7BoxUsage:m3.medium","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M7"
"9ZG8MZZFR5GZCA7K","JRTCKXETXF","9ZG8MZZFR5GZCA7K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6528 per hour for EMR m7g.16xlarge","2025-05-01","0","Inf","Hrs","0.6528000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7g.16xlarge","General purpose","BoxUsage:m7g.16xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"9ZVVNRFS5GVJURDZ","JRTCKXETXF","9ZVVNRFS5GVJURDZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03825 per hour for EMR c6a.xlarge","2025-05-01","0","Inf","Hrs","0.0382500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6a.xlarge","Compute optimized","BoxUsage:c6a.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A24RX4M7CPASB9SK","JRTCKXETXF","A24RX4M7CPASB9SK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.00175 per hour for EMR x2iedn.24xlarge","2025-05-01","0","Inf","Hrs","5.0017500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","x2iedn.24xlarge","Memory optimized","BoxUsage:x2iedn.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A34Q3V4D4E5FWYEZ","JRTCKXETXF","A34Q3V4D4E5FWYEZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06 per hour for EMR m4.xlarge","2025-05-01","0","Inf","Hrs","0.0600000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m4.xlarge","General purpose","BoxUsage:m4.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A5AQPVKRZ929S67U","JRTCKXETXF","A5AQPVKRZ929S67U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6048 per hour for EMR r6g.12xlarge","2025-05-01","0","Inf","Hrs","0.6048000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6g.12xlarge","Memory optimized","BoxUsage:r6g.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A8BP3NXHMVFM8KV3","JRTCKXETXF","A8BP3NXHMVFM8KV3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0384 per hour for EMR c6gd.xlarge","2025-05-01","0","Inf","Hrs","0.0384000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6gd.xlarge","Compute optimized","BoxUsage:c6gd.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A8BRECQN9YQBTTW4","JRTCKXETXF","A8BRECQN9YQBTTW4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09576 per hour for EMR m7i-flex.2xlarge","2025-05-01","0","Inf","Hrs","0.0957600000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7i-flex.2xlarge","General purpose","BoxUsage:m7i-flex.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A8E5VC5RKC95NET4","JRTCKXETXF","A8E5VC5RKC95NET4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.090725 per hour for EMR c7gd.2xlarge","2025-05-01","0","Inf","Hrs","0.0907250000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7gd.2xlarge","Compute optimized","BoxUsage:c7gd.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"A8XCPNMUC3JNV7HY","JRTCKXETXF","A8XCPNMUC3JNV7HY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.042094 per ARM vCPU per hour in US East (N. Virginia)","2025-05-01","0","Inf","vCPU-Hours","0.0420940000","USD","EMR Serverless","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-SERVERLESS-ARM-vCPUHours","",,,"ARMCPUHours","us-east-1","Amazon Elastic MapReduce",
"AAFS49U3GSWRDPVN","JRTCKXETXF","AAFS49U3GSWRDPVN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.02 per hour for EMR r3.8xlarge with Hunk","2025-05-01","0","Inf","Hrs","1.0200000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r3.8xlarge","Memory optimized","HunkBoxUsage:r3.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","Hunk"
"AC843MQKEWU2ZYFU","JRTCKXETXF","AC843MQKEWU2ZYFU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.31824 per hour for EMR m6idn.4xlarge","2025-05-01","0","Inf","Hrs","0.3182400000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6idn.4xlarge","General purpose","BoxUsage:m6idn.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"ACWEJE5VDEVNUSQA","JRTCKXETXF","ACWEJE5VDEVNUSQA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.037 per hour for EMR m1.medium with M5","2025-05-01","0","Inf","Hrs","0.0370000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m1.medium","General purpose","M5BoxUsage:m1.medium","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M5"
"ADK7YRMBJCPNVXAS","JRTCKXETXF","ADK7YRMBJCPNVXAS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.087165 per hour for EMR r6in.xlarge","2025-05-01","0","Inf","Hrs","0.0871650000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6in.xlarge","Memory optimized","BoxUsage:r6in.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AE2Z3WHJYD6G322T","JRTCKXETXF","AE2Z3WHJYD6G322T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR r5b.4xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r5b.4xlarge","Memory optimized","BoxUsage:r5b.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AHQFTPPKU4Z6B3ZS","JRTCKXETXF","AHQFTPPKU4Z6B3ZS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.096  per hour for EMR m6i.2xlarge","2025-05-01","0","Inf","Hrs","0.0960000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6i.2xlarge","General purpose","BoxUsage:m6i.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AHRB2EMU3MM2VPZY","JRTCKXETXF","AHRB2EMU3MM2VPZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.173 per hour for EMR d2.xlarge with M7","2025-05-01","0","Inf","Hrs","0.1730000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","d2.xlarge","Storage optimized","USE1-M7BoxUsage:d2.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M7"
"AHWC5WP9G8XTJUNN","JRTCKXETXF","AHWC5WP9G8XTJUNN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.54 per hour for EMR r3.2xlarge with M7","2025-05-01","0","Inf","Hrs","0.5400000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r3.2xlarge","Memory optimized","USE1-M7BoxUsage:r3.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M7"
"AJ6PMSAUB4A3EK7W","JRTCKXETXF","AJ6PMSAUB4A3EK7W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.18875 per hour for EMR i7i.2xlarge","2025-05-01","0","Inf","Hrs","0.1887500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i7i.2xlarge","Storage optimized","BoxUsage:i7i.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AJ9N87WJKYB9RYFD","JRTCKXETXF","AJ9N87WJKYB9RYFD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.87 per hour for EMR m4.2xlarge with Hunk","2025-05-01","0","Inf","Hrs","0.8700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m4.2xlarge","General purpose","HunkBoxUsage:m4.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","Hunk"
"AJR5TDGHCKEJNYBG","JRTCKXETXF","AJR5TDGHCKEJNYBG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR c5d.12xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c5d.12xlarge","Compute optimized","BoxUsage:c5d.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"ANPFK2KCN6TAEXK9","JRTCKXETXF","ANPFK2KCN6TAEXK9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per hour for EMR c1.medium with Karma","2025-05-01","0","Inf","Hrs","0.0900000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c1.medium","Compute optimized","KarmaBoxUsage:c1.medium","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"AP832BS6FC6BXTW8","JRTCKXETXF","AP832BS6FC6BXTW8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR m5a.8xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m5a.8xlarge","General purpose","BoxUsage:m5a.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AP8DQDRYYAURS9CP","JRTCKXETXF","AP8DQDRYYAURS9CP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.336 per hour for EMR x2gd.16xlarge","2025-05-01","0","Inf","Hrs","1.3360000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","x2gd.16xlarge","Memory optimized","BoxUsage:x2gd.16xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"APYA9HDSUEM2D6KK","JRTCKXETXF","APYA9HDSUEM2D6KK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.078 per hour for EMR i3.xlarge","2025-05-01","0","Inf","Hrs","0.0780000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i3.xlarge","Storage optimized","BoxUsage:i3.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"ARMUXDJG4KYAHRX8","JRTCKXETXF","ARMUXDJG4KYAHRX8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00111125 per GB per hour for EMR-EKS-FARGATE in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0011112500","USD","EMR Containers","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-EKS-FARGATE-GBHours","StartJobRun","EKS","Fargate","GBHours","us-east-1","Amazon Elastic MapReduce",
"ATWXM2M5QW6Z2P4S","JRTCKXETXF","ATWXM2M5QW6Z2P4S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.034 per hour for EMR C6g.xlarge","2025-05-01","0","Inf","Hrs","0.0340000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6g.xlarge","Compute optimized","BoxUsage:c6g.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AUB9K9MXSEX85MH9","JRTCKXETXF","AUB9K9MXSEX85MH9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.41056 per hour for EMR c7a.8xlarge","2025-05-01","0","Inf","Hrs","0.4105600000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7a.8xlarge","Compute optimized","BoxUsage:c7a.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AW8FP5K8CJ4X4FFZ","JRTCKXETXF","AW8FP5K8CJ4X4FFZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.4746 per hour for EMR m6id.8xlarge","2025-05-01","0","Inf","Hrs","0.4746000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6id.8xlarge","General purpose","BoxUsage:m6id.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AXAMTTMNZGFPTNJP","JRTCKXETXF","AXAMTTMNZGFPTNJP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.08925 per hour for EMR c7i.2xlarge","2025-05-01","0","Inf","Hrs","0.0892500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7i.2xlarge","Compute optimized","BoxUsage:c7i.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AXHPP24UKQDW6KS9","JRTCKXETXF","AXHPP24UKQDW6KS9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63648 per hour for EMR m6idn.8xlarge","2025-05-01","0","Inf","Hrs","0.6364800000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6idn.8xlarge","General purpose","BoxUsage:m6idn.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"AYBDPGBD3DAD6U4R","JRTCKXETXF","AYBDPGBD3DAD6U4R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.95472 per hour for EMR m6idn.12xlarge","2025-05-01","0","Inf","Hrs","0.9547200000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6idn.12xlarge","General purpose","BoxUsage:m6idn.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B3SE3SH7NXSTMTZT","JRTCKXETXF","B3SE3SH7NXSTMTZT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.17433 per hour for EMR r6in.2xlarge","2025-05-01","0","Inf","Hrs","0.1743300000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6in.2xlarge","Memory optimized","BoxUsage:r6in.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B4VDPVHM7W8YUCHM","JRTCKXETXF","B4VDPVHM7W8YUCHM.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.727585 USD per hour for EMR im4gn.8xlarge","2025-05-01","0","Inf","Hrs","0.7275850000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","im4gn.8xlarge","Storage optimized","BoxUsage:im4gn.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B5K342P9VJHPARQZ","JRTCKXETXF","B5K342P9VJHPARQZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.076075 per hour for EMR r7a.xlarge","2025-05-01","0","Inf","Hrs","0.0760750000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r7a.xlarge","Memory optimized","BoxUsage:r7a.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B6C5TYKZDQY7S28X","JRTCKXETXF","B6C5TYKZDQY7S28X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07 per hour for EMR m3.xlarge with Karma","2025-05-01","0","Inf","Hrs","0.0700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m3.xlarge","General purpose","KarmaBoxUsage:m3.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"B7NCFGXCNPRP8HQT","JRTCKXETXF","B7NCFGXCNPRP8HQT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.508725 per hour for EMR c7i-flex.12xlarge","2025-05-01","0","Inf","Hrs","0.5087250000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7i-flex.12xlarge","Compute optimized","BoxUsage:c7i-flex.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B7S8AD9MQZ5B28B3","JRTCKXETXF","B7S8AD9MQZ5B28B3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20528 per hour for EMR c7a.4xlarge","2025-05-01","0","Inf","Hrs","0.2052800000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7a.4xlarge","Compute optimized","BoxUsage:c7a.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B8QBM4UPK8WSUSQD","JRTCKXETXF","B8QBM4UPK8WSUSQD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.154 per hour for EMR m6g.4xlarge","2025-05-01","0","Inf","Hrs","0.1540000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6g.4xlarge","General purpose","BoxUsage:m6g.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"B8ZV23D3E7SC8DJZ","JRTCKXETXF","B8ZV23D3E7SC8DJZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR c3.8xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c3.8xlarge","Compute optimized","BoxUsage:c3.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"BAK4C8ZEACA6SC88","JRTCKXETXF","BAK4C8ZEACA6SC88.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01012 per vCPU per hour for EMR-EKS-EC2 in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0101200000","USD","EMR Containers","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-EKS-EC2-vCPUHours","FlinkOperatorJobRun","EKS","EC2","FlinkOperatorCPUHours","us-east-1","Amazon Elastic MapReduce",
"BBZPX78E6WHQ6ABU","JRTCKXETXF","BBZPX78E6WHQ6ABU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR i2.8xlarge with M3","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i2.8xlarge","Storage optimized","M3BoxUsage:i2.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"BD2PYFGBYJB2G4RS","JRTCKXETXF","BD2PYFGBYJB2G4RS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR d3.4xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","d3.4xlarge","Storage optimized","BoxUsage:d3.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"BD42WENYJ5J27ZZB","JRTCKXETXF","BD42WENYJ5J27ZZB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0567 per hour for EMR c6in.xlarge","2025-05-01","0","Inf","Hrs","0.0567000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6in.xlarge","Compute optimized","BoxUsage:c6in.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"BFH9TA5UJGFKJ3KZ","JRTCKXETXF","BFH9TA5UJGFKJ3KZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR hs1.8xlarge with Karma","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","hs1.8xlarge","Storage optimized","KarmaBoxUsage:hs1.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"BGAZGZN4MW3XP63A","JRTCKXETXF","BGAZGZN4MW3XP63A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11865 per hour for EMR m6id.2xlarge","2025-05-01","0","Inf","Hrs","0.1186500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6id.2xlarge","General purpose","BoxUsage:m6id.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"BGZUD4ECVC7WS694","JRTCKXETXF","BGZUD4ECVC7WS694.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.15424 per hour for EMR m8g.48xlarge","2025-05-01","0","Inf","Hrs","2.1542400000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m8g.48xlarge","General purpose","BoxUsage:m8g.48xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"BJPWCDJGDG6U4JMR","JRTCKXETXF","BJPWCDJGDG6U4JMR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.011 per hour for EMR m1.small with M3","2025-05-01","0","Inf","Hrs","0.0110000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m1.small","General purpose","M3BoxUsage","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
