"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-21T15:09:03Z"
"Version","20250521150903"
"OfferCode","AmazonBedrock"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Architecture","Architecture Name","Custom Model Unit Version","Feature","Feature Type","Inference Type","Model","Model Unit","Policy Type","Provider","Region Code","serviceName","Titan Model","Titan Model Unit"
"83ERVZEZ2AN5FYGP","JRTCKXETXF","83ERVZEZ2AN5FYGP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for TitanImageGeneratorG1-Customization-Storage in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Customization-Storage","",,,,"Model Customization","Storage",,,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"8AMFP36SRRS7HE59","JRTCKXETXF","8AMFP36SRRS7HE59.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.001 per 1K tokens for Mistral Small input tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0010000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-MistralSmall-input-tokens","",,,,"On-demand Inference",,"Input tokens","Mistral Small",,,"Mistral","us-east-1","Amazon Bedrock",,
"8BCTPZBR6YK9PVER","JRTCKXETXF","8BCTPZBR6YK9PVER.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00097 per 1K output tokens for Llama 4 Maverick 17B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0009700000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama4-Maverick-17B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 4 Maverick 17B",,,"Meta","us-east-1","Amazon Bedrock",,
"8BS7TTGG74CBSV6B","JRTCKXETXF","8BS7TTGG74CBSV6B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.008 per image for TitanImageGeneratorV2-T2I-512-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0080000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-T2I-512-Standard","",,,,"On-demand Inference",,"T2I 512 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"8EJKXB49YY4SMCKM","JRTCKXETXF","8EJKXB49YY4SMCKM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit/Minute Inference for Llama architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama-CustomModelImport-Inference-v1:0","","Llama","Llama","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
"8J75KZ4U56JBSU3E","JRTCKXETXF","8J75KZ4U56JBSU3E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000085 per 1K input tokens for Llama 4 Scout 17B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0000850000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama4-Scout-17B-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Llama 4 Scout 17B",,,"Meta","us-east-1","Amazon Bedrock",,
"8QPAS8XXF6SMYXMK","JRTCKXETXF","8QPAS8XXF6SMYXMK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit per Month for Storage for Qwen2VL architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Qwen2VL-CustomModelImport-Storage-v1:0","","Qwen2VL","Qwen2VL","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"8TJNYF92H9KKBVYA","JRTCKXETXF","8TJNYF92H9KKBVYA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00125 per 1K tokens for USE1-NovaPremier-input-tokens-batch in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0012500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPremier-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Nova Premier",,,,"us-east-1","Amazon Bedrock",,
"8WG9RB8FVXQR4STK","JRTCKXETXF","8WG9RB8FVXQR4STK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0008 per 1K tokens for TitanEmbeddingsG1-Image-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0008000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-input-tokens","",,,,"On-demand Inference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","Titan Embeddings G1 Image",
"8X836UXRHN5Q5T2H","JRTCKXETXF","8X836UXRHN5Q5T2H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.0008 per 1K tokens for Nova Pro-input-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0008000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-input-tokens","",,,,"On-demand Inference",,"Input tokens","Nova Pro",,,,"us-east-1","Amazon Bedrock",,
"8XK5UUFTWVMYNW5S","JRTCKXETXF","8XK5UUFTWVMYNW5S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003 charged per image for standard output","2025-05-01","0","Inf","Images Processed","0.0030000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Standard-ImagesProcessed","InvokeDataAutomationAsync",,,,"Images Standard",,,,,,,"us-east-1","Amazon Bedrock",,
"8Y8RXFC3QZNKYNVP","JRTCKXETXF","8Y8RXFC3QZNKYNVP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorG1-T2I-1024-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-T2I-1024-Standard","",,,,"On-demand Inference",,"T2I 1024 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"8Z4D5YJ9KP2G3SFM","JRTCKXETXF","8Z4D5YJ9KP2G3SFM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.15 per 1K text units for ContentPolicyUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","TextUnit","0.0001500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-ContentPolicyUnitsConsumed","ApplyGuardrail",,,,,,,,,"GuardrailContent",,"us-east-1","Amazon Bedrock",,
"95ZXV6HERMQUYGEV","JRTCKXETXF","95ZXV6HERMQUYGEV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.008 per 1K tokens for TitanTextG1-Express-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0080000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Express-Customization-Training","",,,,"Model Customization","Training",,,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Express",
"9AKCAGWU2MRGBE9Y","JRTCKXETXF","9AKCAGWU2MRGBE9Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.084 per Minutes Processed for USE1-DataAutomation-Custom-VideoMinutesProcessed in US East (N. Virginia)","2025-05-01","0","Inf","Minutes Processed","0.0840000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-VideoMinutesProcessed","InvokeDataAutomationAsync",,,,"Video Custom",,,,,,,"us-east-1","Amazon Bedrock",,
"9FY2CQDF5BVRAS6G","JRTCKXETXF","9FY2CQDF5BVRAS6G.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.04 USD of Nova Canvas in us-east-1","2025-05-01","0","Inf","image","0.0400000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-I2I-1024-Standard","",,,,"On-demand Inference",,"I2I 1024 Standard","Nova Canvas",,,,"us-east-1","Amazon Bedrock",,
"9H2WFFM5XGBJYHNW","JRTCKXETXF","9H2WFFM5XGBJYHNW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05 charged per video minute for standard output","2025-05-01","0","Inf","Minutes Processed","0.0500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Standard-VideoMinutesProcessed","InvokeDataAutomationAsync",,,,"Video Standard",,,,,,,"us-east-1","Amazon Bedrock",,
"9KCAYBRC34FDC2RF","JRTCKXETXF","9KCAYBRC34FDC2RF.JRTCKXETXF.6YS6EN2CT7","OnDemand",".0006 per 1K output tokens for Llama 3 8B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0006000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-8B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 3 8B",,,"Meta","us-east-1","Amazon Bedrock",,
"9MKMMTUQ7ZHKUYMM","JRTCKXETXF","9MKMMTUQ7ZHKUYMM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.028 per 1K tokens for TitanTextG1-Premier-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0280000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanText-Premier-Customization-Training","",,,,"Model Customization","Training",,,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Premier",
"9XHSKPBV6R8E4FUY","JRTCKXETXF","9XHSKPBV6R8E4FUY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00015 per 1K tokens for TitanTextG1-Lite-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-input-tokens","",,,,"On-demand Inference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Lite",
"9Y2ERW3ANCDMZFA3","JRTCKXETXF","9Y2ERW3ANCDMZFA3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit per Month for Storage for Qwen2_5VL architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Qwen2-5-VL-CustomModelImport-Storage-v1:0","","Qwen2_5VL","Qwen2_5VL","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"9ZG8UHUQKAKDXPNY","JRTCKXETXF","9ZG8UHUQKAKDXPNY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.004 per 1K tokens for USE1-NovaPro-output-tokens-latency-optimized in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0040000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-output-tokens-latency-optimized","",,,,"On-demand Inference",,"Output tokens","Nova Pro Latency Optimized",,,,"us-east-1","Amazon Bedrock",,
"9ZHQGTYHWNE55AJG","JRTCKXETXF","9ZHQGTYHWNE55AJG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorV2-T2I-1024-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-T2I-1024-Standard","",,,,"On-demand Inference",,"T2I 1024 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"AD53PT2VZ93T3VDK","JRTCKXETXF","AD53PT2VZ93T3VDK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0005 per 1K tokens for TitanTextG1-Premier-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0005000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanText-Premier-input-tokens","",,,,"On-demand Inference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Premier",
"ADST6265RXJ68BFX","JRTCKXETXF","ADST6265RXJ68BFX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$13 per hour for TitanImageGeneratorV2-ProvisionedThroughput-6months-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","13.0000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-ProvisionedThroughput-6months-ModelUnits","",,,,"Provisioned Throughput Inference - 6 months",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator V2"
"AMYWX642VPHEKDZE","JRTCKXETXF","AMYWX642VPHEKDZE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0025 per 1K tokens for USE1-NovaPremier-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0025000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPremier-input-tokens","",,,,"On-demand Inference",,"Input tokens","Nova Premier",,,,"us-east-1","Amazon Bedrock",,
"ANNP5URT4TMHEG2K","JRTCKXETXF","ANNP5URT4TMHEG2K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit/Month Storage for GPTBigCode architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-GPTBigCode-CustomModelImport-Storage-v1:0","","GPT_BigCode","GPTBigCode","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"ARFVY95XGU794VBG","JRTCKXETXF","ARFVY95XGU794VBG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.0032 per 1K tokens for Nova Pro-output-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0032000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-output-tokens","",,,,"On-demand Inference",,"Output tokens","Nova Pro",,,,"us-east-1","Amazon Bedrock",,
"AXWZPPSRHKM2BG4Q","JRTCKXETXF","AXWZPPSRHKM2BG4Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$16.2 per hour for TitanImageGeneratorV2-ProvisionedThroughput-1month-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","16.2000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-ProvisionedThroughput-1month-ModelUnits","",,,,"Provisioned Throughput Inference - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator V2"
"AZ4RBHRY4GH7HVQM","JRTCKXETXF","AZ4RBHRY4GH7HVQM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.022 per image for TitanImageGeneratorG1-Custom-I2I-1024-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0220000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Custom-I2I-1024-Premium","",,,,"On-demand Inference",,"Custom I2I 1024 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"B3XP64QTU6KA8Y2T","JRTCKXETXF","B3XP64QTU6KA8Y2T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.1 per hour for TitanTextG1-Lite-ProvisionedThroughput-6months-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","5.1000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-ProvisionedThroughput-6months-ModelUnits","",,,,"Provisioned Throughput Inference - 6 months",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Text G1 Lite"
"B9TT5SXGSM2VWJUH","JRTCKXETXF","B9TT5SXGSM2VWJUH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0015 per 1K tokens for TitanTextG1-Premier-output-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0015000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanText-Premier-output-tokens","",,,,"On-demand Inference",,"Output tokens",,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Premier",
"BAW4JEEPBUKCJMK2","JRTCKXETXF","BAW4JEEPBUKCJMK2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$16.85 per hour for TitanImageGeneratorG1-ProvisionedThroughput-Custom-6months-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","16.8500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-ProvisionedThroughput-Custom-6months-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - 6 months",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator G1"
"BG7N9E6PZEZHHKPH","JRTCKXETXF","BG7N9E6PZEZHHKPH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0015 per 1K tokens for Mistral Small input tokens in US East (N.Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0015000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-MistralSmall-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Mistral Small",,,"Mistral","us-east-1","Amazon Bedrock",,
"BWFJC4SBT3Y4UCGJ","JRTCKXETXF","BWFJC4SBT3Y4UCGJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00022 per 1K input tokens for Llama 3.1 8B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-8B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.1 8B",,,"Meta","us-east-1","Amazon Bedrock",,
"BWGV6PGXE535JNYG","JRTCKXETXF","BWGV6PGXE535JNYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1 per 1K text units for SensitiveInformationPolicyPaidUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","TextUnit","0.0001000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-SensitiveInformationPolicyPaidUnitsConsumed","ApplyGuardrail",,,,,,,,,"GuardrailSensitiveInfo",,"us-east-1","Amazon Bedrock",,
"BYV3W5XE45C92TFM","JRTCKXETXF","BYV3W5XE45C92TFM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for TitanTextG1-Premier-Customization-Storage in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanText-Premier-Customization-Storage","",,,,"Model Customization","Storage",,,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Premier",
"C75F7GCUUZS8PBAF","JRTCKXETXF","C75F7GCUUZS8PBAF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00625 per 1K tokens for USE1-NovaPremier-output-tokens-batch in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0062500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPremier-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Nova Premier",,,,"us-east-1","Amazon Bedrock",,
"CB7ENY8J6652YQA9","JRTCKXETXF","CB7ENY8J6652YQA9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00024 per 1K tokens for USE1-NovaSonic-text-output-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002400000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaSonic-text-output-tokens","",,,,"On-demand Inference",,"Text output token","Nova Sonic",,,,"us-east-1","Amazon Bedrock",,
"CBZ6A6U7XK8WJ3KA","JRTCKXETXF","CBZ6A6U7XK8WJ3KA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00024 per 1K tokens for Nova Lite-output-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002400000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-output-tokens","",,,,"On-demand Inference",,"Output tokens","Nova Lite",,,,"us-east-1","Amazon Bedrock",,
"CF2AEBT52ZCZWBXH","JRTCKXETXF","CF2AEBT52ZCZWBXH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.45 per hour for TitanEmbeddingsG1-Image-ProvisionedThroughput-1month-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","8.4500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-ProvisionedThroughput-1month-ModelUnits","",,,,"Provisioned Throughput Inference - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Embeddings G1 Image"
"CPZZQXURZN69847R","JRTCKXETXF","CPZZQXURZN69847R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit/Month Storage for Mixtral architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mixtral-CustomModelImport-Storage-v1:0","","Mixtral","Mixtral","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"D96KFRU98U5RRW7F","JRTCKXETXF","D96KFRU98U5RRW7F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00036 per 1K output tokens for Llama 3.3 70B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0003600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-3-70B-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Llama 3.3 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"DBJZGMQX9E7H4QM3","JRTCKXETXF","DBJZGMQX9E7H4QM3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per image for TitanImageGeneratorV2-T2I-1024-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0120000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-T2I-1024-Premium","",,,,"On-demand Inference",,"T2I 1024 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"DDDPECB2NSK5WQBW","JRTCKXETXF","DDDPECB2NSK5WQBW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00072 per 1K output tokens for Llama 3.2 90B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0007200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-2-90B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 3.2 90B",,,"Meta","us-east-1","Amazon Bedrock",,
"DGYVY6BVNP9Z8SJK","JRTCKXETXF","DGYVY6BVNP9Z8SJK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0007 per 1K tokens for Mixtral 8x7B output tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0007000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mixtral8x7B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Mixtral 8x7B",,,"Mistral","us-east-1","Amazon Bedrock",,
"DNHX8RUT8JXY6B4P","JRTCKXETXF","DNHX8RUT8JXY6B4P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00800 per 1K tokens for Claude2.1-input-tokens inUS East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0080000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Claude2.1-input-tokens","",,,,"On-demand Inference",,"Input tokens","Claude 2.1",,,"Anthropic","us-east-1","Amazon Bedrock",,
"DP7XGQ8K73UAZXBJ","JRTCKXETXF","DP7XGQ8K73UAZXBJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.022 per image for TitanImageGeneratorG1-Custom-T2I-1024-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0220000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Custom-T2I-1024-Premium","",,,,"On-demand Inference",,"Custom T2I 1024 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"DPNWCK7B4JMB8KK3","JRTCKXETXF","DPNWCK7B4JMB8KK3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00011 per 1K output tokens for Llama 3.1 8B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0001100000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-8B-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Llama 3.1 8B",,,"Meta","us-east-1","Amazon Bedrock",,
"DR6E7WPG8GTX32D4","JRTCKXETXF","DR6E7WPG8GTX32D4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for Nova Micro in us-east-1(N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-Customization-Storage","",,,,"Model Customization","Storage",,"Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"DU74ARUX9SF92JGY","JRTCKXETXF","DU74ARUX9SF92JGY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$98.32 per hour for NovaLite-ProvisionedThroughput-1months-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","98.3200000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-ProvisionedThroughput-1month-ModelUnits","",,,,"Provisioned Throughput Inference - 1 month",,,"Nova Lite","Nova Lite",,,"us-east-1","Amazon Bedrock",,
"DU982BYNM853AV3D","JRTCKXETXF","DU982BYNM853AV3D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$18.4 per hour for TitanTextG1-Express-ProvisionedThroughput-1month-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","18.4000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Express-ProvisionedThroughput-1month-ModelUnits","",,,,"Provisioned Throughput Inference - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Text G1 Express"
"DW2D34FDRHG3G2E6","JRTCKXETXF","DW2D34FDRHG3G2E6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$54.08 per hour  for NovaPro-ProvisionedThroughput-6month-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","54.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-ProvisionedThroughput-6months-ModelUnits","",,,,"Provisioned Throughput Inference - 6 months",,,"Nova Pro","Nova Pro",,,"us-east-1","Amazon Bedrock",,
