"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-21T15:09:03Z"
"Version","20250521150903"
"OfferCode","AmazonBedrock"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Architecture","Architecture Name","Custom Model Unit Version","Feature","Feature Type","Inference Type","Model","Model Unit","Policy Type","Provider","Region Code","serviceName","Titan Model","Titan Model Unit"
"E28EHB6MM86MV49H","JRTCKXETXF","E28EHB6MM86MV49H.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.08 USD of Nova Canvas in us-east-1","2025-05-01","0","Inf","image","0.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-T2I-2048-Premium","",,,,"On-demand Inference",,"T2I 2048 Premium","Nova Canvas",,,,"us-east-1","Amazon Bedrock",,
"E5RV7NM4755DRNCH","JRTCKXETXF","E5RV7NM4755DRNCH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model/Month Storage for Flan architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Flan-CustomModelImport-Storage-v1:0","","Flan","Flan","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"E748GM9E4FUC8WY6","JRTCKXETXF","E748GM9E4FUC8WY6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00036 per 1K input tokens for Llama 3.3 70B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0003600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-3-70B-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Llama 3.3 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"ECZ5AXBK9FHPZU3X","JRTCKXETXF","ECZ5AXBK9FHPZU3X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit per Min for Inference for Qwen2 architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Qwen2-CustomModelImport-Inference-v1:0","","Qwen2","Qwen2","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
"EDNQYEHQ3XQ8N7EY","JRTCKXETXF","EDNQYEHQ3XQ8N7EY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00002 per 1K tokens for TitanEmbeddingsV2-Text-input-tokens in US East","2025-05-01","0","Inf","1K tokens","0.0000200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingV2-Text-input-tokens","InvokeModelInference",,,,"On-demand Inference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","TitanEmbeddingsV2-Text-input",
"ETNUDFQKCZWZNSF9","JRTCKXETXF","ETNUDFQKCZWZNSF9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0005 per Fields per Minute Processed for USE1-DataAutomation-Custom-AudioMinutesProcessed-AddOnFields in US East (N. Virginia)","2025-05-01","0","Inf","Fields per Minute Processed","0.0005000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-AudioMinutesProcessed-AddOnFields","InvokeDataAutomationAsync",,,,"Audio Custom Ad-on Fields",,,,,,,"us-east-1","Amazon Bedrock",,
"EV5SZGXFNGH2TM36","JRTCKXETXF","EV5SZGXFNGH2TM36.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorV2-T2I-512-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-T2I-512-Premium","",,,,"On-demand Inference",,"T2I 512 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"EZJPTYFYKNKECGXN","JRTCKXETXF","EZJPTYFYKNKECGXN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 charged per image for custom output","2025-05-01","0","Inf","Images Processed","0.0050000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-ImagesProcessed","InvokeDataAutomationAsync",,,,"Images Custom",,,,,,,"us-east-1","Amazon Bedrock",,
"F6RKNVXUYHUUGRZT","JRTCKXETXF","F6RKNVXUYHUUGRZT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00036 per 1K output tokens for Llama 3.1 70B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0003600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-70B-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Llama 3.1 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"FEPBPFFYNSJ8DCCK","JRTCKXETXF","FEPBPFFYNSJ8DCCK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorG1-I2I-1024-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-I2I-1024-Standard","",,,,"On-demand Inference",,"I2I 1024 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"FHPM2WQ68N32TY6D","JRTCKXETXF","FHPM2WQ68N32TY6D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00003 per 1K tokens for Nova Lite-input-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000300000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Nova Lite",,,,"us-east-1","Amazon Bedrock",,
"FJTNJPU9V6NE9S4E","JRTCKXETXF","FJTNJPU9V6NE9S4E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per 1K text units for SensitiveInformationPolicyUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","TextUnit","0.0000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-SensitiveInformationPolicyFreeUnitsConsumed","ApplyGuardrail",,,,,,,,,"SensitiveInfoFree",,"us-east-1","Amazon Bedrock",,
"FN4V38DSCD2T5J23","JRTCKXETXF","FN4V38DSCD2T5J23.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per Images Processed for TitanImageGeneratorV2-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","Images Processed","0.0050000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-Customization-Training","",,,,"Model Customization","Training",,,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"FPDMHFA85G6AMHZA","JRTCKXETXF","FPDMHFA85G6AMHZA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00010 per 1K input tokens for Llama 3.2 1B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-2-1B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.2 1B",,,"Meta","us-east-1","Amazon Bedrock",,
"FX28N4MM3DQJAHR5","JRTCKXETXF","FX28N4MM3DQJAHR5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00072 per 1K input tokens for Llama 3.1 70B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0007200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-70B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.1 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"FYTFBAWEJFBAVTWK","JRTCKXETXF","FYTFBAWEJFBAVTWK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000015 per 1K cache read input tokens of Nova Lite in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000150000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-cache-read-input-token-count","",,,,"On-demand Inference",,"Prompt cache read input tokens","Nova Lite",,,,"us-east-1","Amazon Bedrock",,
"G8WF8CHHPDTCDC8U","JRTCKXETXF","G8WF8CHHPDTCDC8U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00033 per 1K output tokens for Llama 4 Scout 17B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0003300000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama4-Scout-17B-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Llama 4 Scout 17B",,,"Meta","us-east-1","Amazon Bedrock",,
"GD75WHG8XCGESZ8A","JRTCKXETXF","GD75WHG8XCGESZ8A.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.08 USD per secs of Nova Reel in us-east-1","2025-05-01","0","Inf","video","0.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaReel-T2V-Medfps-HDRes","",,,,"On-demand Inference",,"T2V Medium fps HD Resolution","Nova Reel",,,,"us-east-1","Amazon Bedrock",,
"GEKDFM9C27E5GY2X","JRTCKXETXF","GEKDFM9C27E5GY2X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit per Min for Inference for Qwen2_5VL architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Qwen2-5-VL-CustomModelImport-Inference-v1:0","","Qwen2_5VL","Qwen2_5VL","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
"GMR9KGJ8EN85PYBZ","JRTCKXETXF","GMR9KGJ8EN85PYBZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04 charged per page for custom output","2025-05-01","0","Inf","Pages Processed","0.0400000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-PagesProcessed","InvokeDataAutomationAsync",,,,"Documents Custom",,,,,,,"us-east-1","Amazon Bedrock",,
"GMRNA3EJQFYSNRPA","JRTCKXETXF","GMRNA3EJQFYSNRPA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per image for TitanImageGeneratorG1-I2I-1024-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0120000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-I2I-1024-Premium","",,,,"On-demand Inference",,"I2I 1024 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"GSRHBBD5A5TVQ7CC","JRTCKXETXF","GSRHBBD5A5TVQ7CC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0006 per 1K tokens for TitanTextG1-Express-output-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0006000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Express-output-tokens","",,,,"On-demand Inference",,"Output tokens",,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Express",
"GTKNXDGM933ZRKY6","JRTCKXETXF","GTKNXDGM933ZRKY6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.006 charged per audio minute for standard output","2025-05-01","0","Inf","Minutes Processed","0.0060000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Standard-AudioMinutesProcessed","InvokeDataAutomationAsync",,,,"Audio Standard",,,,,,,"us-east-1","Amazon Bedrock",,
"GTRGHVYJ4D28VHB9","JRTCKXETXF","GTRGHVYJ4D28VHB9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.75 per 1K Images Processed for ContentPolicyImageUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","Images Processed","0.0007500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-ContentPolicyImageUnitsConsumed","ApplyGuardrail",,,,,,,,,"ContentPolicyImage",,"us-east-1","Amazon Bedrock",,
"HBD5MEHQHPPES2J7","JRTCKXETXF","HBD5MEHQHPPES2J7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit per Month for Storage for Qwen2 architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Qwen2-CustomModelImport-Storage-v1:0","","Qwen2","Qwen2","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"HD4QTTUSXHXFW2NY","JRTCKXETXF","HD4QTTUSXHXFW2NY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00080 per 1K tokens for ClaudeInstant-input-tokens inUS East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0008000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-ClaudeInstant-input-tokens","",,,,"On-demand Inference",,"Input tokens","Claude Instant",,,"Anthropic","us-east-1","Amazon Bedrock",,
"HDNPB7D2GKVWKWYZ","JRTCKXETXF","HDNPB7D2GKVWKWYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00072 per 1K output tokens for Llama 3.1 70B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0007200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-70B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 3.1 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"HKDUH7HQMGVFHWRZ","JRTCKXETXF","HKDUH7HQMGVFHWRZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit/Month Storage for Multimodal Llama architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-MLlama-CustomModelImport-Storage-v1:0","","MLlama","Multimodal Llama","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"HKZGRBRHTJKZ2MBM","JRTCKXETXF","HKZGRBRHTJKZ2MBM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00015 per 1K input tokens for Llama 3.2 3B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-2-3B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.2 3B",,,"Meta","us-east-1","Amazon Bedrock",,
"HNSV8S3265Q9CBKM","JRTCKXETXF","HNSV8S3265Q9CBKM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit/Minute Inference for Flan architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Flan-CustomModelImport-Inference-v1:0","","Flan","Flan","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
"J4KUUZ474YA7ZH4H","JRTCKXETXF","J4KUUZ474YA7ZH4H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$23.4 per hour for TitanImageGeneratorG1-ProvisionedThroughput-Custom-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","23.4000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-ProvisionedThroughput-Custom-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator G1"
"J7XMUH9H7KNF6S4H","JRTCKXETXF","J7XMUH9H7KNF6S4H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0004 per 1K tokens for TitanTextG1-Lite-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0004000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-Customization-Training","",,,,"Model Customization","Training",,,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Lite",
"JG52PDGZY6D7VPT9","JRTCKXETXF","JG52PDGZY6D7VPT9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00024 per 1K input tokens for Llama 4 Maverick 17B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002400000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama4-Maverick-17B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 4 Maverick 17B",,,"Meta","us-east-1","Amazon Bedrock",,
"JPQPVKQVA2DM4BT9","JRTCKXETXF","JPQPVKQVA2DM4BT9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.008 per image for TitanImageGeneratorV2-I2I-512-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0080000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-I2I-512-Standard","",,,,"On-demand Inference",,"I2I 512 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"JY7C2967XHZKN58E","JRTCKXETXF","JY7C2967XHZKN58E.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.06 USD of Nova Canvas in us-east-1","2025-05-01","0","Inf","image","0.0600000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-T2I-1024-Premium","",,,,"On-demand Inference",,"T2I 1024 Premium","Nova Canvas",,,,"us-east-1","Amazon Bedrock",,
"K8BWWBWG2N3QMH5R","JRTCKXETXF","K8BWWBWG2N3QMH5R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00001 per 1K tokens for TitanEmbeddingV2-Text-input-tokens-batch in US East","2025-05-01","0","Inf","1K tokens","0.0000100000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingV2-Text-input-tokens-batch","",,,,"BatchInference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","TitanEmbeddingsV2-Text-input",
"KA7UWC8ZEWXHVTVT","JRTCKXETXF","KA7UWC8ZEWXHVTVT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.1 per hour for TitanEmbeddingsG1-Text-ProvisionedThroughput-6months-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","5.1000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Text-ProvisionedThroughput-6months-ModelUnits","",,,,"Provisioned Throughput Inference - 6 months",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Embeddings G1 Text"
"KD6SZE96VFZCVWHW","JRTCKXETXF","KD6SZE96VFZCVWHW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model Unit/Month Storage for Mistral architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mistral-CustomModelImport-Storage-v1:0","","Mistral","Mistral","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"KMZFVEBPVFAP5FUF","JRTCKXETXF","KMZFVEBPVFAP5FUF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00025 per 1K tokens for Claude3Haiku-input-tokens inUS East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Claude3Haiku-input-tokens","",,,,"On-demand Inference",,"Input tokens","Claude 3 Haiku",,,"Anthropic","us-east-1","Amazon Bedrock",,
"KPTGUFMACHMT7VZ4","JRTCKXETXF","KPTGUFMACHMT7VZ4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for TitanImageGeneratorV2-Customization-Storage in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-Customization-Storage","",,,,"Model Customization","Storage",,,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"M5363ZG5AQYRRSYT","JRTCKXETXF","M5363ZG5AQYRRSYT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$20.5 per hour for TitanTextG1-Express-ProvisionedThroughput-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","20.5000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Express-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Text G1 Express"
"MAEEQK3UC24XC6W2","JRTCKXETXF","MAEEQK3UC24XC6W2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.00007per 1K tokens for Nova Micro-output-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000700000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"MGVARZJHHYND4Q3H","JRTCKXETXF","MGVARZJHHYND4Q3H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$108.15 per hour for -NovaPro-ProvisionedThroughput-NoCommit-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","108.1500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - no commit",,,"Nova Pro","Nova Pro",,,"us-east-1","Amazon Bedrock",,
"MY2FTC9YPT5VDDRJ","JRTCKXETXF","MY2FTC9YPT5VDDRJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for Nova Lite in us-east-1(N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-Customization-Storage","",,,,"Model Customization","Storage",,"Nova Lite",,,,"us-east-1","Amazon Bedrock",,
"MYKCGBVMK7V8ZYZ9","JRTCKXETXF","MYKCGBVMK7V8ZYZ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$108.15 per hour for USE1-NovaCanvas-ProvisionedThroughput-NoCommit-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","108.1500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - no commit",,,"Nova Canvas","Nova Canvas",,,"us-east-1","Amazon Bedrock",,
"MZVUYCDTABPBDX5B","JRTCKXETXF","MZVUYCDTABPBDX5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.08 USD per secs of Nova Reel in us-east-1","2025-05-01","0","Inf","video","0.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaReel-I2V-Medfps-HDRes","",,,,"On-demand Inference",,"I2V Medium fps HD Resolution","Nova Reel",,,,"us-east-1","Amazon Bedrock",,
"N3BT55RC7S3JXCS7","JRTCKXETXF","N3BT55RC7S3JXCS7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.1 per hour for TitanTextG1-Lite-ProvisionedThroughput-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","7.1000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Text G1 Lite"
"NAXJVN8UCKYT6PVB","JRTCKXETXF","NAXJVN8UCKYT6PVB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.001 per 1K tokens for Nova Micro-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0010000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-Customization-Training","",,,,"Model Customization","Training",,"Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"NE73KEACXPHJCGBT","JRTCKXETXF","NE73KEACXPHJCGBT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0009 per 1K input tokens for Llama 3.1 70B Latency Optimized in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0009000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-70B-input-tokens-latency-optimized","",,,,"On-demand Inference",,"Input tokens","Llama 3.1 70B Latency Optimized",,,"Meta","us-east-1","Amazon Bedrock",,
"NFE9F5EY3U77MWSW","JRTCKXETXF","NFE9F5EY3U77MWSW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00072 per 1K output tokens for Llama 3.3 70B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0007200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-3-70B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 3.3 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"NYRJB4KD64ZTBUQB","JRTCKXETXF","NYRJB4KD64ZTBUQB.JRTCKXETXF.6YS6EN2CT7","OnDemand",".00265 per 1K input tokens for Llama 3 70B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0026500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-70B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"P6WYR4WWG2T25GF9","JRTCKXETXF","P6WYR4WWG2T25GF9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$54.08 per hour for USE1-NovaCanvas-ProvisionedThroughput-6months-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","54.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-ProvisionedThroughput-6months-ModelUnits","",,,,"Provisioned Throughput Inference - 6 months",,,"Nova Canvas","Nova Canvas",,,"us-east-1","Amazon Bedrock",,
