"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-04-16T23:51:21Z"
"Version","20250416235121"
"OfferCode","AWSEndUserMessaging3pFees"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Conversation Type","ISO","Message Fee","Message Type","Region Code","serviceName"
"5W5XW923VZ3HT6YW","JRTCKXETXF","5W5XW923VZ3HT6YW.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Senegal using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SN-ConversationFee-Authentication","","Authentication","SN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"5Z69BUUM2S9P9NRZ","JRTCKXETXF","5Z69BUUM2S9P9NRZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Gabon using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GA-ConversationFee-Authentication","","Authentication","GA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"5Z96NA64XGGQ898C","JRTCKXETXF","5Z96NA64XGGQ898C.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Madagascar using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-MG-ConversationFee-Utility","","Utility","MG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"5ZG8U6Y5DAZJZ7YC","JRTCKXETXF","5ZG8U6Y5DAZJZ7YC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Gabon using Marketing template","2025-04-01","0","Inf","Messages","0.0225000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GA-ConversationFee-Marketing","","Marketing","GA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"5ZJHFUAPAMU7NSNA","JRTCKXETXF","5ZJHFUAPAMU7NSNA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Central African Republic using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CF-ConversationFee-Marketing","","Marketing","CF","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"62GXYHP6RQUBHQ3F","JRTCKXETXF","62GXYHP6RQUBHQ3F.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Mongolia using Authentication template","2025-04-01","0","Inf","Messages","0.0425000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-MN-ConversationFee-Authentication","","Authentication","MN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"639AP8JCBVBBW3QE","JRTCKXETXF","639AP8JCBVBBW3QE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Trinidad and Tobago using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-TT-ConversationFee-Authentication","","Authentication","TT","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"63N4PZPE48T2BDEX","JRTCKXETXF","63N4PZPE48T2BDEX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Cyprus using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CY-ConversationFee-Marketing","","Marketing","CY","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"64YTHG8ZBGBQ7BV5","JRTCKXETXF","64YTHG8ZBGBQ7BV5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Belize using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BZ-ConversationFee-Authentication","","Authentication","BZ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"66BW2Y3Q23DCFHUP","JRTCKXETXF","66BW2Y3Q23DCFHUP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Panama using Marketing template","2025-04-01","0","Inf","Messages","0.0740000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-PA-ConversationFee-Marketing","","Marketing","PA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"679X2PV9K3BJBZG9","JRTCKXETXF","679X2PV9K3BJBZG9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Guam using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GU-ConversationFee-Utility","","Utility","GU","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"67GWRYJKKRWCQP3R","JRTCKXETXF","67GWRYJKKRWCQP3R.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Cyprus using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CY-ConversationFee-Authentication","","Authentication","CY","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"68HVHB8BD7M44M7V","JRTCKXETXF","68HVHB8BD7M44M7V.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Haiti using Marketing template","2025-04-01","0","Inf","Messages","0.0740000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-HT-ConversationFee-Marketing","","Marketing","HT","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"68KKTCGG2CGQCNGG","JRTCKXETXF","68KKTCGG2CGQCNGG.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Croatia using Authentication template","2025-04-01","0","Inf","Messages","0.0557000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-HR-ConversationFee-Authentication","","Authentication","HR","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"69JEUYSFCKT72XJ8","JRTCKXETXF","69JEUYSFCKT72XJ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Bosnia and Herzegovina using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BA-ConversationFee-Service","","Service","BA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6A9PVKA33GH9TH3W","JRTCKXETXF","6A9PVKA33GH9TH3W.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Western Sahara using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-EH-ConversationFee-Authentication","","Authentication","EH","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6AQXTTMB5X4FCVE3","JRTCKXETXF","6AQXTTMB5X4FCVE3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Armenia using Authentication template","2025-04-01","0","Inf","Messages","0.0557000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AM-ConversationFee-Authentication","","Authentication","AM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6BCHZQN84WWUAEBU","JRTCKXETXF","6BCHZQN84WWUAEBU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Faroe Islands using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-FO-ConversationFee-Utility","","Utility","FO","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6CV93EQZBFKF4EP6","JRTCKXETXF","6CV93EQZBFKF4EP6.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Saudi Arabia using Marketing template","2025-04-01","0","Inf","Messages","0.0455000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SA-ConversationFee-Marketing","","Marketing","SA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6DERVZNDDVD8FXYB","JRTCKXETXF","6DERVZNDDVD8FXYB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Tanzania using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-TZ-ConversationFee-Utility","","Utility","TZ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6DSJH54AKD5X24QS","JRTCKXETXF","6DSJH54AKD5X24QS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Venezuela using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-VE-ConversationFee-Service","","Service","VE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6H7KFH4DQDXV865Z","JRTCKXETXF","6H7KFH4DQDXV865Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Nepal using Marketing template","2025-04-01","0","Inf","Messages","0.0732000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NP-ConversationFee-Marketing","","Marketing","NP","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6HN9U9SS89TUPG69","JRTCKXETXF","6HN9U9SS89TUPG69.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Eritrea using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-ER-ConversationFee-Utility","","Utility","ER","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6KBDFFC4KY74Y6MJ","JRTCKXETXF","6KBDFFC4KY74Y6MJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Saint-Martin using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-MF-ConversationFee-Authentication","","Authentication","MF","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6KJHWWMSTNTXZQQM","JRTCKXETXF","6KJHWWMSTNTXZQQM.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to South Sudan using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SS-ConversationFee-Service","","Service","SS","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6KWKWA8YJ4YNU3FW","JRTCKXETXF","6KWKWA8YJ4YNU3FW.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Libya using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-LY-ConversationFee-Utility","","Utility","LY","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6NFVUV8VQC2CBS49","JRTCKXETXF","6NFVUV8VQC2CBS49.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Fiji using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-FJ-ConversationFee-Authentication","","Authentication","FJ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6NY6KXVJFJM6AGXJ","JRTCKXETXF","6NY6KXVJFJM6AGXJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Fiji using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-FJ-ConversationFee-Service","","Service","FJ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6P7U59R35S9GTFFM","JRTCKXETXF","6P7U59R35S9GTFFM.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Guyana using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GY-ConversationFee-Service","","Service","GY","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6S52WPKVF3EBRXC3","JRTCKXETXF","6S52WPKVF3EBRXC3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Belize using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BZ-ConversationFee-Service","","Service","BZ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6TK62HKBTKZHJ378","JRTCKXETXF","6TK62HKBTKZHJ378.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Congo using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CD-ConversationFee-Utility","","Utility","CD","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6UABCUZMV5WCUD3G","JRTCKXETXF","6UABCUZMV5WCUD3G.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Congo using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CG-ConversationFee-Utility","","Utility","CG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6V5W7S7TDSAKT29U","JRTCKXETXF","6V5W7S7TDSAKT29U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Uganda using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-UG-ConversationFee-Service","","Service","UG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6VSK2RBV49W6C565","JRTCKXETXF","6VSK2RBV49W6C565.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Eritrea using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-ER-ConversationFee-Service","","Service","ER","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6W2433SQE6VH6BF7","JRTCKXETXF","6W2433SQE6VH6BF7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Afghanistan using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AF-ConversationFee-Service","","Service","AF","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6WFBQVZW8G6QJ33Z","JRTCKXETXF","6WFBQVZW8G6QJ33Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Peru using Marketing template","2025-04-01","0","Inf","Messages","0.0703000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-PE-ConversationFee-Marketing","","Marketing","PE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6WHYFX6WZNGHC6HE","JRTCKXETXF","6WHYFX6WZNGHC6HE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to American Samoa using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AS-ConversationFee-Marketing","","Marketing","AS","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6Y2P6EU6XMVVJA2A","JRTCKXETXF","6Y2P6EU6XMVVJA2A.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Saint-Barthelemy using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BL-ConversationFee-Utility","","Utility","BL","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"6YBD972V6DUFPVZJ","JRTCKXETXF","6YBD972V6DUFPVZJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Antigua and Barbuda using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AG-ConversationFee-Utility","","Utility","AG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"73QPRJ2P9SZ3YMWR","JRTCKXETXF","73QPRJ2P9SZ3YMWR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Singapore using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SG-ConversationFee-Service","","Service","SG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7437X9767XCHDWVF","JRTCKXETXF","7437X9767XCHDWVF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Turkey using Authentication template","2025-04-01","0","Inf","Messages","0.0083000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-TR-ConversationFee-Authentication","","Authentication","TR","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"74T45DG92EPVJEKX","JRTCKXETXF","74T45DG92EPVJEKX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Sierra Leone using Marketing template","2025-04-01","0","Inf","Messages","0.0225000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SL-ConversationFee-Marketing","","Marketing","SL","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"75U62VHVCNNE5XT7","JRTCKXETXF","75U62VHVCNNE5XT7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Cocos(Keeling) Islands using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CC-ConversationFee-Service","","Service","CC","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"77VETQ9QPNE3R9W2","JRTCKXETXF","77VETQ9QPNE3R9W2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Hong Kong using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-HK-ConversationFee-Service","","Service","HK","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"78GGA67MDJ8R7G88","JRTCKXETXF","78GGA67MDJ8R7G88.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Puerto Rico using Marketing template","2025-04-01","0","Inf","Messages","0.0740000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-PR-ConversationFee-Marketing","","Marketing","PR","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"78QYX87HY7UEUQVA","JRTCKXETXF","78QYX87HY7UEUQVA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Benin using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BJ-ConversationFee-Service","","Service","BJ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"793CF6SGXM3ZZYR5","JRTCKXETXF","793CF6SGXM3ZZYR5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Congo using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CD-ConversationFee-Authentication","","Authentication","CD","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7BX4Q83WUSSA986G","JRTCKXETXF","7BX4Q83WUSSA986G.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Belgium using Authentication template","2025-04-01","0","Inf","Messages","0.0378000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BE-ConversationFee-Authentication","","Authentication","BE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7CQ8PXBT43568BZE","JRTCKXETXF","7CQ8PXBT43568BZE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Nepal using Authentication template","2025-04-01","0","Inf","Messages","0.0425000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NP-ConversationFee-Authentication","","Authentication","NP","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7DY3YXJUB9N4JRJ2","JRTCKXETXF","7DY3YXJUB9N4JRJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Kyrgyzstan using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-KG-ConversationFee-Authentication","","Authentication","KG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7FPCZKGZRPBTHUV9","JRTCKXETXF","7FPCZKGZRPBTHUV9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Bhutan using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BT-ConversationFee-Marketing","","Marketing","BT","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7HZXH6DCTR8KMFWD","JRTCKXETXF","7HZXH6DCTR8KMFWD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Nepal using Utility template","2025-04-01","0","Inf","Messages","0.0157000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NP-ConversationFee-Utility","","Utility","NP","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7J2HDUXJK5B7D2CX","JRTCKXETXF","7J2HDUXJK5B7D2CX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Indonesia using Authentication template","2025-04-01","0","Inf","Messages","0.0300000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-ID-ConversationFee-Authentication","","Authentication","ID","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7KMWW9MEM8Y4C49N","JRTCKXETXF","7KMWW9MEM8Y4C49N.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Niger using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NE-ConversationFee-Service","","Service","NE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"7KTZFRTA2WCYZQ5E","JRTCKXETXF","7KTZFRTA2WCYZQ5E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Bouvet Island using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BV-ConversationFee-Utility","","Utility","BV","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
