"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-10-29T16:40:50Z"
"Version","20241029164050"
"OfferCode","AmazonTextract"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Group","Group Description","usageType","operation","API Type","Entity Type","PlatoPageDataType","PricingUnit","Region Code","serviceName"
"P2ZQH2TFSHCZ9MN4","JRTCKXETXF","P2ZQH2TFSHCZ9MN4.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.055 per page for AsyncFormsQueriesPagesProcessed in US East (N. Virginia); [0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0550000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncFormsQueriesPagesProcessed","","Async","Forms+Queries","AsyncFormsQueriesPagesProcessed",,"us-east-1","Amazon Textract"
"P2ZQH2TFSHCZ9MN4","JRTCKXETXF","P2ZQH2TFSHCZ9MN4.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.045 per page for AsyncFormsQueriesPagesProcessed in US East (N. Virginia); [1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0450000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncFormsQueriesPagesProcessed","","Async","Forms+Queries","AsyncFormsQueriesPagesProcessed",,"us-east-1","Amazon Textract"
"QJ5CH5ME2PKW6NKC","JRTCKXETXF","QJ5CH5ME2PKW6NKC.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.025 per page for AsyncCustomQueriesPagesProcessed in US East (N. Virginia);[0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0250000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncCustomQueriesPagesProcessed","","Async","CustomQueries","AsyncCustomQueriesPagesProcessed","Pages","us-east-1","Amazon Textract"
"QJ5CH5ME2PKW6NKC","JRTCKXETXF","QJ5CH5ME2PKW6NKC.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.015 per page for AsyncCustomQueriesPagesProcessed in US East (N. Virginia);[1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0150000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncCustomQueriesPagesProcessed","","Async","CustomQueries","AsyncCustomQueriesPagesProcessed","Pages","us-east-1","Amazon Textract"
"REETNZ3P9CRT3JFW","JRTCKXETXF","REETNZ3P9CRT3JFW.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.02 per page for AsyncQueriesTablesPagesProcessed in US East (N. Virginia); [0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0200000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncQueriesTablesPagesProcessed","","Async","Tables+Queries","AsyncQueriesTablesPagesProcessed",,"us-east-1","Amazon Textract"
"REETNZ3P9CRT3JFW","JRTCKXETXF","REETNZ3P9CRT3JFW.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.015 per page for AsyncQueriesTablesPagesProcessed in US East (N. Virginia); [1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0150000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncQueriesTablesPagesProcessed","","Async","Tables+Queries","AsyncQueriesTablesPagesProcessed",,"us-east-1","Amazon Textract"
"SVEEKZ42EZMZ5GRV","JRTCKXETXF","SVEEKZ42EZMZ5GRV.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.080 per page for AsyncFormsCustomQueriesTablesPagesProcessed in US East (N. Virginia);[0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0800000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncFormsCustomQueriesTablesPagesProcessed","","Async","Forms+CustomQueries+Tables","AsyncFormsCustomQueriesTablesPagesProcessed","Pages","us-east-1","Amazon Textract"
"SVEEKZ42EZMZ5GRV","JRTCKXETXF","SVEEKZ42EZMZ5GRV.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.060 per page for AsyncFormsCustomQueriesTablesPagesProcessed in US East (N. Virginia);[1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0600000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncFormsCustomQueriesTablesPagesProcessed","","Async","Forms+CustomQueries+Tables","AsyncFormsCustomQueriesTablesPagesProcessed","Pages","us-east-1","Amazon Textract"
"TNJSWPT8JU2JFM9D","JRTCKXETXF","TNJSWPT8JU2JFM9D.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.004 per page for SyncLayoutPagesProcessed in US East (N. Virginia); [0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0040000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument Layout","USE1-SyncLayoutPagesProcessed","","Sync","Layout","SyncLayoutPagesProcessed","Pages","us-east-1","Amazon Textract"
"TNJSWPT8JU2JFM9D","JRTCKXETXF","TNJSWPT8JU2JFM9D.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.003 per page for SyncLayoutPagesProcessed in US East (N. Virginia); [1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0030000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument Layout","USE1-SyncLayoutPagesProcessed","","Sync","Layout","SyncLayoutPagesProcessed","Pages","us-east-1","Amazon Textract"
"VRNPJCMF5F4CK95U","JRTCKXETXF","VRNPJCMF5F4CK95U.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.004 per page for AsyncLayoutPagesProcessed in US East (N. Virginia); [0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0040000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument Layout","USE1-AsyncLayoutPagesProcessed","","Async","Layout","AsyncLayoutPagesProcessed","Pages","us-east-1","Amazon Textract"
"VRNPJCMF5F4CK95U","JRTCKXETXF","VRNPJCMF5F4CK95U.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.003 per page for AsyncLayoutPagesProcessed in US East (N. Virginia); [1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0030000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument Layout","USE1-AsyncLayoutPagesProcessed","","Async","Layout","AsyncLayoutPagesProcessed","Pages","us-east-1","Amazon Textract"
"VWGDYXPE27886VFB","JRTCKXETXF","VWGDYXPE27886VFB.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.055 per page for SyncFormsQueriesPagesProcessed in US East (N. Virginia); [0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0550000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-SyncFormsQueriesPagesProcessed","","Sync","Forms+Queries","SyncFormsQueriesPagesProcessed",,"us-east-1","Amazon Textract"
"VWGDYXPE27886VFB","JRTCKXETXF","VWGDYXPE27886VFB.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.045 per page for SyncFormsQueriesPagesProcessed in US East (N. Virginia); [1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0450000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-SyncFormsQueriesPagesProcessed","","Sync","Forms+Queries","SyncFormsQueriesPagesProcessed",,"us-east-1","Amazon Textract"
"X6MQ6RZKGUPW54YP","JRTCKXETXF","X6MQ6RZKGUPW54YP.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.030 per page for AsyncCustomQueriesTablesPagesProcessed in US East (N. Virginia);[0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0300000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncCustomQueriesTablesPagesProcessed","","Async","CustomQueries+Tables","AsyncCustomQueriesTablesPagesProcessed","Pages","us-east-1","Amazon Textract"
"X6MQ6RZKGUPW54YP","JRTCKXETXF","X6MQ6RZKGUPW54YP.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.020 per page for AsyncCustomQueriesTablesPagesProcessed in US East (N. Virginia);[1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0200000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncCustomQueriesTablesPagesProcessed","","Async","CustomQueries+Tables","AsyncCustomQueriesTablesPagesProcessed","Pages","us-east-1","Amazon Textract"
"XGSGJ46GFKRSFY3M","JRTCKXETXF","XGSGJ46GFKRSFY3M.JRTCKXETXF.SB2VSFF4TP","OnDemand","AsyncPagesProcessed: 0-1M pages of AnalyzeDocument Tables, $15 USD per 1000 pages","2024-10-01","0","1000000","Pages","0.0150000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncTablesPagesProcessed","","Async","Tables","AsyncTablesPagesProcessed",,"us-east-1","Amazon Textract"
"XGSGJ46GFKRSFY3M","JRTCKXETXF","XGSGJ46GFKRSFY3M.JRTCKXETXF.VNJQCFJPS4","OnDemand","AsyncPagesProcessed: 1M+ pages of AnalyzeDocument Tables, $10 USD per 1000 pages","2024-10-01","1000000","Inf","Pages","0.0100000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-AsyncTablesPagesProcessed","","Async","Tables","AsyncTablesPagesProcessed",,"us-east-1","Amazon Textract"
"YRKWU5W3J6266NFK","JRTCKXETXF","YRKWU5W3J6266NFK.JRTCKXETXF.SB2VSFF4TP","OnDemand","$0.065 per page for SyncFormsCustomQueriesPagesProcessed in US East (N. Virginia);[0 to 1000000] pages tier","2024-10-01","0","1000000","Pages","0.0650000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-SyncFormsCustomQueriesPagesProcessed","","Sync","Forms+CustomQueries","SyncFormsCustomQueriesPagesProcessed","Pages","us-east-1","Amazon Textract"
"YRKWU5W3J6266NFK","JRTCKXETXF","YRKWU5W3J6266NFK.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.050 per page for SyncFormsCustomQueriesPagesProcessed in US East (N. Virginia);[1000000 to Inf] pages tier","2024-10-01","1000000","Inf","Pages","0.0500000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument","USE1-SyncFormsCustomQueriesPagesProcessed","","Sync","Forms+CustomQueries","SyncFormsCustomQueriesPagesProcessed","Pages","us-east-1","Amazon Textract"
"YUYSKRWFFBTPPKP9","JRTCKXETXF","YUYSKRWFFBTPPKP9.JRTCKXETXF.SB2VSFF4TP","OnDemand","AsyncPagesProcessed: 0 - 1M Signatures pages processed per month, 3.5 USD per 1000 pages","2024-10-01","0","1000000","Pages","0.0035000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument Signatures","USE1-AsyncSignaturesPagesProcessed","","Async","Signatures","AsyncSignaturesPagesProcessed",,"us-east-1","Amazon Textract"
"YUYSKRWFFBTPPKP9","JRTCKXETXF","YUYSKRWFFBTPPKP9.JRTCKXETXF.VNJQCFJPS4","OnDemand","AsyncPagesProcessed: 1M+ Signatures pages processed per month, 1.4 USD per 1000 pages","2024-10-01","1000000","Inf","Pages","0.0014000000","USD","API Request","AmazonTextract","US East (N. Virginia)","AWS Region","Textract Analyze API Requests","Number of pages processed using AnalyzeDocument Signatures","USE1-AsyncSignaturesPagesProcessed","","Async","Signatures","AsyncSignaturesPagesProcessed",,"us-east-1","Amazon Textract"
