"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-02-04T16:14:13Z"
"Version","20250204161413"
"OfferCode","AWSM2"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","usageType","operation","FreeTier","Product Name","Region Code","serviceName"
"654VTZGRY2R25M2P","JRTCKXETXF","654VTZGRY2R25M2P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.62/hour for BluAgeRuntime-Custom on c6i.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.6200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.xlarge","USE1-c6i.xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"66M4XG4T3CCPHUHK","JRTCKXETXF","66M4XG4T3CCPHUHK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r6i.4xlarge","USE1-r6i.4xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"67T5XT9F8UXS9FU4","JRTCKXETXF","67T5XT9F8UXS9FU4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.xlarge","USE1-t3.xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"69U86NXQVRF9XNA7","JRTCKXETXF","69U86NXQVRF9XNA7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BuildTools on m6i.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.xlarge","USE1-m6i.xlargeBuildTools","","Paid","Build Tools","us-east-1","AWS Mainframe Modernization"
"6AK26ZEHFMUZNSA6","JRTCKXETXF","6AK26ZEHFMUZNSA6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper on c6i.8xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.8xlarge","USE1-c6i.8xlargeBluAgeDeveloper","","Paid","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"6EM2YYXCV4QAUECB","JRTCKXETXF","6EM2YYXCV4QAUECB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper on m5zn.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.xlarge","USE1-m5zn.xlargeBluAgeDeveloper","","Paid","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"6G8W2BKT94UFX8YG","JRTCKXETXF","6G8W2BKT94UFX8YG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.31/hour for BluAgeRuntime-EC2Deployed on c6i.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.3100000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.large","USE1-c6i.largeBluAgeRuntime-EC2Deployed","","Paid","Blu Age Runtime on EC2","us-east-1","AWS Mainframe Modernization"
"6GCJ5BWXWZTY36X5","JRTCKXETXF","6GCJ5BWXWZTY36X5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r6i.xlarge","USE1-r6i.xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"6GGWXXYQQ7YD4XWX","JRTCKXETXF","6GGWXXYQQ7YD4XWX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.large","USE1-t3.largeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"6GQQWVU2MXC72NKM","JRTCKXETXF","6GQQWVU2MXC72NKM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BuildTools on m5.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.xlarge","USE1-m5.xlargeBuildTools","","Paid","Build Tools","us-east-1","AWS Mainframe Modernization"
"6H9U3TYFNHFNND2E","JRTCKXETXF","6H9U3TYFNHFNND2E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.24/hour for BluAgeRuntime-Custom on m5zn.2xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","1.2400000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.2xlarge","USE1-m5zn.2xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"6JHVGQRWHHXHUTA8","JRTCKXETXF","6JHVGQRWHHXHUTA8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BuildTools on c5.18xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c5.18xlarge","USE1-c5.18xlargeBuildTools","","Paid","Build Tools","us-east-1","AWS Mainframe Modernization"
"6N6NJGGCBXDN9BX2","JRTCKXETXF","6N6NJGGCBXDN9BX2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$17.12/hour for EnterpriseDeveloper on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","17.1200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c5.4xlarge","USE1-c5.4xlargeEnterpriseDeveloper","","Paid","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"6T7563XB7R45CC5M","JRTCKXETXF","6T7563XB7R45CC5M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BuildTools on r5b.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.large","USE1-r5b.largeBuildTools","","Paid","Build Tools","us-east-1","AWS Mainframe Modernization"
"6TGRJ9XXSQ585J7N","JRTCKXETXF","6TGRJ9XXSQ585J7N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.96/hour for BluAgeRuntime-EC2Deployed on m5.8xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","4.9600000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.8xlarge","USE1-m5.8xlargeBluAgeRuntime-EC2Deployed","","Paid","Blu Age Runtime on EC2","us-east-1","AWS Mainframe Modernization"
"6U3YF7PEZ6X2UTV4","JRTCKXETXF","6U3YF7PEZ6X2UTV4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper on m6i.16xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.16xlarge","USE1-m6i.16xlargeBluAgeDeveloper","","Paid","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"6UAPP5CE5JMSFZ4A","JRTCKXETXF","6UAPP5CE5JMSFZ4A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.xlarge","USE1-r5b.xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"6ZAPVZYQ834MNJ4A","JRTCKXETXF","6ZAPVZYQ834MNJ4A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseDeveloper-Free on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.small","USE1-t3.smallEnterpriseDeveloper-Free","","Free","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"72DEEX7MTXVT38WB","JRTCKXETXF","72DEEX7MTXVT38WB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.4xlarge","USE1-c6i.4xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"73JRS93FWZB8RC4F","JRTCKXETXF","73JRS93FWZB8RC4F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseServer-Free on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.large","USE1-r5b.largeEnterpriseServer-Free","","Free","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"76U7CHQZNBDJHXAJ","JRTCKXETXF","76U7CHQZNBDJHXAJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.96/hour for BluAgeRuntime-Custom on m6i.8xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","4.9600000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.8xlarge","USE1-m6i.8xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"7A54SJ4BQ3AC2BVG","JRTCKXETXF","7A54SJ4BQ3AC2BVG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BuildTools on c5.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c5.xlarge","USE1-c5.xlargeBuildTools","","Paid","Build Tools","us-east-1","AWS Mainframe Modernization"
"7GMWZETSMC3Z7GF7","JRTCKXETXF","7GMWZETSMC3Z7GF7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.24/hour for BluAgeRuntime-EC2Deployed inUS East (N. Virginia)","2025-02-01","0","Inf","hours","1.2400000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.2xlarge","USE1-t3.2xlargeBluAgeRuntime-EC2Deployed","","Paid","Blu Age Runtime on EC2","us-east-1","AWS Mainframe Modernization"
"7JUVJCDA8GC5K9KS","JRTCKXETXF","7JUVJCDA8GC5K9KS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r6i.2xlarge","USE1-r6i.2xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"7JW394EFWSNM32K6","JRTCKXETXF","7JW394EFWSNM32K6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper on r5b.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.large","USE1-r5b.largeBluAgeDeveloper","","Paid","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"7N9H52P9KHST74DD","JRTCKXETXF","7N9H52P9KHST74DD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.92/hour for BluAgeRuntime-Custom on m5.16xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","9.9200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.16xlarge","USE1-m5.16xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"7NEGBG4MAAVQANZZ","JRTCKXETXF","7NEGBG4MAAVQANZZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper-Free on c5.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c5.large","USE1-c5.largeBluAgeDeveloper-Free","","Free","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"7T6ZB5RPKYNX3MMB","JRTCKXETXF","7T6ZB5RPKYNX3MMB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.48/hour for BluAgeRuntime-Custom on r6i.4xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","2.4800000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r6i.4xlarge","USE1-r6i.4xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"7W22WRNE6VY2HP9R","JRTCKXETXF","7W22WRNE6VY2HP9R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.28/hour for EnterpriseDeveloper on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","4.2800000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.xlarge","USE1-m6i.xlargeEnterpriseDeveloper","","Paid","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"82P82PMHFRHG2CW2","JRTCKXETXF","82P82PMHFRHG2CW2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$177.6/hour for EnterpriseServer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","177.6000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.16xlarge","USE1-m6i.16xlargeEnterpriseServer","","Paid","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"84PVXRUXKM6WCVMF","JRTCKXETXF","84PVXRUXKM6WCVMF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$44.4/hour for EnterpriseServer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","44.4000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.4xlarge","USE1-m6i.4xlargeEnterpriseServer","","Paid","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"86ZCA2FVY6A9XEV7","JRTCKXETXF","86ZCA2FVY6A9XEV7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.62/hour for BluAgeRuntime-Custom on t3.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.6200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.xlarge","USE1-t3.xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"879VH3UF78EFPWST","JRTCKXETXF","879VH3UF78EFPWST.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.62/hour for BluAgeRuntime-Custom on m5.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.6200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.xlarge","USE1-m5.xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"88D4R39VJFXC7CFC","JRTCKXETXF","88D4R39VJFXC7CFC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$17.12/hour for EnterpriseDeveloper on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","17.1200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.4xlarge","USE1-c6i.4xlargeEnterpriseDeveloper","","Paid","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"8DCJACY2BURYHFJH","JRTCKXETXF","8DCJACY2BURYHFJH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BuildTools on m6i.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.large","USE1-m6i.largeBuildTools","","Paid","Build Tools","us-east-1","AWS Mainframe Modernization"
"8G67FGSPGTT6S9MS","JRTCKXETXF","8G67FGSPGTT6S9MS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper-Free on t3.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.large","USE1-t3.largeBluAgeDeveloper-Free","","Free","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"8HJMAP9P4EDNDN5T","JRTCKXETXF","8HJMAP9P4EDNDN5T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseDeveloper-Free on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.large","USE1-m5.largeEnterpriseDeveloper-Free","","Free","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"8JMBCXCF54ZDBQR6","JRTCKXETXF","8JMBCXCF54ZDBQR6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.62/hour for BluAgeRuntime-Custom on m6i.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.6200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m6i.xlarge","USE1-m6i.xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"8M4XHQFHT35NCJ7T","JRTCKXETXF","8M4XHQFHT35NCJ7T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$12.84/hour for EnterpriseDeveloper on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","12.8400000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.3xlarge","USE1-m5zn.3xlargeEnterpriseDeveloper","","Paid","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"8PJQUT9Q9Y6D7ZBQ","JRTCKXETXF","8PJQUT9Q9Y6D7ZBQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.large","USE1-m5zn.largeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"8QUN4HKKMF6YJRJF","JRTCKXETXF","8QUN4HKKMF6YJRJF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.48/hour for BluAgeRuntime on c6i.4xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","2.4800000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.4xlarge","USE1-c6i.4xlargeBluAgeRuntime","","Paid","Blu Age Runtime","us-east-1","AWS Mainframe Modernization"
"8RVCKJ3XNGRQBJB9","JRTCKXETXF","8RVCKJ3XNGRQBJB9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper-Free on m5zn.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.large","USE1-m5zn.largeBluAgeDeveloper-Free","","Free","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"8S3MCMBMTAURR3BJ","JRTCKXETXF","8S3MCMBMTAURR3BJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseDeveloper-Free on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.large","USE1-m5zn.largeEnterpriseDeveloper-Free","","Free","Enterprise Developer","us-east-1","AWS Mainframe Modernization"
"8SQJ5B79FP95K8UK","JRTCKXETXF","8SQJ5B79FP95K8UK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseServer-Free on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.xlarge","USE1-m5zn.xlargeEnterpriseServer-Free","","Free","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"8W4R5F57VZGPC4UY","JRTCKXETXF","8W4R5F57VZGPC4UY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.3xlarge","USE1-m5zn.3xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"8ZVS2GYTYSYC4XSF","JRTCKXETXF","8ZVS2GYTYSYC4XSF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.62/hour for BluAgeRuntime-EC2Deployed on m5zn.xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.6200000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.xlarge","USE1-m5zn.xlargeBluAgeRuntime-EC2Deployed","","Paid","Blu Age Runtime on EC2","us-east-1","AWS Mainframe Modernization"
"92NJHM2YT639UQTX","JRTCKXETXF","92NJHM2YT639UQTX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.24/hour for BluAgeRuntime-Custom on r5b.2xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","1.2400000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.2xlarge","USE1-r5b.2xlargeBluAgeRuntime-Custom","","Paid","Blu Age Runtime Custom","us-east-1","AWS Mainframe Modernization"
"93BMF6SE7DK7ZH28","JRTCKXETXF","93BMF6SE7DK7ZH28.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseServer-Free on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.large","USE1-m5.largeEnterpriseServer-Free","","Free","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"99M2P9D6TSJH7YNT","JRTCKXETXF","99M2P9D6TSJH7YNT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for BluAgeDeveloper on r6i.4xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r6i.4xlarge","USE1-r6i.4xlargeBluAgeDeveloper","","Paid","Blu Age Developer","us-east-1","AWS Mainframe Modernization"
"9AJX4DNUC8CEQT4J","JRTCKXETXF","9AJX4DNUC8CEQT4J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$22.2/hour for EnterpriseServer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","22.2000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.2xlarge","USE1-r5b.2xlargeEnterpriseServer","","Paid","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"9CNJCATS96CXRPJA","JRTCKXETXF","9CNJCATS96CXRPJA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.55/hour for EnterpriseServer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","5.5500000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.large","USE1-m5.largeEnterpriseServer","","Paid","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"9EWF8DDQG8X6N5EZ","JRTCKXETXF","9EWF8DDQG8X6N5EZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5zn.2xlarge","USE1-m5zn.2xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"9FXKVMT86AGGU2MK","JRTCKXETXF","9FXKVMT86AGGU2MK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0/hour for EnterpriseAnalyzer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.0000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","m5.8xlarge","USE1-m5.8xlargeEnterpriseAnalyzer","","Paid","Enterprise Analyzer","us-east-1","AWS Mainframe Modernization"
"9HAPZGDA53BVXM5X","JRTCKXETXF","9HAPZGDA53BVXM5X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.31/hour for BluAgeRuntime on t3.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.3100000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","t3.large","USE1-t3.largeBluAgeRuntime","","Paid","Blu Age Runtime","us-east-1","AWS Mainframe Modernization"
"9RHFA4H23KUSW9PM","JRTCKXETXF","9RHFA4H23KUSW9PM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.55/hour for EnterpriseServer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","5.5500000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r5b.large","USE1-r5b.largeEnterpriseServer","","Paid","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"9SUB55WCPHRQ5UB7","JRTCKXETXF","9SUB55WCPHRQ5UB7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.96/hour for BluAgeRuntime-EC2Deployed on c6i.8xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","4.9600000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c6i.8xlarge","USE1-c6i.8xlargeBluAgeRuntime-EC2Deployed","","Paid","Blu Age Runtime on EC2","us-east-1","AWS Mainframe Modernization"
"9UNQXKEJJX4R47JA","JRTCKXETXF","9UNQXKEJJX4R47JA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.31/hour for BluAgeRuntime-EC2Deployed on r7a.large in US East (N. Virginia)","2025-02-01","0","Inf","hours","0.3100000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r7a.large","USE1-r7a.largeBluAgeRuntime-EC2Deployed","","Paid","Blu Age Runtime on EC2","us-east-1","AWS Mainframe Modernization"
"9VBTM2XQ2FNEX6DV","JRTCKXETXF","9VBTM2XQ2FNEX6DV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$11.1/hour for EnterpriseServer on  in US East (N. Virginia)","2025-02-01","0","Inf","hours","11.1000000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","r6i.xlarge","USE1-r6i.xlargeEnterpriseServer","","Paid","Enterprise Server","us-east-1","AWS Mainframe Modernization"
"9XQPUZ93QTMNZWDV","JRTCKXETXF","9XQPUZ93QTMNZWDV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.48/hour for BluAgeRuntime on c5.4xlarge in US East (N. Virginia)","2025-02-01","0","Inf","hours","2.4800000000","USD","AWS Managed Services","AWSM2","US East (N. Virginia)","AWS Region","c5.4xlarge","USE1-c5.4xlargeBluAgeRuntime","","Paid","Blu Age Runtime","us-east-1","AWS Mainframe Modernization"
