"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-21T03:19:38Z"
"Version","20250521031938"
"OfferCode","AWSBackup"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","To Location","To Location Type","usageType","operation","Backup Evaluations","Backup_Service","IndexType","Region Code","SearchType","serviceName","Storage Type","StorageType","To Region Code","VaultType"
"7RPXUYADBYKM5BCZ","JRTCKXETXF","7RPXUYADBYKM5BCZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for EBS to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","EU (Ireland)","AWS Region","US East (N. Virginia)","AWS Region","EU-USE1-CrossRegion-WarmBytes-EBS","DataTransfer",,"EBS",,"eu-west-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"7W3JMYGHPKRAB2UH","JRTCKXETXF","7W3JMYGHPKRAB2UH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for DynamoDB to Israel (Tel Aviv)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Israel (Tel Aviv)","AWS Region","USE1-ILC1-CrossRegion-WarmBytes-DynamoDB","DataTransfer",,"DDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"il-central-1","BackupVault"
"7ZWUSA44Z343RY2X","JRTCKXETXF","7ZWUSA44Z343RY2X.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for cross-Region backup data transfer for S3 to Europe (Zurich)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Europe (Zurich)","AWS Region","USE1-EUC2-CrossRegion-WarmBytes-S3","DataTransfer",,"S3",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"eu-central-2","BackupVault"
"87S4RJP4A6ZKKWQP","JRTCKXETXF","87S4RJP4A6ZKKWQP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for Aurora to Africa (Cape Town)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Africa (Cape Town)","AWS Region","USE1-AFS1-CrossRegion-WarmBytes-Aurora","DataTransfer",,"Aurora",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"af-south-1","LAGVault"
"8856PFJSABZU3U74","JRTCKXETXF","8856PFJSABZU3U74.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.0575 per GB-month for warm backup storage in logically air-gapped vault for StorageGateway","2025-05-01","0","Inf","GB-month","0.0575000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-WarmStorage-ByteHrs-StorageGateway-LAGV","Storage",,"Storage Gateway",,"us-east-1",,"AWS Backup",,"Warm",,"LAGVault"
"885B9FCCZJMYGWTU","JRTCKXETXF","885B9FCCZJMYGWTU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.01 per GB for data transfer from logically air-gapped vault for DocumentDB to US East (Ohio)","2025-05-01","0","Inf","GB","0.0100000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","US East (Ohio)","AWS Region","USE1-USE2-CrossRegion-WarmBytes-DocumentDB","DataTransfer",,"DocumentDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-2","LAGVault"
"8938CBPFDBQP5S84","JRTCKXETXF","8938CBPFDBQP5S84.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for FSx to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US West (Oregon)","AWS Region","US East (N. Virginia)","AWS Region","USW2-USE1-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"us-west-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"8944E9KBR8GQMWNW","JRTCKXETXF","8944E9KBR8GQMWNW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for cross-Region backup data transfer for S3 to Asia Pacific (Seoul)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-CrossRegion-WarmBytes-S3","DataTransfer",,"S3",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-northeast-2","BackupVault"
"8AB7S4WKF5K5GBBA","JRTCKXETXF","8AB7S4WKF5K5GBBA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for DynamoDB to Asia Pacific (Melbourne)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Melbourne)","AWS Region","USE1-APS6-CrossRegion-WarmBytes-DynamoDB","DataTransfer",,"DDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-southeast-4","BackupVault"
"8AQ78MSSRP48GX8U","JRTCKXETXF","8AQ78MSSRP48GX8U.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for StorageGateway to US West (N. California)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-CrossRegion-WarmBytes-StorageGateway","DataTransfer",,"Storage Gateway",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-west-1","LAGVault"
"8C92WMTHKHNWX7NS","JRTCKXETXF","8C92WMTHKHNWX7NS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for FSx to EU (Milan)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","EU (Milan)","AWS Region","USE1-EUS1-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"eu-south-1","LAGVault"
"8DWMRRSY2MCWWSVC","JRTCKXETXF","8DWMRRSY2MCWWSVC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for Aurora to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","Canada (Central)","AWS Region","US East (N. Virginia)","AWS Region","CAN1-USE1-CrossRegion-WarmBytes-Aurora","DataTransfer",,"Aurora",,"ca-central-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"8DXTH3CJ2Z6W85UC","JRTCKXETXF","8DXTH3CJ2Z6W85UC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for DocumentDB to AWS GovCloud (US-East)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","AWS GovCloud (US-East)","AWS Region","USE1-UGE1-CrossRegion-WarmBytes-DocumentDB","DataTransfer",,"DocumentDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-gov-east-1","LAGVault"
"8E4V7G7HQEHD98WB","JRTCKXETXF","8E4V7G7HQEHD98WB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for EFS to Middle East (Bahrain)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Middle East (Bahrain)","AWS Region","USE1-MES1-CrossRegion-WarmBytes-EFS","DataTransfer",,"EFS",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"me-south-1","BackupVault"
"8GENUQCZX963GJE4","JRTCKXETXF","8GENUQCZX963GJE4.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for Timestream to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","EU (Frankfurt)","AWS Region","US East (N. Virginia)","AWS Region","EUC1-USE1-CrossRegion-WarmBytes-Timestream","DataTransfer",,"Timestream",,"eu-central-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","BackupVault"
"8GTRNKEZKXGQJGNB","JRTCKXETXF","8GTRNKEZKXGQJGNB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for VirtualMachine to Canada West (Calgary)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Canada West (Calgary)","AWS Region","USE1-CAN2-CrossRegion-WarmBytes-VirtualMachine","DataTransfer",,"VMware",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ca-west-1","BackupVault"
"8H5YE5ZW9HSCEZYH","JRTCKXETXF","8H5YE5ZW9HSCEZYH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.09 per GB for data transfer from logically air-gapped vault for FSx to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0900000000","USD","AWS Backup Storage","AWSBackup","Asia Pacific (Hong Kong)","AWS Region","US East (N. Virginia)","AWS Region","APE1-USE1-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"ap-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"8NGTKTWCE6JZXVG3","JRTCKXETXF","8NGTKTWCE6JZXVG3.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for DynamoDB to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","EU (London)","AWS Region","US East (N. Virginia)","AWS Region","EUW2-USE1-CrossRegion-WarmBytes-DynamoDB","DataTransfer",,"DDB",,"eu-west-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","BackupVault"
"8PH3SNPHYFNHQ7FT","JRTCKXETXF","8PH3SNPHYFNHQ7FT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for cross-Region backup data transfer for S3 to EU (Frankfurt)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-CrossRegion-WarmBytes-S3","DataTransfer",,"S3",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"eu-central-1","BackupVault"
"8R5YMXP5BCDDXTCE","JRTCKXETXF","8R5YMXP5BCDDXTCE.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.16 per GB for cross-Region backup data transfer for VirtualMachine to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.1600000000","USD","AWS Backup Storage","AWSBackup","Asia Pacific (Sydney)","AWS Region","US East (N. Virginia)","AWS Region","APS2-USE1-CrossRegion-WarmBytes-VirtualMachine","DataTransfer",,"VMware",,"ap-southeast-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","BackupVault"
"8RJHXTPRTDHNXQC2","JRTCKXETXF","8RJHXTPRTDHNXQC2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for FSx to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","EU (Milan)","AWS Region","US East (N. Virginia)","AWS Region","EUS1-USE1-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"eu-south-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"8RWU3VDHYS2MKM3S","JRTCKXETXF","8RWU3VDHYS2MKM3S.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for Aurora to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","EU (London)","AWS Region","US East (N. Virginia)","AWS Region","EUW2-USE1-CrossRegion-WarmBytes-Aurora","DataTransfer",,"Aurora",,"eu-west-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"8TP9JJ92QHCVQMRU","JRTCKXETXF","8TP9JJ92QHCVQMRU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for EFS to Middle East (UAE)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Middle East (UAE)","AWS Region","USE1-MEC1-CrossRegion-WarmBytes-EFS","DataTransfer",,"EFS",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"me-central-1","BackupVault"
"8U96ZTQEJ6RNTZPV","JRTCKXETXF","8U96ZTQEJ6RNTZPV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for Timestream to Asia Pacific (Mumbai)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USE1-APS3-CrossRegion-WarmBytes-Timestream","DataTransfer",,"Timestream",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-south-1","BackupVault"
"8X6TU7PAGQUPDNYZ","JRTCKXETXF","8X6TU7PAGQUPDNYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB for restore from warm backup storage for SAP HANA on Amazon EC2","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Restore Data Size","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-Restore-WarmBytes-SAPHANA","RestoreRecoveryPoint",,"SAP HANA",,"us-east-1",,"AWS Backup",,"Warm",,"BackupVault"
"8Y26H5DV5THBDHJ7","JRTCKXETXF","8Y26H5DV5THBDHJ7.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.01 per GB for data transfer from logically air-gapped vault for FSx to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0100000000","USD","AWS Backup Storage","AWSBackup","US East (Ohio)","AWS Region","US East (N. Virginia)","AWS Region","USE2-USE1-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"us-east-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"8Z6QYTK2PREGC2UV","JRTCKXETXF","8Z6QYTK2PREGC2UV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for EBS to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","Canada (Central)","AWS Region","US East (N. Virginia)","AWS Region","CAN1-USE1-CrossRegion-WarmBytes-EBS","DataTransfer",,"EBS",,"ca-central-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"94N3WMKVBF5CTYQ2","JRTCKXETXF","94N3WMKVBF5CTYQ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.0242 per GB-month for warm backup storage in logically air-gapped vault for Neptune","2025-05-01","0","Inf","GB-month","0.0242000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-WarmStorage-ByteHrs-Neptune-LAGV","Storage",,"Neptune",,"us-east-1",,"AWS Backup",,"Warm",,"LAGVault"
"94QPU9D42DWY8E5K","JRTCKXETXF","94QPU9D42DWY8E5K.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.138 per GB for data transfer from logically air-gapped vault for Aurora to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.1380000000","USD","AWS Backup Storage","AWSBackup","South America (Sao Paulo)","AWS Region","US East (N. Virginia)","AWS Region","SAE1-USE1-CrossRegion-WarmBytes-Aurora","DataTransfer",,"Aurora",,"sa-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"95CBYT6B7MWTQKMA","JRTCKXETXF","95CBYT6B7MWTQKMA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.086 per GB for data transfer from logically air-gapped vault for EBS to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0860000000","USD","AWS Backup Storage","AWSBackup","Asia Pacific (Hyderabad)","AWS Region","US East (N. Virginia)","AWS Region","APS5-USE1-CrossRegion-WarmBytes-EBS","DataTransfer",,"EBS",,"ap-south-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"9728NZQBED4WD942","JRTCKXETXF","9728NZQBED4WD942.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.09 per GB for data transfer from logically air-gapped vault for StorageGateway to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0900000000","USD","AWS Backup Storage","AWSBackup","Asia Pacific (Tokyo)","AWS Region","US East (N. Virginia)","AWS Region","APN1-USE1-CrossRegion-WarmBytes-StorageGateway","DataTransfer",,"Storage Gateway",,"ap-northeast-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","LAGVault"
"973889F792228KU8","JRTCKXETXF","973889F792228KU8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for Timestream to Asia Pacific (Osaka)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Osaka)","AWS Region","USE1-APN3-CrossRegion-WarmBytes-Timestream","DataTransfer",,"Timestream",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-northeast-3","BackupVault"
"97PSBBK2DUHGBBPG","JRTCKXETXF","97PSBBK2DUHGBBPG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for DynamoDB to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (Ohio)","AWS Region","US East (N. Virginia)","AWS Region","USE2-USE1-CrossRegion-WarmBytes-DynamoDB","DataTransfer",,"DDB",,"us-east-2",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","BackupVault"
"9A5B64FFXZMABGAJ","JRTCKXETXF","9A5B64FFXZMABGAJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01  per GB-month for EarlyDelete-ColdByteHrs-SAPHANA:Storage in US East (N. Virginia)","2025-05-01","0","Inf","GB-month","0.0100000000","USD","AWS Backup Early Delete Size","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-EarlyDelete-ColdByteHrs-SAPHANA","Storage",,"SAP HANA",,"us-east-1",,"AWS Backup",,"Cold",,
"9AXGSM9RC5BHBTMU","JRTCKXETXF","9AXGSM9RC5BHBTMU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for FSx to Asia Pacific (Mumbai)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USE1-APS3-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-south-1","LAGVault"
"9BSNDWYP74XXUQDM","JRTCKXETXF","9BSNDWYP74XXUQDM.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for DocumentDB to Asia Pacific (Jakarta)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Jakarta)","AWS Region","USE1-APS4-CrossRegion-WarmBytes-DocumentDB","DataTransfer",,"DocumentDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-southeast-3","LAGVault"
"9E8AC6URJA7N5EFT","JRTCKXETXF","9E8AC6URJA7N5EFT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for cross-Region backup data transfer for S3 to US East (Ohio)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","US East (Ohio)","AWS Region","USE1-USE2-CrossRegion-WarmBytes-S3","DataTransfer",,"S3",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-2","BackupVault"
"9EADJMP73EUA2TC4","JRTCKXETXF","9EADJMP73EUA2TC4.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for FSx to Asia Pacific (Hong Kong)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Hong Kong)","AWS Region","USE1-APE1-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-east-1","LAGVault"
"9F4PJQPAWVGZXB7Q","JRTCKXETXF","9F4PJQPAWVGZXB7Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for StorageGateway to EU (London)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","EU (London)","AWS Region","USE1-EUW2-CrossRegion-WarmBytes-StorageGateway","DataTransfer",,"Storage Gateway",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"eu-west-2","LAGVault"
"9F8H4965HK376HZY","JRTCKXETXF","9F8H4965HK376HZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for VirtualMachine to Canada (Central)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Canada (Central)","AWS Region","USE1-CAN1-CrossRegion-WarmBytes-VirtualMachine","DataTransfer",,"VMware",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ca-central-1","BackupVault"
"9JXBUK4XDVS3DAGJ","JRTCKXETXF","9JXBUK4XDVS3DAGJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for Aurora to EU (London)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","EU (London)","AWS Region","USE1-EUW2-CrossRegion-WarmBytes-Aurora","DataTransfer",,"Aurora",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"eu-west-2","LAGVault"
"9P9SRFDP5DC7HPGF","JRTCKXETXF","9P9SRFDP5DC7HPGF.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per 1 million items stored/month for BackupIndexStorage-S3 in US East (N. Virginia)","2025-05-01","0","Inf","Count-month","0.0000000200","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-BackupSearch-BackupIndexStorage-S3","BackupSearch",,"S3","Standard","us-east-1","Metadata","AWS Backup","Warm",,,"Any"
"9QEGF5KK3ZNCUV6R","JRTCKXETXF","9QEGF5KK3ZNCUV6R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB-month for early delete from cold backup","2025-05-01","0","Inf","GB-month","0.0100000000","USD","AWS Backup Early Delete Size","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-EarlyDelete-ColdByteHrs-VirtualMachine","Storage",,"VMware",,"us-east-1",,"AWS Backup",,"Cold",,
"9QGX4G5Z3F8Q7354","JRTCKXETXF","9QGX4G5Z3F8Q7354.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for FSx to Asia Pacific (Osaka)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Osaka)","AWS Region","USE1-APN3-CrossRegion-WarmBytes-FSx","DataTransfer",,"FSx",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-northeast-3","LAGVault"
"9T9HMA46WERBU8WC","JRTCKXETXF","9T9HMA46WERBU8WC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.04 per GB for cross-Region backup data transfer for S3 to US East (N. Virginia)","2025-05-01","0","Inf","GB","0.0400000000","USD","AWS Backup Storage","AWSBackup","Canada West (Calgary)","AWS Region","US East (N. Virginia)","AWS Region","CAN2-USE1-CrossRegion-WarmBytes-S3","DataTransfer",,"S3",,"ca-west-1",,"AWS Backup","AWSBackup-DataTransfer",,"us-east-1","BackupVault"
"9U9PR6YXQRMFKRGE","JRTCKXETXF","9U9PR6YXQRMFKRGE.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for DocumentDB to Asia Pacific (Tokyo)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USE1-APN1-CrossRegion-WarmBytes-DocumentDB","DataTransfer",,"DocumentDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-northeast-1","LAGVault"
"9VNYQKCXWFVSJEKQ","JRTCKXETXF","9VNYQKCXWFVSJEKQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.0242 per GB-month for warm backup storage in logically air-gapped vault for DocumentDB","2025-05-01","0","Inf","GB-month","0.0242000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region",,,"USE1-WarmStorage-ByteHrs-DocumentDB-LAGV","Storage",,"DocumentDB",,"us-east-1",,"AWS Backup",,"Warm",,"LAGVault"
"9WX4CHPXXVR4NNRS","JRTCKXETXF","9WX4CHPXXVR4NNRS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for StorageGateway to Asia Pacific (Seoul)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-CrossRegion-WarmBytes-StorageGateway","DataTransfer",,"Storage Gateway",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-northeast-2","LAGVault"
"9XEGQ2G53GJ85Q4Z","JRTCKXETXF","9XEGQ2G53GJ85Q4Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.02 per GB for data transfer from logically air-gapped vault for DocumentDB to Asia Pacific (Melbourne)","2025-05-01","0","Inf","GB","0.0200000000","USD","AWS Backup Storage","AWSBackup","US East (N. Virginia)","AWS Region","Asia Pacific (Melbourne)","AWS Region","USE1-APS6-CrossRegion-WarmBytes-DocumentDB","DataTransfer",,"DocumentDB",,"us-east-1",,"AWS Backup","AWSBackup-DataTransfer",,"ap-southeast-4","LAGVault"
