"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2022-09-06T17:25:11Z"
"Version","20220906172511"
"OfferCode","AmazonDevOpsGuru"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","API Calls","Region Code","Resource Price Group","serviceName"
"TCRAYP53J2XF4C48","JRTCKXETXF","TCRAYP53J2XF4C48.JRTCKXETXF.6YS6EN2CT7","OnDemand","Zero Dollar SKUs for AWS Resource Analysis","2022-09-01","0","Inf","usagehours","0.0000000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-SWF-Workflow-GroupB-Resource-Analysis-ZeroTier","",,"us-east-1","SWF-Workflow-GroupB-Resource-Analysis-ZeroTier","Amazon DevOps Guru"
"TK4JBUH4T28WC5B4","JRTCKXETXF","TK4JBUH4T28WC5B4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-ASG-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-ASG-GroupB","",,"us-east-1","ASG-GroupB","Amazon DevOps Guru"
"TY2QKZWHF2VTYESV","JRTCKXETXF","TY2QKZWHF2VTYESV.JRTCKXETXF.6YS6EN2CT7","OnDemand","Zero Dollar SKUs for AWS Resource Analysis","2022-09-01","0","Inf","usagehours","0.0000000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-RedShift-Cluster-GroupB-Resource-Analysis-ZeroTier","",,"us-east-1","RedShift-Cluster-GroupB-Resource-Analysis-ZeroTier","Amazon DevOps Guru"
"U5HXJXYVPSQ68KD9","JRTCKXETXF","U5HXJXYVPSQ68KD9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Zero Dollar SKUs for AWS Resource Analysis","2022-09-01","0","Inf","usagehours","0.0000000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-ElastiCache-Node-GroupB-Resource-Analysis-ZeroTier","",,"us-east-1","ElastiCache-Node-GroupB-Resource-Analysis-ZeroTier","Amazon DevOps Guru"
"U8CGSMFX2AYFGX7K","JRTCKXETXF","U8CGSMFX2AYFGX7K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-EC2(ASG)-Instance-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-EC2-Instance-GroupB","",,"us-east-1","EC2-Instance-GroupB","Amazon DevOps Guru"
"U9HXR3YHEU2FWHMC","JRTCKXETXF","U9HXR3YHEU2FWHMC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-StepFunctions-Activity-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-StepFunctions-Activity-GroupB","",,"us-east-1","StepFunctions-Activity-GroupB","Amazon DevOps Guru"
"UB8XZQYGSX6QCBEB","JRTCKXETXF","UB8XZQYGSX6QCBEB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Zero Dollar SKUs for AWS Resource Analysis","2022-09-01","0","Inf","usagehours","0.0000000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-Elasticsearch-Node-GroupB-Resource-Analysis-ZeroTier","",,"us-east-1","Elasticsearch-Node-GroupB-Resource-Analysis-ZeroTier","Amazon DevOps Guru"
"UXJ7PRXCN8DTJ9ZZ","JRTCKXETXF","UXJ7PRXCN8DTJ9ZZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-RDS-DBInstance-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-RDS-DBInstance-GroupB","",,"us-east-1","RDS-DBInstance-GroupB","Amazon DevOps Guru"
"VB7Q8AK2XHG4RW9Y","JRTCKXETXF","VB7Q8AK2XHG4RW9Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-ECS-Service-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-ECS-Service-GroupB","",,"us-east-1","ECS-Service-GroupB","Amazon DevOps Guru"
"VJATAE7U2HGAAXAU","JRTCKXETXF","VJATAE7U2HGAAXAU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Zero Dollar SKUs for AWS Resource Analysis","2022-09-01","0","Inf","usagehours","0.0000000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-EKS-Service-GroupB-Resource-Analysis-ZeroTier","",,"us-east-1","EKS-Service-GroupB-Resource-Analysis-ZeroTier","Amazon DevOps Guru"
"VZR9TC9HJ9RGY3UR","JRTCKXETXF","VZR9TC9HJ9RGY3UR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-OpenSearchService-Node-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-OpenSearchService-Node-GroupB","",,"us-east-1","OpenSearchService-Node-GroupB","Amazon DevOps Guru"
"W3YZS47JJC2Z7755","JRTCKXETXF","W3YZS47JJC2Z7755.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-Elasticsearch-Node-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-Elasticsearch-Node-GroupB","",,"us-east-1","Elasticsearch-Node-GroupB","Amazon DevOps Guru"
"W6DPKQQK5PSPCF5K","JRTCKXETXF","W6DPKQQK5PSPCF5K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0042 per AWS Resource per Hour for US East (N. Virginia)-NATGateway-VPC-GroupB","2022-09-01","0","Inf","usagehours","0.0042000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-NATGateway-VPC-GroupB","",,"us-east-1","NATGateway-VPC-GroupB","Amazon DevOps Guru"
"YFR6Q4GXDDZ44S9Z","JRTCKXETXF","YFR6Q4GXDDZ44S9Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Zero Dollar SKUs for AWS Resource Analysis","2022-09-01","0","Inf","usagehours","0.0000000000","USD","Machine Learning","AmazonDevOpsGuru","US East (N. Virginia)","AWS Region","USE1-SQS-Queue-GroupB-Resource-Analysis-ZeroTier","",,"us-east-1","SQS-Queue-GroupB-Resource-Analysis-ZeroTier","Amazon DevOps Guru"
