"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-16T18:45:58Z"
"Version","20250516184558"
"OfferCode","AmazonDeadline"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","vCPU","Memory","Operating System","usageType","operation","Instance","Licensed Product","Region Code","serviceName","Worker Location"
"98B3HVRRAM4D3V8R","JRTCKXETXF","98B3HVRRAM4D3V8R.JRTCKXETXF.HZX83385D6","OnDemand","$0.76 per license hour for the first 60 hours of Nuke in US East (N. Virginia)","2025-05-01","0","60","Hrs","0.7600000000","USD","Fee","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"License-hours:Nuke","LicenseCheckout",,"Nuke","us-east-1","Amazon Deadline Cloud",
"98B3HVRRAM4D3V8R","JRTCKXETXF","98B3HVRRAM4D3V8R.JRTCKXETXF.FMSZMWGY7P","OnDemand","$0.66 per license hour for 61 to 350 hours of Nuke in US East (N. Virginia)","2025-05-01","60","350","Hrs","0.6600000000","USD","Fee","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"License-hours:Nuke","LicenseCheckout",,"Nuke","us-east-1","Amazon Deadline Cloud",
"98B3HVRRAM4D3V8R","JRTCKXETXF","98B3HVRRAM4D3V8R.JRTCKXETXF.SJSTJE9VNS","OnDemand","$0.57 per license hour for 351 to 800 hours of Nuke in US East (N. Virginia)","2025-05-01","350","800","Hrs","0.5700000000","USD","Fee","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"License-hours:Nuke","LicenseCheckout",,"Nuke","us-east-1","Amazon Deadline Cloud",
"98B3HVRRAM4D3V8R","JRTCKXETXF","98B3HVRRAM4D3V8R.JRTCKXETXF.U595T2BKYQ","OnDemand","$0.46 per license hour for 801 to 10000 hours of Nuke in US East (N. Virginia)","2025-05-01","800","10000","Hrs","0.4600000000","USD","Fee","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"License-hours:Nuke","LicenseCheckout",,"Nuke","us-east-1","Amazon Deadline Cloud",
"98B3HVRRAM4D3V8R","JRTCKXETXF","98B3HVRRAM4D3V8R.JRTCKXETXF.E9PARZUMBP","OnDemand","$0.38 per license hour for 10001 to 30000 hours of Nuke in US East (N. Virginia)","2025-05-01","10000","30000","Hrs","0.3800000000","USD","Fee","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"License-hours:Nuke","LicenseCheckout",,"Nuke","us-east-1","Amazon Deadline Cloud",
"98B3HVRRAM4D3V8R","JRTCKXETXF","98B3HVRRAM4D3V8R.JRTCKXETXF.WEUHXE4M2D","OnDemand","$0.33 per license hour for more then 30001 hours of Nuke in US East (N. Virginia)","2025-05-01","30000","Inf","Hrs","0.3300000000","USD","Fee","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"License-hours:Nuke","LicenseCheckout",,"Nuke","us-east-1","Amazon Deadline Cloud",
"98E4G959N9637BJJ","JRTCKXETXF","98E4G959N9637BJJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.896 per On Demand Linux c5.metal instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","4.8960000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5.metal",,"96","192 GiB","Linux","BoxUsage:c5.metal","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"9CBP63KYMSPPQPFE","JRTCKXETXF","9CBP63KYMSPPQPFE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0924 per On Demand Linux c5a.large instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0924000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5a.large",,"2","4 GiB","Linux","BoxUsage:c5a.large","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"9F4YY6BTRB6UNS8E","JRTCKXETXF","9F4YY6BTRB6UNS8E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.968 per On Demand Windows r5a.4xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.9680000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5a.4xlarge",,"16","128 GiB","Windows","BoxUsage:r5a.4xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9GFB4EWMJC8GJH6G","JRTCKXETXF","9GFB4EWMJC8GJH6G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.7088 per On Demand Windows m5a.4xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.7088000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m5a.4xlarge",,"16","64 GiB","Windows","BoxUsage:m5a.4xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9MCX9AU9YWB2ZU4V","JRTCKXETXF","9MCX9AU9YWB2ZU4V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$19.4112 per On Demand Windows c6a.48xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","19.4112000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6a.48xlarge",,"192","384 GiB","Windows","BoxUsage:c6a.48xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9QDH6NRKNSSCVAM6","JRTCKXETXF","9QDH6NRKNSSCVAM6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5376 per On Demand Windows t3a.2xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.5376000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","t3a.2xlarge",,"8","32 GiB","Windows","BoxUsage:t3a.2xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9XHDRHB4BSVPHT5B","JRTCKXETXF","9XHDRHB4BSVPHT5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.4144 per On Demand Windows m6i.12xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","5.4144000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m6i.12xlarge",,"48","192 GiB","Windows","BoxUsage:m6i.12xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9XJJRSJZKBAX83RG","JRTCKXETXF","9XJJRSJZKBAX83RG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.278384 per On Demand Windows r6in.2xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.2783840000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6in.2xlarge",,"8","64 GiB","Windows","BoxUsage:r6in.2xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9XVHAZZVP348RZ2P","JRTCKXETXF","9XVHAZZVP348RZ2P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.6656 per On Demand Linux c5n.18xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","4.6656000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5n.18xlarge",,"72","192 GiB","Linux","BoxUsage:c5n.18xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"9YHFD52P4E5HYFJF","JRTCKXETXF","9YHFD52P4E5HYFJF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$15.77472 per On Demand Windows r6a.32xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","15.7747200000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6a.32xlarge",,"128","1024 GiB","Windows","BoxUsage:r6a.32xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"9YQZAZUTJKDP8HNJ","JRTCKXETXF","9YQZAZUTJKDP8HNJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.7552 per On Demand Windows g4dn.16xlarge in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","8.7552000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","g4dn.16xlarge","GPU instance",,,"Windows","BoxUsage:g4dn.16xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"A9AJXS3AAXMKC96M","JRTCKXETXF","A9AJXS3AAXMKC96M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.8672 per On Demand Windows c5a.12xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","4.8672000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5a.12xlarge",,"48","96 GiB","Windows","BoxUsage:c5a.12xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AAFAK798XCZRPJ7Y","JRTCKXETXF","AAFAK798XCZRPJ7Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.288 per On Demand Windows t3.xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2880000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","t3.xlarge",,"4","16 GiB","Windows","BoxUsage:t3.xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AAP5XVHDPZHVU4GJ","JRTCKXETXF","AAP5XVHDPZHVU4GJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.2072 per On Demand Linux g5.xlarge in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.2072000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","g5.xlarge","GPU instance",,,"Linux","BoxUsage:g5.xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AAQ6G7YCHGWCY698","JRTCKXETXF","AAQ6G7YCHGWCY698.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.9376 per On Demand Linux g5.8xlarge in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","2.9376000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","g5.8xlarge","GPU instance",,,"Linux","BoxUsage:g5.8xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AAY5S3E5XVTAYEEW","JRTCKXETXF","AAY5S3E5XVTAYEEW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.3136 per On Demand Windows r5b.4xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","2.3136000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5b.4xlarge",,"16","128 GiB","Windows","BoxUsage:r5b.4xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"ABH8DZ9WSXMATNE9","JRTCKXETXF","ABH8DZ9WSXMATNE9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.5824 per On Demand Linux r5b.24xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","8.5824000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5b.24xlarge",,"96","768 GiB","Linux","BoxUsage:r5b.24xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AEPAD8UZM37A4K77","JRTCKXETXF","AEPAD8UZM37A4K77.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.85632 per On Demand Windows m6a.2xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.8563200000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m6a.2xlarge",,"8","32 GiB","Windows","BoxUsage:m6a.2xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AG59KTQEV7G5K2HF","JRTCKXETXF","AG59KTQEV7G5K2HF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2304 per On Demand Linux m6i.xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2304000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m6i.xlarge",,"4","16 GiB","Linux","BoxUsage:m6i.xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AHW89CVC3Z6UMKXA","JRTCKXETXF","AHW89CVC3Z6UMKXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.4304 per On Demand Linux r5n.4xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.4304000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5n.4xlarge",,"16","128 GiB","Linux","BoxUsage:r5n.4xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AJTWENR2X9X4WEXV","JRTCKXETXF","AJTWENR2X9X4WEXV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2124 per On Demand Windows c6i.large in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2124000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6i.large",,"2","4 GiB","Windows","BoxUsage:c6i.large","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AMFB955YUR3STJNA","JRTCKXETXF","AMFB955YUR3STJNA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.4544 per On Demand Linux g5.2xlarge in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.4544000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","g5.2xlarge","GPU instance",,,"Linux","BoxUsage:g5.2xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AQAW8RJKQSS26GEM","JRTCKXETXF","AQAW8RJKQSS26GEM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8496 per On Demand Windows c5.2xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.8496000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5.2xlarge",,"8","16 GiB","Windows","BoxUsage:c5.2xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AR4ST5H346UCWWEK","JRTCKXETXF","AR4ST5H346UCWWEK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$17.758464 per On Demand Windows m6in.metal in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","17.7584640000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m6in.metal",,"128","512 GiB","Windows","BoxUsage:m6in.metal","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"ASCGA6ZMQRBCZDCR","JRTCKXETXF","ASCGA6ZMQRBCZDCR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$15.072 per On Demand Windows g5.24xlarge in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","15.0720000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","g5.24xlarge","GPU instance",,,"Windows","BoxUsage:g5.24xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AUJ33CEQ2XCT6FEF","JRTCKXETXF","AUJ33CEQ2XCT6FEF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.6176 per On Demand Windows c6a.4xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.6176000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6a.4xlarge",,"16","32 GiB","Windows","BoxUsage:c6a.4xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AVWEXYW98PPC3PFB","JRTCKXETXF","AVWEXYW98PPC3PFB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.75692 per On Demand Linux m5zn.12xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","4.7569200000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m5zn.12xlarge",,"48","192 GiB","Linux","BoxUsage:m5zn.12xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AXUGRMTGBV6BCPZ4","JRTCKXETXF","AXUGRMTGBV6BCPZ4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.53184 per On Demand Linux c6in.24xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","6.5318400000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6in.24xlarge",,"96","192 GiB","Linux","BoxUsage:c6in.24xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"AXV74E4VVD9DEW7H","JRTCKXETXF","AXV74E4VVD9DEW7H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2616 per On Demand Windows r6i.large in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2616000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6i.large",,"2","16 GiB","Windows","BoxUsage:r6i.large","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"AYRQP3PNADH54RB8","JRTCKXETXF","AYRQP3PNADH54RB8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.9568 per On Demand Linux c5a.16xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","2.9568000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5a.16xlarge",,"64","128 GiB","Linux","BoxUsage:c5a.16xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"B323GJJRXXR877RC","JRTCKXETXF","B323GJJRXXR877RC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.936 per On Demand Windows r5a.8xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","3.9360000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5a.8xlarge",,"32","256 GiB","Windows","BoxUsage:r5a.8xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"B43VMPEVGXBE2FYB","JRTCKXETXF","B43VMPEVGXBE2FYB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2256 per On Demand Windows m5.large in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2256000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m5.large",,"2","8 GiB","Windows","BoxUsage:m5.large","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"B97F66W2NC99BAA2","JRTCKXETXF","B97F66W2NC99BAA2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.9408 per On Demand Windows r5b.12xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","6.9408000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5b.12xlarge",,"48","384 GiB","Windows","BoxUsage:r5b.12xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"B9T6SRAV84Y953ZT","JRTCKXETXF","B9T6SRAV84Y953ZT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.670304 per On Demand Windows r6in.12xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","7.6703040000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6in.12xlarge",,"48","384 GiB","Windows","BoxUsage:r6in.12xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"BBGX7DAPYPP8WJ3T","JRTCKXETXF","BBGX7DAPYPP8WJ3T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.456 per On Demand Windows g5.12xlarge in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","9.4560000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","g5.12xlarge","GPU instance",,,"Windows","BoxUsage:g5.12xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"BETXR49D8FFK9AK3","JRTCKXETXF","BETXR49D8FFK9AK3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$13.8816 per On Demand Windows r5n.metal in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","13.8816000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5n.metal",,"96","768 GiB","Windows","BoxUsage:r5n.metal","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"BJK2ACHEZQAUHTYX","JRTCKXETXF","BJK2ACHEZQAUHTYX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.8752 per On Demand Linux c6a.32xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","5.8752000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6a.32xlarge",,"128","256 GiB","Linux","BoxUsage:c6a.32xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"BU27RN8VBX35YPHW","JRTCKXETXF","BU27RN8VBX35YPHW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5184 per On Demand Linux c5n.2xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.5184000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c5n.2xlarge",,"8","21 GiB","Linux","BoxUsage:c5n.2xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"BXJ9C2EXM2RM9A5C","JRTCKXETXF","BXJ9C2EXM2RM9A5C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per hour for a worker in a customer managed fleet in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0150000000","USD","Request","AmazonDeadline","US East (N. Virginia)","AWS Region",,,,,,"CMF-Worker-hours","Deadline.RegisterWorkers",,,"us-east-1","Amazon Deadline Cloud","Anywhere"
"C3T9CZR2S3S2CAYQ","JRTCKXETXF","C3T9CZR2S3S2CAYQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$12.5568 per On Demand Windows r6i.24xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","12.5568000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6i.24xlarge",,"96","768 GiB","Windows","BoxUsage:r6i.24xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"C5VTB37KW4XC52KM","JRTCKXETXF","C5VTB37KW4XC52KM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5784 per On Demand Windows r5n.xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.5784000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5n.xlarge",,"4","32 GiB","Windows","BoxUsage:r5n.xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"C7BRSWGNDHDPNFAQ","JRTCKXETXF","C7BRSWGNDHDPNFAQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27216 per On Demand Linux c6in.xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2721600000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6in.xlarge",,"4","8 GiB","Linux","BoxUsage:c6in.xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"C8VE8J8M6FSH79EU","JRTCKXETXF","C8VE8J8M6FSH79EU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2136 per On Demand Windows m5a.large in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.2136000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m5a.large",,"2","8 GiB","Windows","BoxUsage:m5a.large","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"C8ZEWXBMEVWX74P9","JRTCKXETXF","C8ZEWXBMEVWX74P9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.4768 per On Demand Linux m5a.12xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","2.4768000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m5a.12xlarge",,"48","192 GiB","Linux","BoxUsage:m5a.12xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"CA5Y4Y77N9DAPJSK","JRTCKXETXF","CA5Y4Y77N9DAPJSK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3576 per On Demand Linux r5b.xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.3576000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5b.xlarge",,"4","32 GiB","Linux","BoxUsage:r5b.xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"CACWTQ5RE3NAYDZ5","JRTCKXETXF","CACWTQ5RE3NAYDZ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.6992 per On Demand Windows c6i.4xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","1.6992000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","c6i.4xlarge",,"16","32 GiB","Windows","BoxUsage:c6i.4xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"CD7B7N6MCWQPECR3","JRTCKXETXF","CD7B7N6MCWQPECR3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8544 per On Demand Windows m5a.2xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.8544000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m5a.2xlarge",,"8","32 GiB","Windows","BoxUsage:m5a.2xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"CD9EQRAS6UHK2JCM","JRTCKXETXF","CD9EQRAS6UHK2JCM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$14.4384 per On Demand Windows m6i.32xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","14.4384000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","m6i.32xlarge",,"128","512 GiB","Windows","BoxUsage:m6i.32xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"CGUR2TKCCF943R94","JRTCKXETXF","CGUR2TKCCF943R94.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3576 per On Demand Linux r5n.xlarge instance hour in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.3576000000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r5n.xlarge",,"4","32 GiB","Linux","BoxUsage:r5n.xlarge","Deadline.RunInstances",,,"us-east-1","Amazon Deadline Cloud",
"CJCSK6CF7RSRGVXG","JRTCKXETXF","CJCSK6CF7RSRGVXG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$20.454144 per On Demand Windows r6in.metal in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","20.4541440000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6in.metal",,"128","1024 GiB","Windows","BoxUsage:r6in.metal","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
"CPJUN4SVMG2BPXXD","JRTCKXETXF","CPJUN4SVMG2BPXXD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.94368 per On Demand Windows r6a.8xlarge in. US East (N. Virginia)","2025-05-01","0","Inf","Hrs","3.9436800000","USD","Compute Instance","AmazonDeadline","US East (N. Virginia)","AWS Region","r6a.8xlarge",,"32","256 GiB","Windows","BoxUsage:r6a.8xlarge","Deadline.RunInstances:0002",,,"us-east-1","Amazon Deadline Cloud",
