"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-04-15T22:04:32Z"
"Version","20250415220432"
"OfferCode","AmazonAthena"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Description","Location","Location Type","usageType","operation","Free Query Types","Node size","Node type","Region Code","serviceName"
"53ZU6HBD9YNUAYSE","JRTCKXETXF","53ZU6HBD9YNUAYSE.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.35 USD per DPU-Hour for CodeExecutionInDPUHours:Spark_Execution in US East (N. Virginia)","2025-04-01","0","Inf","DPU-Hour","0.3500000000","USD","Athena Spark","AmazonAthena",,"US East (N. Virginia)","AWS Region","USE1-CodeExecutionInDPUHours","Spark_Execution",,"1","NA","us-east-1","Amazon Athena"
"B6WHE3FUNCDQVVX4","JRTCKXETXF","B6WHE3FUNCDQVVX4.JRTCKXETXF.6YS6EN2CT7","OnDemand","5.00 USD per Terabytes for DataScannedInTB in US East (N. Virginia)","2025-04-01","0","Inf","Terabytes","5.0000000000","USD","Athena Queries","AmazonAthena","Charged for total data scanned per query with a minimum 10MB for each successful or cancelled queries","US East (N. Virginia)","AWS Region","USE1-DataScannedInTB","","Data definition queries (DDL), Failed Queries and statements used to create or load partitions",,,"us-east-1","Amazon Athena"
"B86URYJPE2VCMXMC","JRTCKXETXF","B86URYJPE2VCMXMC.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.30 USD per DPU-Hour for ReservedCapacityInDPUHours in US East (N. Virginia)","2025-04-01","0","Inf","DPU-Hour","0.3000000000","USD","Athena Queries","AmazonAthena","Data Processing Units (DPU) in hours","US East (N. Virginia)","AWS Region","USE1-ReservedCapacityInDPUHours","",,,,"us-east-1","Amazon Athena"
