"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-04-29T17:49:36Z"
"Version","20250429174936"
"OfferCode","AmazonNeptune"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Min Volume Size","Max Volume Size","Engine Code","Database Engine","License Model","Deployment Option","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Dedicated EBS Throughput","Enhanced Networking Supported","From Region Code","m-NCU","Normalization Size Factor","Pricing Unit","Processor Features","Region Code","serviceName","To Region Code"
"BUH4T4HQWJCK9M7Q","JRTCKXETXF","BUH4T4HQWJCK9M7Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from US West (Oregon) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","US West (Oregon)","AWS Region","US East (N. Virginia)","AWS Region","USW2-USE1-AWS-Out-Bytes","",,,"us-west-2",,,,,,"Amazon Neptune","us-east-1"
"BUH7XHYZ78RFMC5N","JRTCKXETXF","BUH7XHYZ78RFMC5N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20 per 1 million I/O requests (Amazon Neptune)","2025-03-01","0","Inf","IOs","0.0000002000","USD","System Operation","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,"22","Amazon Neptune",,,"I/O Operation","Input/Output Operation",,,,,,"StorageIOUsage","CreateDBInstance:0022",,,,,,,,"us-east-1","Amazon Neptune",
"C272HXCUSEF85BZZ","JRTCKXETXF","C272HXCUSEF85BZZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 15.033 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","15.0330000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.16xlarge","Yes","Memory optimized","64","Intel Xeon Platinum 8175",,"512 GiB","EBS Only","20 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5.16xl","CreateDBInstance:0022",,,,,"172.8",,,"us-east-1","Amazon Neptune",
"C288KZ8XHR5U9GBJ","JRTCKXETXF","C288KZ8XHR5U9GBJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD16.704 per Hrs for InstanceUsage:db.r7i.24xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","16.7040000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.24xlarge","Yes","Memory optimized","96","Intel Xeon E5-2686 v4 (Broadwell)",,"768 GiB","EBS Only","37.5 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7i.24xl","CreateDBInstance:0022",,,,,"192",,,"us-east-1","Amazon Neptune",
"C3MB4FG5W4KE4C6J","JRTCKXETXF","C3MB4FG5W4KE4C6J.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 7.516 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","7.5160000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.8xlarge","Yes","Memory optimized","32","Intel Xeon Platinum 8175",,"256 GiB","EBS Only","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5.8xl","CreateDBInstance:0022",,,,,"86.4",,,"us-east-1","Amazon Neptune",
"C4DNHR7AAPB5J8RQ","JRTCKXETXF","C4DNHR7AAPB5J8RQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.738 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.7380000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2gd.large","Yes","Memory optimized","2","AWS Graviton2",,"32 GiB","1 x 118 NVMe SSD","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2gd.large","CreateDBInstance:0022",,,,,"5.4",,,"us-east-1","Amazon Neptune",
"C6ARCZT6RVJ4U5SU","JRTCKXETXF","C6ARCZT6RVJ4U5SU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per GB of Data Transfer from US East (N. Virginia) to US West (Oregon)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","US West (Oregon)","AWS Region","USE1-USW2-AWS-In-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","us-west-2"
"C6EKFATMRKPW6SGN","JRTCKXETXF","C6EKFATMRKPW6SGN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 8.59 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","8.5900000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.8xlarge","Yes","Memory optimized","32","Intel Xeon Platinum 8175",,"256 GiB","2 x 600 NVMe SSD","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5d.8xl","CreateDBInstance:0022",,,,,"86.4",,,"us-east-1","Amazon Neptune",
"C7CU9T98EVQ43759","JRTCKXETXF","C7CU9T98EVQ43759.JRTCKXETXF.6YS6EN2CT7","OnDemand","$552.96 per Hrs for MemoryOptimizedGraphUsage:18432-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","552.9600000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:18432-m-NCU","CreateGraph",,,,"18432",,,,"us-east-1","Amazon Neptune",
"CDWBVRZ65X4CTZDZ","JRTCKXETXF","CDWBVRZ65X4CTZDZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD8.9424 per Hrs for InstanceUsageIOOptimized:db.r8g.12xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","8.9424000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.12xlarge","Yes","Memory optimized","48","AWS Graviton4",,"384 GiB","EBS Only","22.5","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r8g.12xl","CreateDBInstance:0022",,,,,"96",,,"us-east-1","Amazon Neptune",
"CH3E3XZENXTF7AHY","JRTCKXETXF","CH3E3XZENXTF7AHY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0930 per Hrs for Neptune-DB-Instance:db.t4g.medium in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.0930000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.t4g.medium","Yes","General purpose","2","AWS Graviton2",,"4 GiB","EBS Only","Up to 5 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.t4g.medium","CreateDBInstance:0022",,,,,"2",,,"us-east-1","Amazon Neptune",
"CMFGCCZS4RGFFJ5U","JRTCKXETXF","CMFGCCZS4RGFFJ5U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$17.5091 per Hrs for Neptune-DB-Instance:db.x2g.16xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","17.5091000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.16xlarge","Yes","Memory optimized","64","AWS Graviton2",,"1024 GiB","2 x 1900 NVMe SSD","25 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2g.16xlarge","CreateDBInstance:0022",,,,,"128",,,"us-east-1","Amazon Neptune",
"CMT556X5FU8ETX4N","JRTCKXETXF","CMT556X5FU8ETX4N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.696 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","0.6960000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r4.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","30.5 GiB","EBS Only","Up to 10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r4.xlarge","CreateDBInstance:0022","800 Mbps","Yes",,,"16",,"Intel AVX, Intel AVX2, Intel Turbo","us-east-1","Amazon Neptune",
"CPM6N27EG7Q9B9NZ","JRTCKXETXF","CPM6N27EG7Q9B9NZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5472 per Hrs for Neptune-DB-Instance:db.x2g.large in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.5472000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.large","Yes","Memory optimized","2","AWS Graviton2",,"32 GiB","1 x 118 NVMe SSD","10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2g.large","CreateDBInstance:0022",,,,,"4",,,"us-east-1","Amazon Neptune",
"CWNKUUCF2JQG2DNV","JRTCKXETXF","CWNKUUCF2JQG2DNV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD1.106 per Hrs for InstanceUsage:db.r7g.2xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.1060000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.2xlarge","Yes","Memory optimized","8","AWS Graviton3",,"64 GiB","EBS Only","up to 15","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7g.2xl","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"CWVZ3ZHRU2TD59MD","JRTCKXETXF","CWVZ3ZHRU2TD59MD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.939 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.9390000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.xlarge","Yes","Memory optimized","4","Intel Xeon Family",,"32 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6i.xl","CreateDBInstance:0022",,,,,"10.8",,,"us-east-1","Amazon Neptune",
"DC9Z9FKX6DYNCP6Q","JRTCKXETXF","DC9Z9FKX6DYNCP6Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.100 per GB / month (Amazon Neptune)","2025-03-01","0","Inf","GB-Mo","0.1000000000","USD","Database Storage","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,"SSD","General Purpose","10 GB","64 TB","22","Amazon Neptune",,"Multi-AZ",,,,,,,,"StorageUsage","CreateDBInstance:0022",,,,,,,,"us-east-1","Amazon Neptune",
"DCTC7XFSSSWCUJTK","JRTCKXETXF","DCTC7XFSSSWCUJTK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3977 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","0.3977000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.large","Yes","Memory optimized","2","Intel Xeon Platinum 8175",,"16 GiB","1 x 75 NVMe SSD","10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5d.large","CreateDBInstance:0022",,,,,"4",,,"us-east-1","Amazon Neptune",
"DDPR6V7UR2GGGX9D","JRTCKXETXF","DDPR6V7UR2GGGX9D.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 12.229 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","12.2290000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6gd.12xlarge","Yes","Memory optimized","48","AWS Graviton2",,"384 GiB","2 x 1425 NVMe SSD","20 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6gd.12xl","CreateDBInstance:0022",,,,,"129.6",,,"us-east-1","Amazon Neptune",
"DE69A9D9TN8J6GEU","JRTCKXETXF","DE69A9D9TN8J6GEU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$184.32 per Hrs for MemoryOptimizedGraphUsage:6144-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","184.3200000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:6144-m-NCU","CreateGraph",,,,"6144",,,,"us-east-1","Amazon Neptune",
"DJ95Y5XTAZQWHDBF","JRTCKXETXF","DJ95Y5XTAZQWHDBF.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD12.7269 per Hrs for InstanceUsage:db.r5d.16xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","12.7269000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.16xlarge","Yes","Memory optimized","64","Intel Xeon Platinum 8175",,"512 GiB","4 x 600 NVMe SSD","20 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5d.16xl","CreateDBInstance:0022",,,,,"128",,,"us-east-1","Amazon Neptune",
"DK543FERQ945SZEM","JRTCKXETXF","DK543FERQ945SZEM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from US East (N. Virginia) to US West (N. California)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-AWS-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","us-west-1"
"DT4G88G92XTG8D7Y","JRTCKXETXF","DT4G88G92XTG8D7Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.552 per Hrs for InstanceUsage:db.r8g.xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.5520000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.xlarge","Yes","Memory optimized","4","AWS Graviton4",,"32 GiB","EBS Only","up to 12.5","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r8g.xl","CreateDBInstance:0022",,,,,"8",,,"us-east-1","Amazon Neptune",
"DZQWEBXZCETEKDCS","JRTCKXETXF","DZQWEBXZCETEKDCS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 3.758 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","3.7580000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.4xlarge","Yes","Memory optimized","16","Intel Xeon Family",,"128 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6i.4xl","CreateDBInstance:0022",,,,,"43.2",,,"us-east-1","Amazon Neptune",
"DZRCX3BYR9DGP2CY","JRTCKXETXF","DZRCX3BYR9DGP2CY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.536 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.5360000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.large","Yes","Memory optimized","2","Intel Xeon Platinum 8175",,"16 GiB","1 x 75 NVMe SSD","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5d.large","CreateDBInstance:0022",,,,,"5.4",,,"us-east-1","Amazon Neptune",
"E6U75XUC28MA7D8W","JRTCKXETXF","E6U75XUC28MA7D8W.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD11.9394 per Hrs for InstanceUsageIOOptimized:db.r7g.16xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.9394000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.16xlarge","Yes","Memory optimized","64","AWS Graviton3",,"512 GiB","EBS Only","30","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7g.16xl","CreateDBInstance:0022",,,,,"128",,,"us-east-1","Amazon Neptune",
"E7X6PV8KK4VVRFM9","JRTCKXETXF","E7X6PV8KK4VVRFM9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from US East (N. Virginia) to EU (Frankfurt)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-AWS-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","eu-central-1"
"ECPUNV8CUP683VYB","JRTCKXETXF","ECPUNV8CUP683VYB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.217 per GB / month for ServerlessV2IOOptimizedUsage in US East (N. Virginia)","2025-03-01","0","Inf","NCU-hr","0.2170000000","USD","Serverless","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,"General Purpose-Aurora",,,,"Amazon Neptune",,,,,,,,,,"Neptune:ServerlessIOOptimizedUsage","CreateDBInstance:0022",,,,,,,,"us-east-1","Amazon Neptune",
"EH49KKX4E3DH2D2J","JRTCKXETXF","EH49KKX4E3DH2D2J.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 16.305 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","16.3050000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6gd.16xlarge","Yes","Memory optimized","64","AWS Graviton2",,"512 GiB","2 x 1900 NVMe SSD","25 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6gd.16xl","CreateDBInstance:0022",,,,,"172.8",,,"us-east-1","Amazon Neptune",
"EQM2H9A5REFEZZ3S","JRTCKXETXF","EQM2H9A5REFEZZ3S.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.469 per Hrs for InstanceUsageIOOptimized:db.r7i.large:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.4690000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.large","Yes","Memory optimized","2","Intel Xeon E5-2686 v4 (Broadwell)",,"16 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7i.large","CreateDBInstance:0022",,,,,"5.4",,,"us-east-1","Amazon Neptune",
"ERX39TH3KC5KEX8J","JRTCKXETXF","ERX39TH3KC5KEX8J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.3149 per Hrs for Neptune-DB-Instance:db.r6g.2xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.3149000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6g.2xlarge","Yes","Memory optimized","8","AWS Graviton2",,"64 GiB","EBS Only","Up to 10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6g.2xl","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"ETR28W7Z87KCGEM7","JRTCKXETXF","ETR28W7Z87KCGEM7.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.348 per Hrs for InstanceUsage:db.r7i.large:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.3480000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.large","Yes","Memory optimized","2","Intel Xeon E5-2686 v4 (Broadwell)",,"16 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7i.large","CreateDBInstance:0022",,,,,"4",,,"us-east-1","Amazon Neptune",
"EYUFKST3GN2TXGWC","JRTCKXETXF","EYUFKST3GN2TXGWC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 6.102 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","6.1020000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2iedn.2xlarge","Yes","Memory optimized","8","Intel Xeon Family",,"256 GiB","1 x 237 NVMe SSD","upto 25 gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2iedn.2xl","CreateDBInstance:0022",,,,,"21.6",,,"us-east-1","Amazon Neptune",
"F3VCX9GYZCGESMCK","JRTCKXETXF","F3VCX9GYZCGESMCK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.1886 per Hrs for Neptune-DB-Instance:db.x2g.2xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","2.1886000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.2xlarge","Yes","Memory optimized","8","AWS Graviton2",,"128 GiB","1 x 475 NVMe SSD","10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2g.2xlarge","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"F6VNXCCWF6BDAH8Q","JRTCKXETXF","F6VNXCCWF6BDAH8Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.2842 per Hrs for Neptune-DB-Instance:db.r6g.8xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","5.2842000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6g.8xlarge","Yes","Memory optimized","32","AWS Graviton2",,"256 GiB","EBS Only","12 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6g.8xl","CreateDBInstance:0022",,,,,"64",,,"us-east-1","Amazon Neptune",
"F8WQNZKEUUUDZ55T","JRTCKXETXF","F8WQNZKEUUUDZ55T.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.225 per GB / month for IO-OptimizedStorageUsage in US East (N. Virginia)","2025-03-01","0","Inf","GB-Mo","0.2250000000","USD","Database Storage","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,"SSD","General Purpose-Aurora","10 GB","64 TB","22","Amazon Neptune",,"Multi-AZ",,,,,,,,"IO-OptimizedStorageUsage","CreateDBInstance:0022",,,,,,,,"us-east-1","Amazon Neptune",
"F93REPUNE2MRC23V","JRTCKXETXF","F93REPUNE2MRC23V.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD26.496 per Hrs for InstanceUsage:db.r8g.48xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","26.4960000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.48xlarge","Yes","Memory optimized","192","AWS Graviton4",,"1,536 GiB","EBS Only","50","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r8g.48xl","CreateDBInstance:0022",,,,,"384",,,"us-east-1","Amazon Neptune",
"FA4J9A8S273SR8TZ","JRTCKXETXF","FA4J9A8S273SR8TZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$122.88 per Hrs for MemoryOptimizedGraphUsage:4096-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","122.8800000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region","x2iedn.32xlarge",,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:4096-m-NCU","CreateGraph",,,,"4096",,,,"us-east-1","Amazon Neptune",
"FBEBC9NHTD4RDVYJ","JRTCKXETXF","FBEBC9NHTD4RDVYJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 2.954 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","2.9540000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.2xlarge","Yes","Memory optimized","8","AWS Graviton2",,"128 GiB","1 x 475 NVMe SSD","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2g.2xlarge","CreateDBInstance:0022",,,,,"21.6",,,"us-east-1","Amazon Neptune",
"FJAQXEDU8KKRJK6R","JRTCKXETXF","FJAQXEDU8KKRJK6R.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 1.477 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.4770000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2gd.xlarge","Yes","Memory optimized","4","AWS Graviton2",,"64 GiB","1 x 237 NVMe SSD","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2gd.xl","CreateDBInstance:0022",,,,,"10.8",,,"us-east-1","Amazon Neptune",
"FKKT68WUANC5YT7E","JRTCKXETXF","FKKT68WUANC5YT7E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from EU (Ireland) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","EU (Ireland)","AWS Region","US East (N. Virginia)","AWS Region","EU-USE1-AWS-Out-Bytes","",,,"eu-west-1",,,,,,"Amazon Neptune","us-east-1"
