"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-04-29T17:49:36Z"
"Version","20250429174936"
"OfferCode","AmazonNeptune"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Min Volume Size","Max Volume Size","Engine Code","Database Engine","License Model","Deployment Option","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Dedicated EBS Throughput","Enhanced Networking Supported","From Region Code","m-NCU","Normalization Size Factor","Pricing Unit","Processor Features","Region Code","serviceName","To Region Code"
"6GRXQCPXABZQA5DW","JRTCKXETXF","6GRXQCPXABZQA5DW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 3.566 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","3.5660000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6g.4xlarge","Yes","Memory optimized","16","AWS Graviton2",,"128 GiB","EBS Only","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6g.4xl","CreateDBInstance:0022",,,,,"43.2",,,"us-east-1","Amazon Neptune",
"6PKE3CPCSKWWJTVP","JRTCKXETXF","6PKE3CPCSKWWJTVP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.939 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.9390000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r4.xlarge","Yes","Memory optimized","4","Intel Xeon E5-2686 v4 (Broadwell)",,"30.5 GiB","EBS Only","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r4.xlarge","CreateDBInstance:0022",,,,,"21.6",,,"us-east-1","Amazon Neptune",
"6PR282P9QYVCZR8F","JRTCKXETXF","6PR282P9QYVCZR8F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$276.48 per Hrs for MemoryOptimizedGraphUsage:9216-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","276.4800000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:9216-m-NCU","CreateGraph",,,,"9216",,,,"us-east-1","Amazon Neptune",
"6RVEX62MF7JN4YPK","JRTCKXETXF","6RVEX62MF7JN4YPK.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 3.758 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","3.7580000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.4xlarge","Yes","Memory optimized","16","Intel Xeon Platinum 8175",,"192 GiB","EBS Only","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5.4xl","CreateDBInstance:0022",,,,,"43.2",,,"us-east-1","Amazon Neptune",
"6ZJUP36FUJ4A2Z55","JRTCKXETXF","6ZJUP36FUJ4A2Z55.JRTCKXETXF.6YS6EN2CT7","OnDemand","$737.28 per Hrs for MemoryOptimizedGraphUsage:24576-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","737.2800000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:24576-m-NCU","CreateGraph",,,,"24576",,,,"us-east-1","Amazon Neptune",
"77R2NHWWTNCEAJPH","JRTCKXETXF","77R2NHWWTNCEAJPH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.507 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.5070000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6gd.large","Yes","Memory optimized","2","AWS Graviton2",,"16 GiB","1 x 118 NVMe SSD","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6gd.large","CreateDBInstance:0022",,,,,"5.4",,,"us-east-1","Amazon Neptune",
"77XZSBWY6ZNKFUCD","JRTCKXETXF","77XZSBWY6ZNKFUCD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.348 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","0.3480000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.large","Yes","Memory optimized","2","Intel Xeon Platinum 8175","Up to 3.1 GHz","16 GiB","EBS Only","Up to 10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5.large","CreateDBInstance:0022","Up to 3500 Mbps","Yes",,,"4",,,"us-east-1","Amazon Neptune",
"7FAV63NKYF3X35NF","JRTCKXETXF","7FAV63NKYF3X35NF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$22.272 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","22.2720000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.32xlarge","Yes","Memory optimized","128","Intel Xeon Family",,"1024 GiB","EBS Only","50 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6i.32xl","CreateDBInstance:0022",,,,,"256",,,"us-east-1","Amazon Neptune",
"7FY7XTF4H43R8P54","JRTCKXETXF","7FY7XTF4H43R8P54.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD43.4304 per Hrs for InstanceUsageIOOptimized:db.r7i.48xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","43.4304000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.48xlarge","Yes","Memory optimized","192","Intel Xeon E5-2686 v4 (Broadwell)",,"1536 GiB","EBS Only","50 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7i.48xl","CreateDBInstance:0022",,,,,"518.4",,,"us-east-1","Amazon Neptune",
"7TGCEUBCZQK8FZFW","JRTCKXETXF","7TGCEUBCZQK8FZFW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.392 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","1.3920000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.2xlarge","Yes","Memory optimized","8","Intel Xeon Platinum 8175","Up to 3.1 GHz","64 GiB","EBS Only","Up to 10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5.2xl","CreateDBInstance:0022","Up to 3500 Mbps","Yes",,,"16",,,"us-east-1","Amazon Neptune",
"7TGQAEPXKKRVPWTK","JRTCKXETXF","7TGQAEPXKKRVPWTK.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.15 per vCPU-Hour of T3 CPU Credits","2025-03-01","0","Inf","vCPU-Hours","0.1500000000","USD","CPU Credits","AmazonNeptune","US East (N. Virginia)","AWS Region",,,"T3",,,,,,,,,,,,"22","Amazon Neptune",,,,,,,,,,"CPUCredits:db.t3","CreateDBInstance:0022",,,,,,"vCPU-Hours",,"us-east-1","Amazon Neptune",
"7U6GY97EFFMHSJHN","JRTCKXETXF","7U6GY97EFFMHSJHN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD11.136 per Hrs for InstanceUsage:db.r5.16xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.1360000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.16xlarge","Yes","Memory optimized","64","Intel Xeon Platinum 8175",,"512 GiB","EBS Only","20 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5.16xl","CreateDBInstance:0022",,,,,"128",,,"us-east-1","Amazon Neptune",
"8FCR7RS2FV9J3UNA","JRTCKXETXF","8FCR7RS2FV9J3UNA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 11.818 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.8180000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.8xlarge","Yes","Memory optimized","32","AWS Graviton2",,"512 GiB","1 x 1900 NVMe SSD","12 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2g.8xlarge","CreateDBInstance:0022",,,,,"86.4",,,"us-east-1","Amazon Neptune",
"8FDTPSUN2KB7AG3Q","JRTCKXETXF","8FDTPSUN2KB7AG3Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 11.818 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.8180000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2gd.8xlarge","Yes","Memory optimized","32","AWS Graviton2",,"512 GiB","1 x 1900 NVMe SSD","12 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2gd.8xl","CreateDBInstance:0022",,,,,"86.4",,,"us-east-1","Amazon Neptune",
"8HZ6Q343DW2YZ6MS","JRTCKXETXF","8HZ6Q343DW2YZ6MS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$16.704 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","16.7040000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.24xlarge","Yes","Memory optimized","96","Intel Xeon Family",,"768 GiB","EBS Only","37.5 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6i.24xl","CreateDBInstance:0022",,,,,"192",,,"us-east-1","Amazon Neptune",
"8JFQ9JTYEYKHDYNK","JRTCKXETXF","8JFQ9JTYEYKHDYNK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from US East (N. Virginia) to South America (Sao Paulo)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","South America (Sao Paulo)","AWS Region","USE1-SAE1-AWS-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","sa-east-1"
"8NCY54Q8XNTCWPV4","JRTCKXETXF","8NCY54Q8XNTCWPV4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per GB of Data Transfer from US East (N. Virginia) to Asia Pacific (Singapore)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE1-APS1-AWS-In-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","ap-southeast-1"
"8RMNPGF25QGEXVKW","JRTCKXETXF","8RMNPGF25QGEXVKW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.469 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.4690000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r4.large","Yes","Memory optimized","2","Intel Xeon E5-2686 v4 (Broadwell)",,"15.25 GiB","EBS Only","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r4.large","CreateDBInstance:0022",,,,,"21.6",,,"us-east-1","Amazon Neptune",
"8RYT3KTV5R77PCTM","JRTCKXETXF","8RYT3KTV5R77PCTM.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 4.076 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","4.0760000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6gd.4xlarge","Yes","Memory optimized","16","AWS Graviton2",,"128 GiB","1 x 950 NVMe SSD","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6gd.4xl","CreateDBInstance:0022",,,,,"43.2",,,"us-east-1","Amazon Neptune",
"8VC5YCJSB3A7W2U3","JRTCKXETXF","8VC5YCJSB3A7W2U3.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD4.416 per Hrs for InstanceUsage:db.r8g.8xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","4.4160000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.8xlarge","Yes","Memory optimized","32","AWS Graviton4",,"256 GiB","EBS Only","15","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r8g.8xl","CreateDBInstance:0022",,,,,"64",,,"us-east-1","Amazon Neptune",
"92DE4EHR6NYATGSX","JRTCKXETXF","92DE4EHR6NYATGSX.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 3.051 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","3.0510000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2iedn.xlarge","Yes","Memory optimized","4","Intel Xeon Family",,"128 GiB","1 x 118 NVMe SSD","upto 25 gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2iedn.xl","CreateDBInstance:0022",,,,,"10.8",,,"us-east-1","Amazon Neptune",
"93PDHKGT5WG3N6QF","JRTCKXETXF","93PDHKGT5WG3N6QF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$16.704 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","16.7040000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.24xlarge","Yes","Memory optimized","96","Intel Xeon Platinum 8175","Up to 3.1 GHz","768 GiB","EBS Only","25 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5.24xl","CreateDBInstance:0022","14000 Mbps","Yes",,,"192",,,"us-east-1","Amazon Neptune",
"96WGEQ8737832JU9","JRTCKXETXF","96WGEQ8737832JU9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from EU (Frankfurt) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","US East (N. Virginia)","AWS Region","EUC1-USE1-AWS-Out-Bytes","",,,"eu-central-1",,,,,,"Amazon Neptune","us-east-1"
"9CPXA5SGBDA99WT9","JRTCKXETXF","9CPXA5SGBDA99WT9.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 15.033 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","15.0330000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.16xlarge","Yes","Memory optimized","64","Intel Xeon Family",,"512 GiB","EBS Only","25 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6i.16xl","CreateDBInstance:0022",,,,,"172.8",,,"us-east-1","Amazon Neptune",
"9DD2VC3ATTEXZ6ZF","JRTCKXETXF","9DD2VC3ATTEXZ6ZF.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 11.275 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.2750000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.12xlarge","Yes","Memory optimized","48","Intel Xeon Platinum 8175",,"384 GiB","EBS Only","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5.12xl","CreateDBInstance:0022",,,,,"129.6",,,"us-east-1","Amazon Neptune",
"9GHWMF5K3WCUZ8D8","JRTCKXETXF","9GHWMF5K3WCUZ8D8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD1.4931 per Hrs for InstanceUsageIOOptimized:db.r7g.2xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.4931000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.2xlarge","Yes","Memory optimized","8","AWS Graviton3",,"64 GiB","EBS Only","up to 15","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7g.2xl","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"9HSFD7DRB4ZVM8XT","JRTCKXETXF","9HSFD7DRB4ZVM8XT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$23.04 per Hrs for MemoryOptimizedGraphUsage:768-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","23.0400000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region","r6i.24xlarge",,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:768-m-NCU","CreateGraph",,,,"768",,,,"us-east-1","Amazon Neptune",
"9J263VYZCSX47G85","JRTCKXETXF","9J263VYZCSX47G85.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD13.248 per Hrs for InstanceUsage:db.r8g.24xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","13.2480000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.24xlarge","Yes","Memory optimized","96","AWS Graviton4",,"768 GiB","EBS Only","40","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r8g.24xl","CreateDBInstance:0022",,,,,"192",,,"us-east-1","Amazon Neptune",
"9K889ND97HPWB4K8","JRTCKXETXF","9K889ND97HPWB4K8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.3726 per Hrs for InstanceUsageIOOptimized:db.r8g.large:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.3726000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.large","Yes","Memory optimized","2","AWS Graviton4",,"16 GiB","EBS Only","up to 12.5","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r8g.large","CreateDBInstance:0022",,,,,"4",,,"us-east-1","Amazon Neptune",
"9K88MWFVJWNXKSF6","JRTCKXETXF","9K88MWFVJWNXKSF6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per GB of Data Transfer from US East (N. Virginia) to Amazon CloudFront","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Amazon CloudFront","AWS Edge Location","USE1-CloudFront-In-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune",""
"9PFM6NJMZD7B4T58","JRTCKXETXF","9PFM6NJMZD7B4T58.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.26 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","2.2600000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2iedn.xlarge","Yes","Memory optimized","4","Intel Xeon Family",,"128 GiB","1 x 118 NVMe SSD","upto 25 gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2iedn.xl","CreateDBInstance:0022",,,,,"8",,,"us-east-1","Amazon Neptune",
"9QG65R4JX5BW4AAS","JRTCKXETXF","9QG65R4JX5BW4AAS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 1.879 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.8790000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.2xlarge","Yes","Memory optimized","8","Intel Xeon Family",,"64 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6i.2xl","CreateDBInstance:0022",,,,,"21.6",,,"us-east-1","Amazon Neptune",
"9QYUXC784RYR7EX6","JRTCKXETXF","9QYUXC784RYR7EX6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 1.477 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.4770000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.xlarge","Yes","Memory optimized","4","AWS Graviton2",,"64 GiB","1 x 237 NVMe SSD","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2g.xlarge","CreateDBInstance:0022",,,,,"10.8",,,"us-east-1","Amazon Neptune",
"A5PRYX8YEUK4U4QQ","JRTCKXETXF","A5PRYX8YEUK4U4QQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 12.885 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","12.8850000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.12xlarge","Yes","Memory optimized","48","Intel Xeon Platinum 8175",,"384 GiB","2 x 900 NVMe SSD","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5d.12xl","CreateDBInstance:0022",,,,,"129.6",,,"us-east-1","Amazon Neptune",
"B3S5GBJBSW9TTE72","JRTCKXETXF","B3S5GBJBSW9TTE72.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.9263 per Hrs for Neptune-DB-Instance:db.r6g.12xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","7.9263000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6g.12xlarge","Yes","Memory optimized","48","AWS Graviton2",,"384 GiB","EBS Only","20 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6g.12xl","CreateDBInstance:0022",,,,,"96",,,"us-east-1","Amazon Neptune",
"BNRP8KDX476CJNQK","JRTCKXETXF","BNRP8KDX476CJNQK.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.7465 per Hrs for InstanceUsageIOOptimized:db.r7g.xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.7465000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.xlarge","Yes","Memory optimized","4","AWS Graviton3",,"32 GiB","EBS Only","up to 12.5","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7g.xl","CreateDBInstance:0022",,,,,"8",,,"us-east-1","Amazon Neptune",
"BQVZUNE8CD5V4NKD","JRTCKXETXF","BQVZUNE8CD5V4NKD.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0 per GB Internet Data Transfer - first 1 TB / month data transfer out of Amazon Neptune","2025-03-01","0","1","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune",""
"BQVZUNE8CD5V4NKD","JRTCKXETXF","BQVZUNE8CD5V4NKD.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.12 per GB Internet Data Transfer - remainder of first 10 TB / month data transfer out of Amazon Neptune","2025-03-01","1","10240","GB","0.1200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune",""
"BQVZUNE8CD5V4NKD","JRTCKXETXF","BQVZUNE8CD5V4NKD.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.09 per GB Internet Data Transfer - next 40 TB / month data transfer out of Amazon Neptune","2025-03-01","10240","51200","GB","0.0900000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune",""
"BQVZUNE8CD5V4NKD","JRTCKXETXF","BQVZUNE8CD5V4NKD.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.07 per GB Internet Data Transfer - next 100 TB / month data transfer out of Amazon Neptune","2025-03-01","51200","153600","GB","0.0700000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune",""
"BQVZUNE8CD5V4NKD","JRTCKXETXF","BQVZUNE8CD5V4NKD.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.05 per GB Internet Data Transfer - data transfer out of Amazon Neptune / month over 150 TB","2025-03-01","153600","Inf","GB","0.0500000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"AWS Outbound","US East (N. Virginia)","AWS Region","External","Other","DataTransfer-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune",""
"BTUDKP7A3GNYY9J9","JRTCKXETXF","BTUDKP7A3GNYY9J9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB of Data Transfer from Asia Pacific (Tokyo) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","US East (N. Virginia)","AWS Region","APN1-USE1-AWS-Out-Bytes","",,,"ap-northeast-1",,,,,,"Amazon Neptune","us-east-1"
