"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-06T19:30:35Z"
"Version","20250506193035"
"OfferCode","AmazonAppStream"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","vCPU","Operating System","License Model","usageType","operation","Instance Function","Memory (GiB)","Multi Session","OS License Model","Region Code","serviceName","Video Memory (GiB)"
"JZAMJAEBQQHZFAMU","JRTCKXETXF","JZAMJAEBQQHZFAMU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4 per hour for running a stream.compute.8xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.8xlarge","Compute optimized","32","Windows",,"USE1-stream.compute.8xlarge-fl","Streaming:001","Fleet","60","true","License Included","us-east-1","Amazon AppStream","N/A"
"JZVZVK4V5JQHFQB2","JRTCKXETXF","JZVZVK4V5JQHFQB2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.52 per hour for a Linux stream.graphics.g5.xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5200000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge","Graphics G5","4","Amazon Linux",,"USE1-stream.graphics.g5.xlarge-al-fl","Streaming:001","Fleet","16","false","None","us-east-1","Amazon AppStream","24"
"K23SXGXGEND4YPE7","JRTCKXETXF","K23SXGXGEND4YPE7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.487 per hour for a Linux stream.memory.z1d.2xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.4870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Amazon Linux",,"USE1-stream.memory.z1d.2xlarge-al-fl","Streaming:001","Fleet","64",,"None","us-east-1","Amazon AppStream","N/A"
"K6R3PH6J3W9C43Y8","JRTCKXETXF","K6R3PH6J3W9C43Y8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.43 per hour for Multi-Session Fleet-stream.graphics.g5.8xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","6.4300000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.8xlarge",,"32","Windows",,"USE1-stream.graphics.g5.8xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","24"
"KDBTWVB8WZSFZVFS","JRTCKXETXF","KDBTWVB8WZSFZVFS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.331 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.z1d.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.3310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.12xlarge-rh-fl","Streaming:001","Fleet","384","false","License Included","us-east-1","Amazon AppStream","N/A"
"KN2WDWNTYUSDDJGT","JRTCKXETXF","KN2WDWNTYUSDDJGT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.90 per hour for running a stream.memory.z1d.xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.9000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.xlarge","Memory optimized","4","Windows",,"USE1-stream.memory.z1d.xlarge-ib","Streaming:001","ImageBuilder","32",,"License Included","us-east-1","Amazon AppStream","N/A"
"KVHE8C55APZ8G7SP","JRTCKXETXF","KVHE8C55APZ8G7SP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12 per hour for a AppBlockBuilder-stream.standard.small instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.1200000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","2","Windows",,"USE1-stream.standard.small-abb","Streaming:001","AppBlockBuilder","2",,"License Included","us-east-1","Amazon AppStream","N/A"
"KWQSZ6UFJWN8CY6W","JRTCKXETXF","KWQSZ6UFJWN8CY6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.348 per hour for Rocky Linux Fleet Instance stream.memory.z1d.3xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","2.3480000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge","Memory optimized","12","Rocky Linux",,"USE1-stream.memory.z1d.3xlarge-rl-fl","Streaming:001","Fleet","96","false","License Included","us-east-1","Amazon AppStream","N/A"
"M2PGR6JVXVU5TG37","JRTCKXETXF","M2PGR6JVXVU5TG37.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.687 per hour for a Linux stream.memory.2xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.6870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Amazon Linux",,"USE1-stream.memory.2xlarge-al-fl","Streaming:001","Fleet","61",,"None","us-east-1","Amazon AppStream","N/A"
"M55ZXAG32QSWCCD7","JRTCKXETXF","M55ZXAG32QSWCCD7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.385 per hour for Red Hat Enterprise Linux ImageBuilder stream.standard.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3850000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Red Hat Enterprise Linux",,"USE1-stream.standard.xlarge-rh-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"M8PBJ7BK69PFGSEG","JRTCKXETXF","M8PBJ7BK69PFGSEG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.68 per hour for ImageBuilder-stream.graphics.g5.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.6800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge","Graphics G5","4","Windows",,"USE1-stream.graphics.g5.xlarge-ib","Streaming:001","ImageBuilder","16",,"License Included","us-east-1","Amazon AppStream","24"
"MG4XJQ6CNC7RJDEU","JRTCKXETXF","MG4XJQ6CNC7RJDEU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per hour for stream.memory.2xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","1.0000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge",,"8","Windows",,"USE1-stream.memory.2xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"MN6UUQKASQMGJFM7","JRTCKXETXF","MN6UUQKASQMGJFM7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.58 per hour for Multi-Session Fleet-stream.graphics.g4dn.2xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","1.5800000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge",,"8","Windows",,"USE1-stream.graphics.g4dn.2xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","16"
"MQVQKNE2B65HZDXS","JRTCKXETXF","MQVQKNE2B65HZDXS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.43 per hour for Fleet-stream.graphics.g5.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","6.4300000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.8xlarge","Graphics G5","32","Windows",,"USE1-stream.graphics.g5.8xlarge-fl","Streaming:001","Fleet","128","true","License Included","us-east-1","Amazon AppStream","24"
"MRP6TCBKJZ3U2ZEG","JRTCKXETXF","MRP6TCBKJZ3U2ZEG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.583 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.z1d.3xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.5830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge","Memory optimized","12","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.3xlarge-rh-ib","Streaming:001","ImageBuilder","96","false","License Included","us-east-1","Amazon AppStream","N/A"
"MSRGCMM6RRS3ZNXS","JRTCKXETXF","MSRGCMM6RRS3ZNXS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.583 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.z1d.3xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.5830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge","Memory optimized","12","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.3xlarge-rh-fl","Streaming:001","Fleet","96","false","License Included","us-east-1","Amazon AppStream","N/A"
"MSWDU8PR3CCHQVG6","JRTCKXETXF","MSWDU8PR3CCHQVG6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.25 per hour for running a stream.compute.large ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.large","Compute optimized","2","Windows",,"USE1-stream.compute.large-ib","Streaming:001","ImageBuilder","3.75",,"License Included","us-east-1","Amazon AppStream","N/A"
"MZ2W8DN9SFAHMWZH","JRTCKXETXF","MZ2W8DN9SFAHMWZH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.431 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.z1d.large in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.large-rh-fl","Streaming:001","Fleet","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"N2UDF3CTGCNWN96G","JRTCKXETXF","N2UDF3CTGCNWN96G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4 per hour for running a stream.memory.8xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.8xlarge","Memory optimized","32","Windows",,"USE1-stream.memory.8xlarge-ib","Streaming:001","ImageBuilder","244",,"License Included","us-east-1","Amazon AppStream","N/A"
"N3HS86B4CXZ8W3JB","JRTCKXETXF","N3HS86B4CXZ8W3JB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.28 per hour for Fleet-stream.graphics.g4dn.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.2800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge","Graphics","64","Windows",,"USE1-stream.graphics.g4dn.16xlarge-fl","Streaming:001","Fleet","256","true","License Included","us-east-1","Amazon AppStream","16"
"N465PT6DUJJAWG4T","JRTCKXETXF","N465PT6DUJJAWG4T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.374 per hour for a Linux stream.memory.4xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.3740000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.4xlarge","Memory optimized","16","Amazon Linux",,"USE1-stream.memory.4xlarge-al-fl","Streaming:001","Fleet","122",,"None","us-east-1","Amazon AppStream","N/A"
"N9C2U4HAFY5FGT6F","JRTCKXETXF","N9C2U4HAFY5FGT6F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.344 per hour for a Linux stream.memory.xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Amazon Linux",,"USE1-stream.memory.xlarge-al-ib","Streaming:001","ImageBuilder","30.5",,"None","us-east-1","Amazon AppStream","N/A"
"NA2S5YNEKV4ZAS7Q","JRTCKXETXF","NA2S5YNEKV4ZAS7Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.675 per hour for a Linux stream.standard.2xlarge ImageBuilder instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.6750000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Amazon Linux",,"USE1-stream.standard.2xlarge-al-ib","Streaming:001","ImageBuilder","32",,"None","us-east-1","Amazon AppStream","N/A"
"NCG5UPUF7EXN8X6J","JRTCKXETXF","NCG5UPUF7EXN8X6J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.698 per hour for a Linux stream.graphics-pro.16xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","5.6980000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.16xlarge","Graphics Pro","64","Amazon Linux",,"USE1-graphics-pro.16xlarge-al-ib","Streaming:001","ImageBuilder","488",,"None","us-east-1","Amazon AppStream","32"
"NDYQGQR43U2KUG9S","JRTCKXETXF","NDYQGQR43U2KUG9S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.28 per hour for ImageBuilder-stream.graphics.g4dn.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.2800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge","Graphics","64","Windows",,"USE1-stream.graphics.g4dn.16xlarge-ib","Streaming:001","ImageBuilder","256",,"License Included","us-east-1","Amazon AppStream","16"
"NGGHAZNXAZFCMGBT","JRTCKXETXF","NGGHAZNXAZFCMGBT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.743 per hour for a Linux stream.graphics.g4dn.12xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","6.7430000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Amazon Linux",,"USE1-stream.graphics.g4dn.12xlarge-al-ib","Streaming:001","ImageBuilder","192",,"None","us-east-1","Amazon AppStream","64"
"NJWTN65TFUV7S772","JRTCKXETXF","NJWTN65TFUV7S772.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2 per hour for running a stream.compute.4xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.4xlarge","Compute optimized","16","Windows",,"USE1-stream.compute.4xlarge-ib","Streaming:001","ImageBuilder","30",,"License Included","us-east-1","Amazon AppStream","N/A"
"NQ342AU7KRAXJ5B9","JRTCKXETXF","NQ342AU7KRAXJ5B9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.1 per hour for running a stream.graphics-pro.8xlarge Image Builder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.1000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.8xlarge","Graphics Pro","32","Windows",,"USE1-graphics-pro.8xlarge-ib","Streaming:001","ImageBuilder","244",,"License Included","us-east-1","Amazon AppStream","16"
"NW2GP632UHTFZJNJ","JRTCKXETXF","NW2GP632UHTFZJNJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.64 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g5.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.6400000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge","Graphics G5","4","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.xlarge-rh-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","24"
"NWYHMANVF3MHASU7","JRTCKXETXF","NWYHMANVF3MHASU7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.883 per hour for Rocky Linux Fleet Instance stream.graphics.g4dn.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.8830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Rocky Linux",,"USE1-stream.graphics.g4dn.xlarge-rl-fl","Streaming:001","Fleet","16","false","License Included","us-east-1","Amazon AppStream","16"
"NXK7BTWZFDQQE6XM","JRTCKXETXF","NXK7BTWZFDQQE6XM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.56 per hour for Rocky Linux ImageBuilder stream.graphics.g5.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5600000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge","Graphics G5","4","Rocky Linux",,"USE1-stream.graphics.g5.xlarge-rl-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","24"
"P27JSPYQURBKYVXW","JRTCKXETXF","P27JSPYQURBKYVXW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.191 per hour for Rocky Linux ImageBuilder stream.compute.large in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.large","Compute optimized","2","Rocky Linux",,"USE1-stream.compute.large-rl-ib","Streaming:001","ImageBuilder","3.75","false","License Included","us-east-1","Amazon AppStream","N/A"
"P3YTSQG6BFDEJ7HA","JRTCKXETXF","P3YTSQG6BFDEJ7HA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.502 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g4dn.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5020000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge","Graphics","8","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.2xlarge-rh-fl","Streaming:001","Fleet","32","false","License Included","us-east-1","Amazon AppStream","16"
"P5J8ZJ82RBKMQE68","JRTCKXETXF","P5J8ZJ82RBKMQE68.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.29 per hour for Multi-Session Fleet-stream.graphics.g5.2xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","2.2900000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.2xlarge",,"8","Windows",,"USE1-stream.graphics.g5.2xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","24"
"P5RHUJVZ74DXR8SM","JRTCKXETXF","P5RHUJVZ74DXR8SM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.405 per hour for Rocky Linux Fleet Instance stream.graphics.g5.16xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","8.4050000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.16xlarge","Graphics G5","64","Rocky Linux",,"USE1-stream.graphics.g5.16xlarge-rl-fl","Streaming:001","Fleet","256","false","License Included","us-east-1","Amazon AppStream","24"
"P6TEAWKNFXANJNJH","JRTCKXETXF","P6TEAWKNFXANJNJH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.2 per hour for Rocky Linux ImageBuilder stream.graphics.g4dn.8xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","4.2000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Rocky Linux",,"USE1-stream.graphics.g4dn.8xlarge-rl-ib","Streaming:001","ImageBuilder","128","false","License Included","us-east-1","Amazon AppStream","16"
"P83AF3TPJJ4TAGQ2","JRTCKXETXF","P83AF3TPJJ4TAGQ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.945 per hour for Rocky Linux Fleet Instance stream.graphics.g5.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","2.9450000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.4xlarge","Graphics G5","16","Rocky Linux",,"USE1-stream.graphics.g5.4xlarge-rl-fl","Streaming:001","Fleet","64","false","License Included","us-east-1","Amazon AppStream","24"
"PBQJNETSWVD48ARA","JRTCKXETXF","PBQJNETSWVD48ARA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.29 per hour for ImageBuilder-stream.graphics.g5.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2900000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.2xlarge","Graphics G5","8","Windows",,"USE1-stream.graphics.g5.2xlarge-ib","Streaming:001","ImageBuilder","32",,"License Included","us-east-1","Amazon AppStream","24"
"PC6ZAEZP53U9CBF5","JRTCKXETXF","PC6ZAEZP53U9CBF5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.25 per hour for running a stream.graphics-design.large Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-design.large","Graphics Design","2","Windows",,"USE1-graphics-design.large-fl","Streaming:001","Fleet","7.5",,"License Included","us-east-1","Amazon AppStream","1"
"PDV36VFJESKN4XUR","JRTCKXETXF","PDV36VFJESKN4XUR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.14 per hour for ImageBuilder-stream.graphics.g4dn.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","5.1400000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Windows",,"USE1-stream.graphics.g4dn.8xlarge-ib","Streaming:001","ImageBuilder","128",,"License Included","us-east-1","Amazon AppStream","16"
"PEC6CPU73Q226VTU","JRTCKXETXF","PEC6CPU73Q226VTU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.262 per hour for Rocky Linux ImageBuilder stream.graphics.g4dn.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2630000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.4xlarge","Graphics","16","Rocky Linux",,"USE1-stream.graphics.g4dn.4xlarge-rl-ib","Streaming:001","ImageBuilder","64","false","License Included","us-east-1","Amazon AppStream","16"
"PFBN4JARUWEGT8HY","JRTCKXETXF","PFBN4JARUWEGT8HY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29 per hour for a AppBlockBuilder-stream.standard.large instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.2900000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Windows",,"USE1-stream.standard.large-abb","Streaming:001","AppBlockBuilder","8",,"License Included","us-east-1","Amazon AppStream","N/A"
"PFEPR2Z3KZ4P3ZHW","JRTCKXETXF","PFEPR2Z3KZ4P3ZHW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.182 per hour for Rocky Linux Fleet Instance stream.standard.large in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Rocky Linux",,"USE1-stream.standard.large-rl-fl","Streaming:001","Fleet","8","false","License Included","us-east-1","Amazon AppStream","N/A"
"PFJWDEVZS3RP5DX5","JRTCKXETXF","PFJWDEVZS3RP5DX5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.431 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.z1d.large in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.large-rh-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"PPWFRR2HGX8C6QAC","JRTCKXETXF","PPWFRR2HGX8C6QAC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.177 per hour for a Linux stream.standard.large ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1770000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Amazon Linux",,"USE1-stream.standard.large-al-ib","Streaming:001","ImageBuilder","8",,"None","us-east-1","Amazon AppStream","N/A"
"PSKBW7HV7QS7PUMS","JRTCKXETXF","PSKBW7HV7QS7PUMS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.23/user/month Multi-Session RDS SAL additional User fee (Total $6.42) in AWS region US East (N. Virginia)","2025-04-01","0","Inf","Month","2.2300000000","USD","User Fees","AmazonAppStream","US East (N. Virginia)","AWS Region",,,,"Windows","AS2 Provided Inc","USE1-Win-User-Multi-Session-Additional","RDS-CAL",,,,,"us-east-1","Amazon AppStream",
"PT6H8EYKZ6ZEKDT8","JRTCKXETXF","PT6H8EYKZ6ZEKDT8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.00 per hour for running a stream.graphics-design.4xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-design.4xlarge","Graphics Design","16","Windows",,"USE1-graphics-design.4xlarge-ib","Streaming:001","ImageBuilder","61",,"License Included","us-east-1","Amazon AppStream","8"
"PT8JT6WAQKHHJCS9","JRTCKXETXF","PT8JT6WAQKHHJCS9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8 per hour for a Windows stream.standard.2xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.8000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Windows",,"USE1-stream.standard.2xlarge-fl","Streaming:001","Fleet","32","true","License Included","us-east-1","Amazon AppStream","N/A"
"PW5QSXKBXS8CUPXU","JRTCKXETXF","PW5QSXKBXS8CUPXU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.502 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g4dn.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5020000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge","Graphics","8","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.2xlarge-rh-ib","Streaming:001","ImageBuilder","32","false","License Included","us-east-1","Amazon AppStream","16"
