"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-03-25T11:28:32Z"
"Version","20240325112832"
"OfferCode","AmazonLex"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Group","Group Description","usageType","operation","Input Mode","Learning Mode","Output Mode","Region Code","serviceName","Supported Modes"
"68ZERVRVWQ2JSM2Q","JRTCKXETXF","68ZERVRVWQ2JSM2Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for en-GB-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (en-GB)","USE1-en-GB-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"6AC58RDPMU5M579K","JRTCKXETXF","6AC58RDPMU5M579K.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for ca-ES-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (pt-BR)","USE1-pt-BR-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"6D39N7D5WBDRPJ83","JRTCKXETXF","6D39N7D5WBDRPJ83.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for fr-FR-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (fr-FR)","USE1-fr-FR-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6DBBW67AHQYQN7S5","JRTCKXETXF","6DBBW67AHQYQN7S5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for nl-NL-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (nl-NL)","USE1-nl-NL-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6EG8G5XPAK6A832C","JRTCKXETXF","6EG8G5XPAK6A832C.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for fr-CA-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes text to text requests (fr-CA)","USE1-fr-CA-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"6EPECDH4NEMDJWJ2","JRTCKXETXF","6EPECDH4NEMDJWJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for es-419-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (es-419)","USE1-es-419-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6H3NA6BZUYM5Q8H3","JRTCKXETXF","6H3NA6BZUYM5Q8H3.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for zh-CN-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (zh-CN)","USE1-zh-CN-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6HCJNB6QC6DHZDQT","JRTCKXETXF","6HCJNB6QC6DHZDQT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for es-ES-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (es-ES)","USE1-es-ES-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6JP2RA49QZ8SBDPK","JRTCKXETXF","6JP2RA49QZ8SBDPK.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for es-ES-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (es-ES)","USE1-es-ES-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"6KMGDH6MPBUB6XHU","JRTCKXETXF","6KMGDH6MPBUB6XHU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to text request in us-east-1 for it-IT","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (it-IT)","USE1-it-IT-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"6KQ657T6CQ63F3BJ","JRTCKXETXF","6KQ657T6CQ63F3BJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for en-GB-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (en-GB)","USE1-en-GB-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6MKW7W6S53KZK3BV","JRTCKXETXF","6MKW7W6S53KZK3BV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for fr-FR-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (fr-FR)","USE1-fr-FR-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"6NDS3W68MPKEQAF8","JRTCKXETXF","6NDS3W68MPKEQAF8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for it-IT-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (it-IT)","USE1-it-IT-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6NMDYY6JEFN9KX3P","JRTCKXETXF","6NMDYY6JEFN9KX3P.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for es-US-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (es-US)","USE1-es-US-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6RESUQ6R92X8XHK2","JRTCKXETXF","6RESUQ6R92X8XHK2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for pt-PT-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (pt-PT)","USE1-pt-PT-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"6RYXWSUXPS5DT7BA","JRTCKXETXF","6RYXWSUXPS5DT7BA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for ca-ES-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (pt-BR)","USE1-pt-BR-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6VJ49EHEK6S7K4TP","JRTCKXETXF","6VJ49EHEK6S7K4TP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for fr-FR-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (fr-FR)","USE1-fr-FR-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6WWCVHKKRGV7KFU9","JRTCKXETXF","6WWCVHKKRGV7KFU9.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for en-AU-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (en-AU)","USE1-en-AU-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6Y89ZCUG9FM3NX86","JRTCKXETXF","6Y89ZCUG9FM3NX86.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ko-KR-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes text to text requests (ko-KR)","USE1-ko-KR-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"6YV7364AH5RHVPH8","JRTCKXETXF","6YV7364AH5RHVPH8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for pt-PT-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (pt-PT)","USE1-pt-PT-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"6ZPYPN7E6MKGY47Z","JRTCKXETXF","6ZPYPN7E6MKGY47Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-IN-TextToText-Req : PostText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (en-IN)","USE1-en-IN-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"6ZX538JSV7RVMZC5","JRTCKXETXF","6ZX538JSV7RVMZC5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for fr-FR-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (fr-FR)","USE1-fr-FR-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"725CM3GPCSTYCFJ8","JRTCKXETXF","725CM3GPCSTYCFJ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for de-DE-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes text to text requests (de-DE)","USE1-de-DE-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"76MTRN9QQ26PF2JG","JRTCKXETXF","76MTRN9QQ26PF2JG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for es-419-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (es-419)","USE1-es-419-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7AURBDSY6TZHUX9H","JRTCKXETXF","7AURBDSY6TZHUX9H.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for zh-HK-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (zh-HK)","USE1-zh-HK-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"7CYFY9YPTKSU3UQE","JRTCKXETXF","7CYFY9YPTKSU3UQE.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for fi-FI-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (fi-FI)","USE1-fi-FI-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7DDBQJNJH4HME92K","JRTCKXETXF","7DDBQJNJH4HME92K.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for sv-SE-SpeechToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str","Processes speech to speech requests (sv-SE)","USE1-sv-SE-SpeechToSpeech-Str","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7GNV8FVG33P32RG5","JRTCKXETXF","7GNV8FVG33P32RG5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to text request in us-east-1 for de-DE","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text","Processes speech to text requests (de-DE)","USE1-de-DE-SpeechToText-Req","PostContent","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"7HMPMCMS492J66BF","JRTCKXETXF","7HMPMCMS492J66BF.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-ZA-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (en-ZA)","USE1-en-ZA-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"7HWVYD7RASEWDFC6","JRTCKXETXF","7HWVYD7RASEWDFC6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for en-GB-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (en-GB)","USE1-en-GB-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7N42W57TB4S7VHBB","JRTCKXETXF","7N42W57TB4S7VHBB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to text request in us-east-1 for es-419","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (es-419)","USE1-es-419-TextToText-Req","PostContent","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"7QBVPKJF94TAYS7N","JRTCKXETXF","7QBVPKJF94TAYS7N.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ar-AE-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (ar-AE)","USE1-ar-AE-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"7QVZRX7QE2YUCPMJ","JRTCKXETXF","7QVZRX7QE2YUCPMJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for nl-NL-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (nl-NL)","USE1-nl-NL-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7TC47J5BPCDBTE78","JRTCKXETXF","7TC47J5BPCDBTE78.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for fr-CA-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (fr-CA)","USE1-fr-CA-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7U9YN7M26VH29XVR","JRTCKXETXF","7U9YN7M26VH29XVR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to text request in us-east-1 for en-AU","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text","Processes speech to text requests (en-AU)","USE1-en-AU-SpeechToText-Req","PostContent","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"7X72RZ7K88PTBHSQ","JRTCKXETXF","7X72RZ7K88PTBHSQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ca-ES-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (pt-BR)","USE1-pt-BR-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"7Y2WYGQBGWGME3HC","JRTCKXETXF","7Y2WYGQBGWGME3HC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for zh-CN-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (zh-CN)","USE1-zh-CN-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"7Z96W3VG4ATKHG38","JRTCKXETXF","7Z96W3VG4ATKHG38.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for it-IT-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (it-IT)","USE1-it-IT-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"86KDRFVA7AWBFE5P","JRTCKXETXF","86KDRFVA7AWBFE5P.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to text request in us-east-1 for es-US","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (es-US)","USE1-es-US-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"86NZUUCRFY7W8EEV","JRTCKXETXF","86NZUUCRFY7W8EEV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for sv-SE-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (sv-SE)","USE1-sv-SE-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"88UV8C84VNHPFTKQ","JRTCKXETXF","88UV8C84VNHPFTKQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for ar-AE-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (ar-AE)","USE1-ar-AE-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"89FKDAX8JFV2EJ5E","JRTCKXETXF","89FKDAX8JFV2EJ5E.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for no-NO-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (no-NO)","USE1-no-NO-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"89S47NVPM4TZU8TM","JRTCKXETXF","89S47NVPM4TZU8TM.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for en-US-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes Text to Text requests only (en-US)","USE1-en-US-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"8AYZNRMQFSJ3RP8Y","JRTCKXETXF","8AYZNRMQFSJ3RP8Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for pt-PT-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (pt-pt)","USE1-pt-PT-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"8CBDAMWN8KKQRTNQ","JRTCKXETXF","8CBDAMWN8KKQRTNQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for pl-PL-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (pl-PL)","USE1-pl-PL-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"8GFBGCBARGYRGZYZ","JRTCKXETXF","8GFBGCBARGYRGZYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for hi-IN-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (hi-IN)","USE1-hi-IN-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"8HGQEKC3A8ZDFJNY","JRTCKXETXF","8HGQEKC3A8ZDFJNY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for zh-HK-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (zh-HK)","USE1-zh-HK-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8HZ344653U9WJCXU","JRTCKXETXF","8HZ344653U9WJCXU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for fr-FR-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (fr-FR)","USE1-fr-FR-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8JEGFJRMFE8QUDHX","JRTCKXETXF","8JEGFJRMFE8QUDHX.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for ja-JP-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (ja-JP)","USE1-ja-JP-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8JSE8VB89NABT3F4","JRTCKXETXF","8JSE8VB89NABT3F4.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for fr-FR-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes text to text requests (fr-FR)","USE1-fr-FR-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
