"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-03-25T11:28:32Z"
"Version","20240325112832"
"OfferCode","AmazonLex"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Group","Group Description","usageType","operation","Input Mode","Learning Mode","Output Mode","Region Code","serviceName","Supported Modes"
"U8QD85B9N7ZSBKK7","JRTCKXETXF","U8QD85B9N7ZSBKK7.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for it-IT-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (it-IT)","USE1-it-IT-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"U8Y6JSE9GS7EMSEQ","JRTCKXETXF","U8Y6JSE9GS7EMSEQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for es-419-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (es-419)","USE1-es-419-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"U9B2CJ7W8ZKRD8KE","JRTCKXETXF","U9B2CJ7W8ZKRD8KE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to speech request in us-east-1 for it-IT","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech","Processes speech to speech requests (it-IT)","USE1-it-IT-SpeechToSpeech-Req","PostContent","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"UC4U67X78UMF2ZD5","JRTCKXETXF","UC4U67X78UMF2ZD5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for de-DE-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (de-DE)","USE1-de-DE-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"UF79G9RKDDNX39UG","JRTCKXETXF","UF79G9RKDDNX39UG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for fr-CA-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (fr-CA)","USE1-fr-CA-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"UGSXDGQ79BSRRAVZ","JRTCKXETXF","UGSXDGQ79BSRRAVZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for hi-IN-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (hi-IN)","USE1-hi-IN-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"UMJ9CDHNMGAFSMX6","JRTCKXETXF","UMJ9CDHNMGAFSMX6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for en-US-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (en-US)","USE1-en-US-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"UP3J5DTJ8N9FD8GE","JRTCKXETXF","UP3J5DTJ8N9FD8GE.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for en-US-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (en-US)","USE1-en-US-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"UPMYE9NFMQM7MGB6","JRTCKXETXF","UPMYE9NFMQM7MGB6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for ca-ES-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (ca-es)","USE1-ca-ES-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"UQ2PRZNVJWZ6YDU4","JRTCKXETXF","UQ2PRZNVJWZ6YDU4.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for en-AU-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (en-AU)","USE1-en-AU-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"UQ5QE5W3DC8JEYZZ","JRTCKXETXF","UQ5QE5W3DC8JEYZZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for ko-KR-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (ko-KR)","USE1-ko-KR-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"URNDXBXTWP9JCMEN","JRTCKXETXF","URNDXBXTWP9JCMEN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-IN-TextToSpeech-Req : PostContent in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech","Processes text to speech requests (en-IN)","USE1-en-IN-TextToSpeech-Req","PostContent","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"UTFBFAXRZUFBH42V","JRTCKXETXF","UTFBFAXRZUFBH42V.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for es-ES-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes text to text requests (es-ES)","USE1-es-ES-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"UYCRKJWDBUHQ9PPJ","JRTCKXETXF","UYCRKJWDBUHQ9PPJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for de-AT-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (de-AT)","USE1-de-AT-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"UZ6K5HZCG9SJT3NN","JRTCKXETXF","UZ6K5HZCG9SJT3NN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for no-NO-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (no-NO)","USE1-no-NO-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"V3KJRHVNMWQH872A","JRTCKXETXF","V3KJRHVNMWQH872A.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for es-US-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (es-US)","USE1-es-US-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"V4UHUHZCKHMMDQVP","JRTCKXETXF","V4UHUHZCKHMMDQVP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-IN-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (en-IN)","USE1-en-IN-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"V4WUCK53NXECWA6W","JRTCKXETXF","V4WUCK53NXECWA6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for no-NO-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (no-NO)","USE1-no-NO-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"V52RKZHQ7TCD79QV","JRTCKXETXF","V52RKZHQ7TCD79QV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for ja-JP-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (ja-JP)","USE1-ja-JP-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"V5W8Y9R696FVRTSX","JRTCKXETXF","V5W8Y9R696FVRTSX.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for en-GB-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (en-GB)","USE1-en-GB-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"V8P5BFAKX8KEZ465","JRTCKXETXF","V8P5BFAKX8KEZ465.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for fr-CA-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (fr-CA)","USE1-fr-CA-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"V9EBSAZBSNYCS63T","JRTCKXETXF","V9EBSAZBSNYCS63T.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for hi-IN-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (hi-IN)","USE1-hi-IN-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"V9MDPYZ3DVEVKCW2","JRTCKXETXF","V9MDPYZ3DVEVKCW2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for it-IT-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (it-IT)","USE1-it-IT-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"VAA6DZ5DAHKXQ5ZR","JRTCKXETXF","VAA6DZ5DAHKXQ5ZR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for es-US-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (es-US)","USE1-es-US-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"VAJ2959ZHEADQN9W","JRTCKXETXF","VAJ2959ZHEADQN9W.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-US-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (en-US)","USE1-en-US-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"VD983BV6VKSMY698","JRTCKXETXF","VD983BV6VKSMY698.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for pt-PT-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (pt-pt)","USE1-pt-PT-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VDQZVQETM6JD6VS5","JRTCKXETXF","VDQZVQETM6JD6VS5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for zh-HK-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (zh-HK)","USE1-zh-HK-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"VEFPPD9JPTEZD3GY","JRTCKXETXF","VEFPPD9JPTEZD3GY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for it-IT-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (it-IT)","USE1-it-IT-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VFF7UZ9H332U8QJV","JRTCKXETXF","VFF7UZ9H332U8QJV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for es-419-SpeechToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str","Processes speech to speech requests (es-419)","USE1-es-419-SpeechToSpeech-Str","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VGUMXTWG6ZTDEUNW","JRTCKXETXF","VGUMXTWG6ZTDEUNW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for sv-SE-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes Text to Text requests only (sv-SE)","USE1-sv-SE-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"VHGT9KVBSDD5HAAE","JRTCKXETXF","VHGT9KVBSDD5HAAE.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for en-GB-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (en-GB)","USE1-en-GB-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VJ6RQKHR57HXFMSS","JRTCKXETXF","VJ6RQKHR57HXFMSS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for zh-CN-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (zh-CN)","USE1-zh-CN-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VJY7SSC8XPD8PMWR","JRTCKXETXF","VJY7SSC8XPD8PMWR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to text request in us-east-1 for it-IT","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text","Processes speech to text requests (it-IT)","USE1-it-IT-SpeechToText-Req","PostContent","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"VPHUYP3MRHDD8Y69","JRTCKXETXF","VPHUYP3MRHDD8Y69.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for pl-PL-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (pl-PL)","USE1-pl-PL-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VRUA9S2EHRZN4ZGY","JRTCKXETXF","VRUA9S2EHRZN4ZGY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for sv-SE-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (sv-SE)","USE1-sv-SE-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"VWEKDQ9JUN3E3MYR","JRTCKXETXF","VWEKDQ9JUN3E3MYR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for es-ES-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (es-ES)","USE1-es-ES-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"VXY8S8S2CPYWRPRQ","JRTCKXETXF","VXY8S8S2CPYWRPRQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for ar-AE-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (ar-AE)","USE1-ar-AE-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"W2QG4CBDNHRB7FPU","JRTCKXETXF","W2QG4CBDNHRB7FPU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for es-419-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (es-419)","USE1-es-419-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"W36KFDQ8SU5QMMFC","JRTCKXETXF","W36KFDQ8SU5QMMFC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to speech request in us-east-1 for en-GB","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech","Processes speech to speech requests (en-GB)","USE1-en-GB-SpeechToSpeech-Req","PostContent","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"W6Y8TYTWCVMYFTHS","JRTCKXETXF","W6Y8TYTWCVMYFTHS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for ko-KR-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (ko-KR)","USE1-ko-KR-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"W7KYCPFQ48CU9FTE","JRTCKXETXF","W7KYCPFQ48CU9FTE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to text request in us-east-1 for en-US","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only","USE1-en-US-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"W8UM66B5C63FWJ4U","JRTCKXETXF","W8UM66B5C63FWJ4U.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for ca-ES-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (ca-es)","USE1-ca-ES-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"W93GWWYMAR3M7MQV","JRTCKXETXF","W93GWWYMAR3M7MQV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for en-AU-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (en-AU)","USE1-en-AU-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"W9P75MJXU6G6K92R","JRTCKXETXF","W9P75MJXU6G6K92R.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for en-AU-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (en-AU)","USE1-en-AU-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"WB65NNMXZUG74B5Q","JRTCKXETXF","WB65NNMXZUG74B5Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to speech request in us-east-1 for fr-FR","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech","Processes text to speech requests (fr-FR)","USE1-fr-FR-TextToSpeech-Req","PostContent","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"WBP5DQNXRQ9RXHX8","JRTCKXETXF","WBP5DQNXRQ9RXHX8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for de-DE-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (de-DE)","USE1-de-DE-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"WCEWBJHSBVK4WTUX","JRTCKXETXF","WCEWBJHSBVK4WTUX.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for zh-HK-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (zh-HK)","USE1-zh-HK-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"WDTPJ8BPSXBBUAPJ","JRTCKXETXF","WDTPJ8BPSXBBUAPJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for en-AU-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes text to text requests (en-AU)","USE1-en-AU-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"WJWCC6HFUEMW46NW","JRTCKXETXF","WJWCC6HFUEMW46NW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for fi-FI-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (fi-FI)","USE1-fi-FI-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"WNTVU7H5PSBA5W4E","JRTCKXETXF","WNTVU7H5PSBA5W4E.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for en-AU-SpeechToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str","Processes speech to speech requests (en-AU)","USE1-en-AU-SpeechToSpeech-Str","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
