"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-02-17T19:49:44Z"
"Version","20250217194944"
"OfferCode","AWSElementalMediaConvert"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Description","Location","Location Type","usageType","operation","AddOn Feature","MinuteState","Region Code","serviceName","Tier","Transcoding Result","Video Codec","Video Frame Rate","Video Quality Setting","Video Resolution"
"DZ8PHN3G29NVSZYU","JRTCKXETXF","DZ8PHN3G29NVSZYU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07875/min - US East (N. Virginia) - SD, VP9, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0787500000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP9-SD-MHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP9","<=30 fps","Multi-pass HQ","SD"
"E5ZP68M5YQUKRTDW","JRTCKXETXF","E5ZP68M5YQUKRTDW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015/min - US East (N. Virginia) - HD, AVC/H.264, <=30 fps, Single pass, Basic Tier","2025-02-01","0","Inf","minutes","0.0150000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-AVC-HD-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","AVC/H.264","<=30 fps","Single pass","HD"
"E6Y8ZWWS9V8BCNEC","JRTCKXETXF","E6Y8ZWWS9V8BCNEC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018/min - US East (N. Virginia) - SD, MPEG2, >60 fps and <=120 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0180000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-SD-S-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">60 fps and <=120 fps","Single pass","SD"
"E7CZVW4GQF7J2FGX","JRTCKXETXF","E7CZVW4GQF7J2FGX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.108/min - US East (N. Virginia) - 4K, VP8, >60 fps and <=120 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.1080000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP8-4K-M-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP8",">60 fps and <=120 fps","Multi-pass","4K"
"EMGRKE6WH4F6HC27","JRTCKXETXF","EMGRKE6WH4F6HC27.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015/min - US East (N. Virginia) - SD, AVC/H.264, >30 fps and <=60 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0150000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-SD-S-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">30 fps and <=60 fps","Single pass","SD"
"ESXGW2WV6T8KMX5C","JRTCKXETXF","ESXGW2WV6T8KMX5C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03/min - US East (N. Virginia) - SD, VP9, >60 fps and <=120 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.0300000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP9-SD-M-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP9",">60 fps and <=120 fps","Multi-pass","SD"
"F56MEM8KV9TCNJQU","JRTCKXETXF","F56MEM8KV9TCNJQU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.042/min - US East (N. Virginia) - HD, XAVC, <=30 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0420000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-XAVC-HD-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","XAVC","<=30 fps","Single pass","HD"
"F9JNFU6XMY83HT9B","JRTCKXETXF","F9JNFU6XMY83HT9B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0735/min - US East (N. Virginia) - HD, XAVC, <=30 fps, Multi-pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0735000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-XAVC-HD-MHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","XAVC","<=30 fps","Multi-pass HQ","HD"
"F9W933GF3G79XHSU","JRTCKXETXF","F9W933GF3G79XHSU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018/min - US East (N. Virginia) - HD, GIF, <=30 fps, NA, Basic Tier","2025-02-01","0","Inf","minutes","0.0180000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-GIF-HD-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","GIF","<=30 fps","NA","HD"
"FC5C5M3MP29242BJ","JRTCKXETXF","FC5C5M3MP29242BJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.192 per minute for SD, AV1, >30 fps and <=60 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.1920000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AV1-SD-SHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AV1",">30 fps and <=60 fps","Single pass HQ","SD"
"FCYFVREFRYX6VT73","JRTCKXETXF","FCYFVREFRYX6VT73.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06 per minute for HD, HEVC/H.265, >30 fps and <=60 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-HD-SHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">30 fps and <=60 fps","Single pass HQ","HD"
"FTAYGBY57XDFMW5C","JRTCKXETXF","FTAYGBY57XDFMW5C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.126/min - US East (N. Virginia) - 4K, MPEG2, >60 fps and <=120 fps, Multi-pass, Pro Tier","2025-02-01","0","Inf","minutes","0.1260000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-4K-M-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">60 fps and <=120 fps","Multi-pass","4K"
"FVMG4Z4R9EEKB5BM","JRTCKXETXF","FVMG4Z4R9EEKB5BM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.084/min - US East (N. Virginia) - 4K, MPEG2, <=30 fps, Multi-pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0840000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-4K-M-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2","<=30 fps","Multi-pass","4K"
"FVWWP8ANDAAKHKVH","JRTCKXETXF","FVWWP8ANDAAKHKVH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.063/min - US East (N. Virginia) - HD, MPEG2, >60 fps and <=120 fps, Multi-pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0630000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-HD-M-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">60 fps and <=120 fps","Multi-pass","HD"
"FWWX9VZ8EVDRQYX9","JRTCKXETXF","FWWX9VZ8EVDRQYX9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0225/min - US East (N. Virginia) - HD, GIF, >30 fps and <=60 fps, NA, Basic Tier","2025-02-01","0","Inf","minutes","0.0225000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-GIF-HD-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","GIF",">30 fps and <=60 fps","NA","HD"
"GCE6ZJFRR6ZXY28T","JRTCKXETXF","GCE6ZJFRR6ZXY28T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$400/slot - US East (N. Virginia) - Reserved Transcoding","2025-02-01","0","Inf","Reserved Slots","400.0000000000","USD","Reserved Transcoding","AWSElementalMediaConvert","MonthlyRTS","US East (N. Virginia)","AWS Region","IAD-RTS-Y","",,,"us-east-1","AWS Elemental MediaConvert","Reserved",,,,,
"GHAWD2CMHQR4R3BG","JRTCKXETXF","GHAWD2CMHQR4R3BG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.042/min - US East (N. Virginia) - HD, AVC/H.264, <=30 fps, Multi-pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0420000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-HD-MHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264","<=30 fps","Multi-pass HQ","HD"
"GVJTVCNSK4GDX6DT","JRTCKXETXF","GVJTVCNSK4GDX6DT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0525/min - US East (N. Virginia) - HD, VP9, >30 fps and <=60 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.0525000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP9-HD-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP9",">30 fps and <=60 fps","Multi-pass","HD"
"GYF6YCARTPGR9E69","JRTCKXETXF","GYF6YCARTPGR9E69.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.048/min - US East (N. Virginia) - 4K, AVC/H.264, <=30 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0480000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-4K-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264","<=30 fps","Single pass","4K"
"GYX8P9JTJ2D3K6GN","JRTCKXETXF","GYX8P9JTJ2D3K6GN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0378/min - US East (N. Virginia) - SD, VP8, >30 fps and <=60 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0378000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-SD-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8",">30 fps and <=60 fps","Multi-pass","SD"
"H28MW9CMCX8MBRA5","JRTCKXETXF","H28MW9CMCX8MBRA5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02/min - US East (N. Virginia) - HD, Pass-Through, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0200000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PASS-HD-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Pass-Through","<=30 fps","NA","HD"
"HDRFNAEU37AQNTEA","JRTCKXETXF","HDRFNAEU37AQNTEA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.672 per minute for 8K, HEVC/H.265, <=30 fps, Multi-pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.6720000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-8K-MHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265","<=30 fps","Multi-pass HQ","8K"
"HFA4KV6KMU4S7HPA","JRTCKXETXF","HFA4KV6KMU4S7HPA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.768 per minute for 4K, AV1, >30 fps and <=60 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.7680000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AV1-4K-SHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AV1",">30 fps and <=60 fps","Single pass HQ","4K"
"HJCRC2HTTM4V77MX","JRTCKXETXF","HJCRC2HTTM4V77MX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/min - US East (N. Virginia) - Add-On charge for Dolby Vision SD","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-DOLBY_VIS-SD","","Dolby Vision SD","Untransformed","us-east-1","AWS Elemental MediaConvert","Add-On","Success",,,,
"HMJH82RZCKRKEYR2","JRTCKXETXF","HMJH82RZCKRKEYR2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.384 per minute for 4K, AV1, <=30 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.3840000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AV1-4K-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AV1","<=30 fps","Single pass HQ","4K"
"J7ACHFYJTK5S4FB2","JRTCKXETXF","J7ACHFYJTK5S4FB2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.84 per minute for 8K, HEVC/H.265, >30 fps and <=60 fps, Multi-pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.8400000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-8K-MHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">30 fps and <=60 fps","Multi-pass HQ","8K"
"JCB9BSSDFKA9QYJN","JRTCKXETXF","JCB9BSSDFKA9QYJN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.24/min - US East (N. Virginia) - Add-On charge for Dolby Vision 4K","2025-02-01","0","Inf","minutes","0.2400000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-DOLBY_VIS-4K","","Dolby Vision 4K","Untransformed","us-east-1","AWS Elemental MediaConvert","Add-On","Success",,,,
"JD7XCMAVFYJCDQWV","JRTCKXETXF","JD7XCMAVFYJCDQWV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015/min - US East (N. Virginia) - SD, MPEG2, >30 fps and <=60 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0150000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-SD-S-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">30 fps and <=60 fps","Single pass","SD"
"JDUAN2YK3NCX65P4","JRTCKXETXF","JDUAN2YK3NCX65P4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02592/min - US East (N. Virginia) - SD, VP8, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0259200000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-SD-MHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8","<=30 fps","Multi-pass HQ","SD"
"JKXYGKH39RA8R4SU","JRTCKXETXF","JKXYGKH39RA8R4SU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20736/min - US East (N. Virginia) - 4K, VP8, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.2073600000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-4K-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8",">60 fps and <=120 fps","Multi-pass HQ","4K"
"JM2GTHMJG3STJWAA","JRTCKXETXF","JM2GTHMJG3STJWAA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0432/min - US East (N. Virginia) - HD, VP8, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0432000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-HD-M-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8","<=30 fps","Multi-pass","HD"
"JP8G8VWW3EYTDHF2","JRTCKXETXF","JP8G8VWW3EYTDHF2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.576 per minute for 8K, HEVC/H.265, >60 fps and <=120 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.5760000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-8K-SHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">60 fps and <=120 fps","Single pass HQ","8K"
"JT24BECSSANK4BFC","JRTCKXETXF","JT24BECSSANK4BFC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/min - US East (N. Virginia) - HD, VC3, >30 fps and <=60 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VC3-HD-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VC3",">30 fps and <=60 fps","Single pass","HD"
"JXX4DFGGCKUJZWD7","JRTCKXETXF","JXX4DFGGCKUJZWD7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.024/min - US East (N. Virginia) - SD, Apple ProRes, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0240000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PR-SD-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Apple ProRes","<=30 fps","NA","SD"
"JY7QSRN8C859G9SZ","JRTCKXETXF","JY7QSRN8C859G9SZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0216/min - US East (N. Virginia) - SD, VP8, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0216000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-SD-M-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8","<=30 fps","Multi-pass","SD"
"JZ3HU7BMGHV7T5S5","JRTCKXETXF","JZ3HU7BMGHV7T5S5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0288/min - US East (N. Virginia) - HD, GIF, <=30 fps, NA, Pro Tier","2025-02-01","0","Inf","minutes","0.0288000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-GIF-HD-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","GIF","<=30 fps","NA","HD"
"K5MSY4P7K7JG9EGN","JRTCKXETXF","K5MSY4P7K7JG9EGN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0636 per minute for SD, HEVC/H.265, >60 fps and <=120 fps, Multi-pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.0636000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-SD-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">60 fps and <=120 fps","Multi-pass HQ","SD"
"K5PWGZRRKBG2MG6R","JRTCKXETXF","K5PWGZRRKBG2MG6R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036/min - US East (N. Virginia) - SD, Apple ProRes, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0360000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PR-SD-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Apple ProRes",">60 fps and <=120 fps","NA","SD"
"KJBUUZMKMURVPMPZ","JRTCKXETXF","KJBUUZMKMURVPMPZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0288/min - US East (N. Virginia) - SD, GIF, >60 fps and <=120 fps, NA, Pro Tier","2025-02-01","0","Inf","minutes","0.0288000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-GIF-SD-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","GIF",">60 fps and <=120 fps","NA","SD"
"KPK83BZDGM3ZUYAK","JRTCKXETXF","KPK83BZDGM3ZUYAK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03/min - US East (N. Virginia) - SD, HEVC/H.265, >30 fps and <=60 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0300000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-SD-S-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">30 fps and <=60 fps","Single pass","SD"
"KQFH56HVQ82FUCYT","JRTCKXETXF","KQFH56HVQ82FUCYT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012/min - US East (N. Virginia) - SD, AVC/H.264, <=30 fps, Single pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0120000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-SD-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264","<=30 fps","Single pass HQ","SD"
"KWSR45ZJ7HGV3QY4","JRTCKXETXF","KWSR45ZJ7HGV3QY4.JRTCKXETXF.NADQ2ZJX8V","OnDemand","$0.0075/min - US East (N. Virginia)  - Normalized Transcoding Minute - Basic","2025-02-01","0","100000","minutes","0.0075000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-Normalized-Transcode-Minute-Basic","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","NA","NA","NA","NA"
"KWSR45ZJ7HGV3QY4","JRTCKXETXF","KWSR45ZJ7HGV3QY4.JRTCKXETXF.9H3PSG253F","OnDemand","$0.0053/min - US East (N. Virginia)  - Normalized Transcoding Minute - Basic","2025-02-01","100000","1000000","minutes","0.0053000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-Normalized-Transcode-Minute-Basic","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","NA","NA","NA","NA"
"KWSR45ZJ7HGV3QY4","JRTCKXETXF","KWSR45ZJ7HGV3QY4.JRTCKXETXF.GWFQKVF58C","OnDemand","$0.0038/min - US East (N. Virginia)  - Normalized Transcoding Minute - Basic","2025-02-01","1000000","20000000","minutes","0.0038000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-Normalized-Transcode-Minute-Basic","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","NA","NA","NA","NA"
"KWSR45ZJ7HGV3QY4","JRTCKXETXF","KWSR45ZJ7HGV3QY4.JRTCKXETXF.TXDXA8QPBP","OnDemand","$0.0019/min - US East (N. Virginia)  - Normalized Transcoding Minute - Basic","2025-02-01","20000000","Inf","minutes","0.0019000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-Normalized-Transcode-Minute-Basic","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","NA","NA","NA","NA"
"M5WS9GFDWE9C5VAB","JRTCKXETXF","M5WS9GFDWE9C5VAB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.096/min - US East (N. Virginia) - 4K, HEVC/H.265, <=30 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0960000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-4K-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265","<=30 fps","Single pass","4K"
"MT93EKSG8XPWGC3R","JRTCKXETXF","MT93EKSG8XPWGC3R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0945/min - US East (N. Virginia) - 4K, VP8, >30 fps and <=60 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.0945000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP8-4K-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP8",">30 fps and <=60 fps","Multi-pass","4K"
"MXU5JAN76YBGCEX9","JRTCKXETXF","MXU5JAN76YBGCEX9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.008 per minute for 8K, HEVC/H.265, >60 fps and <=120 fps, Multi-pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","1.0080000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-8K-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">60 fps and <=120 fps","Multi-pass HQ","8K"
"NNA742DNSEUX6G7Y","JRTCKXETXF","NNA742DNSEUX6G7Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125/min - US East (N. Virginia) - SD, Pass-Through, >30 fps and <=60 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0125000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PASS-SD-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Pass-Through",">30 fps and <=60 fps","NA","SD"
"NRVAGT33MZSSYEVR","JRTCKXETXF","NRVAGT33MZSSYEVR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.042/min - US East (N. Virginia) - HD, XAVC, <=30 fps, Single pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0420000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-XAVC-HD-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","XAVC","<=30 fps","Single pass HQ","HD"
"NUZ58BFK9A8XQ3EG","JRTCKXETXF","NUZ58BFK9A8XQ3EG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.021/min - US East (N. Virginia) - SD, AVC/H.264, <=30 fps, Multi-pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0210000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-SD-MHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264","<=30 fps","Multi-pass HQ","SD"
