"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-02-17T19:49:44Z"
"Version","20250217194944"
"OfferCode","AWSElementalMediaConvert"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Description","Location","Location Type","usageType","operation","AddOn Feature","MinuteState","Region Code","serviceName","Tier","Transcoding Result","Video Codec","Video Frame Rate","Video Quality Setting","Video Resolution"
"86T8J2XSHTH32HHM","JRTCKXETXF","86T8J2XSHTH32HHM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5145/min - US East (N. Virginia) - 4K, XAVC, >30 fps and <=60 fps, Multi-pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.5145000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-XAVC-4K-MHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","XAVC",">30 fps and <=60 fps","Multi-pass HQ","4K"
"8F6ZDGKZK8KD5S8M","JRTCKXETXF","8F6ZDGKZK8KD5S8M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/min - US East (N. Virginia) - 4K, Pass-Through, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PASS-4K-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Pass-Through",">60 fps and <=120 fps","NA","4K"
"8FT7UZMNFJFMAJAH","JRTCKXETXF","8FT7UZMNFJFMAJAH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04/min - US East (N. Virginia) - 4K, Pass-Through, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0400000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PASS-4K-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Pass-Through","<=30 fps","NA","4K"
"8JQBF6TP548GVKDC","JRTCKXETXF","8JQBF6TP548GVKDC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.768 per minute for HD, AV1, >60 fps and <=120 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.7680000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AV1-HD-SHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AV1",">60 fps and <=120 fps","Single pass HQ","HD"
"8JXVFXUZQFFUZGTJ","JRTCKXETXF","8JXVFXUZQFFUZGTJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0576/min - US East (N. Virginia) - 4K, GIF, >60 fps and <=120 fps, NA, Pro Tier","2025-02-01","0","Inf","minutes","0.0576000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-GIF-4K-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","GIF",">60 fps and <=120 fps","NA","4K"
"8KWJTET47URPAQ8D","JRTCKXETXF","8KWJTET47URPAQ8D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036 per minute for SD, HEVC/H.265, >60 fps and <=120 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.0360000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-SD-SHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">60 fps and <=120 fps","Single pass HQ","SD"
"8UX4NGZXSUGG29U7","JRTCKXETXF","8UX4NGZXSUGG29U7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.192 per minute for HD, AV1, <=30 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.1920000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AV1-HD-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AV1","<=30 fps","Single pass HQ","HD"
"92CRCG5H5MW2BHQR","JRTCKXETXF","92CRCG5H5MW2BHQR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015/min - US East (N. Virginia) - HD, AVC/H.264, <=30 fps, Single pass HQ, Basic Tier","2025-02-01","0","Inf","minutes","0.0150000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-AVC-HD-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","AVC/H.264","<=30 fps","Single pass HQ","HD"
"977SX2SUYEQNJKM3","JRTCKXETXF","977SX2SUYEQNJKM3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/min - US East (N. Virginia) - 4K, VP9, <=30 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP9-4K-M-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP9","<=30 fps","Multi-pass","4K"
"9BANS98V48H4HUMV","JRTCKXETXF","9BANS98V48H4HUMV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012/min - US East (N. Virginia) - SD, MPEG2, <=30 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0120000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-SD-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2","<=30 fps","Single pass","SD"
"9BAPZQANPMXFDMHR","JRTCKXETXF","9BAPZQANPMXFDMHR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015/min - US East (N. Virginia) - SD, GIF, >30 fps and <=60 fps, NA, Basic Tier","2025-02-01","0","Inf","minutes","0.0150000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-GIF-SD-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","GIF",">30 fps and <=60 fps","NA","SD"
"9GRZ7AN96EF5TUM2","JRTCKXETXF","9GRZ7AN96EF5TUM2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03/min - US East (N. Virginia) - HD, MPEG2, >30 fps and <=60 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0300000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-HD-S-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">30 fps and <=60 fps","Single pass","HD"
"9S3R6WEXWQQX7NSW","JRTCKXETXF","9S3R6WEXWQQX7NSW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.096/min - US East (N. Virginia) - 4K, Apple ProRes, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0960000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PR-4K-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Apple ProRes","<=30 fps","NA","4K"
"9UYEP5KPMW45QUG2","JRTCKXETXF","9UYEP5KPMW45QUG2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.072/min - US East (N. Virginia) - 4K, AVC/H.264, >60 fps and <=120 fps, Single pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0720000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-4K-SHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">60 fps and <=120 fps","Single pass HQ","4K"
"A3PFSEH98T5248KQ","JRTCKXETXF","A3PFSEH98T5248KQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.024/min - US East (N. Virginia) - SD, GIF, >30 fps and <=60 fps, NA, Pro Tier","2025-02-01","0","Inf","minutes","0.0240000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-GIF-SD-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","GIF",">30 fps and <=60 fps","NA","SD"
"A647M3RJFRCXUU8D","JRTCKXETXF","A647M3RJFRCXUU8D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.252 per minute for 4K, HEVC/H.265, >60 fps and <=120 fps, Multi-pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.2520000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-4K-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">60 fps and <=120 fps","Multi-pass HQ","4K"
"A6A62UB5ZZ243YDB","JRTCKXETXF","A6A62UB5ZZ243YDB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0375/min - US East (N. Virginia) - 4K, AVC/H.264, >30 fps and <=60 fps, Single pass, Basic Tier","2025-02-01","0","Inf","minutes","0.0375000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-AVC-4K-S-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","AVC/H.264",">30 fps and <=60 fps","Single pass","4K"
"A6P77R7CZ2E6QU9C","JRTCKXETXF","A6P77R7CZ2E6QU9C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03/min - US East (N. Virginia) - HD, Pass-Through, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0300000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PASS-HD-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Pass-Through",">60 fps and <=120 fps","NA","HD"
"A94JJNU49J9J8VX8","JRTCKXETXF","A94JJNU49J9J8VX8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.105/min - US East (N. Virginia) - 4K, MPEG2, >30 fps and <=60 fps, Multi-pass, Pro Tier","2025-02-01","0","Inf","minutes","0.1050000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-4K-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">30 fps and <=60 fps","Multi-pass","4K"
"AFCEH2HQJXJSF8B7","JRTCKXETXF","AFCEH2HQJXJSF8B7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/min - US East (N. Virginia) - 4K, AVC/H.264, >30 fps and <=60 fps, Single pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-4K-SHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">30 fps and <=60 fps","Single pass HQ","4K"
"AKMP4DJDZ96JYTKP","JRTCKXETXF","AKMP4DJDZ96JYTKP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.21/min - US East (N. Virginia) - 4K, VP9, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.2100000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP9-4K-M-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP9","<=30 fps","Multi-pass","4K"
"AP2TEFR4KTC5JT5P","JRTCKXETXF","AP2TEFR4KTC5JT5P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04725/min - US East (N. Virginia) - HD, VP8, >30 fps and <=60 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.0472500000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP8-HD-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP8",">30 fps and <=60 fps","Multi-pass","HD"
"AQ2H2QC7958CPSUG","JRTCKXETXF","AQ2H2QC7958CPSUG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0525/min - US East (N. Virginia) - HD, AVC/H.264, >30 fps and <=60 fps, Multi-pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0525000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-HD-MHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">30 fps and <=60 fps","Multi-pass HQ","HD"
"AQM6QR9MJU8D6QX8","JRTCKXETXF","AQM6QR9MJU8D6QX8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.63/min - US East (N. Virginia) - 4K, VP9, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.6300000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP9-4K-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP9",">60 fps and <=120 fps","Multi-pass HQ","4K"
"AU39QWUJWGMNEA63","JRTCKXETXF","AU39QWUJWGMNEA63.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.027/min - US East (N. Virginia) - HD, GIF, >60 fps and <=120 fps, NA, Basic Tier","2025-02-01","0","Inf","minutes","0.0270000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-GIF-HD-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","GIF",">60 fps and <=120 fps","NA","HD"
"AXANJVF74HHKMESE","JRTCKXETXF","AXANJVF74HHKMESE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018/min - US East (N. Virginia) - SD, AVC/H.264, >60 fps and <=120 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0180000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-SD-S-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">60 fps and <=120 fps","Single pass","SD"
"AYEBBVPNRG8AZYWV","JRTCKXETXF","AYEBBVPNRG8AZYWV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.144/min - US East (N. Virginia) - 4K, Apple ProRes, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.1440000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PR-4K-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Apple ProRes",">60 fps and <=120 fps","NA","4K"
"B5NPVKRYXJVR38AV","JRTCKXETXF","B5NPVKRYXJVR38AV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003/min - US East (N. Virginia) - Audio-only, Basic Tier","2025-02-01","0","Inf","minutes","0.0030000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-NA-AUD-NA-NA","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","NA","NA","NA","Audio"
"B6W782GE47BBGQYC","JRTCKXETXF","B6W782GE47BBGQYC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.072/min - US East (N. Virginia) - 4K, MPEG2, >60 fps and <=120 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0720000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-MP2-4K-S-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","MPEG2",">60 fps and <=120 fps","Single pass","4K"
"B73UH4CDD2TR2MQX","JRTCKXETXF","B73UH4CDD2TR2MQX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036/min - US East (N. Virginia) - HD, AVC/H.264, >60 fps and <=120 fps, Single pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.0360000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-HD-SHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">60 fps and <=120 fps","Single pass HQ","HD"
"B8K5R7HMPB8AVQZV","JRTCKXETXF","B8K5R7HMPB8AVQZV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.023625/min - US East (N. Virginia) - SD, VP8, >30 fps and <=60 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.0236250000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP8-SD-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP8",">30 fps and <=60 fps","Multi-pass","SD"
"BDK2ZNBZ8Q8JGFEZ","JRTCKXETXF","BDK2ZNBZ8Q8JGFEZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.105/min - US East (N. Virginia) - HD, VP9, <=30 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.1050000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP9-HD-M-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP9","<=30 fps","Multi-pass","HD"
"BDT24QPZPPPZPEDN","JRTCKXETXF","BDT24QPZPPPZPEDN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.045/min - US East (N. Virginia) - 4K, AVC/H.264, >60 fps and <=120 fps, Single pass HQ, Basic Tier","2025-02-01","0","Inf","minutes","0.0450000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-AVC-4K-SHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","AVC/H.264",">60 fps and <=120 fps","Single pass HQ","4K"
"BE3GKZJJ58BQVBSQ","JRTCKXETXF","BE3GKZJJ58BQVBSQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12/min - US East (N. Virginia) - 4K, Apple ProRes, >30 fps and <=60 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.1200000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-PR-4K-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","Apple ProRes",">30 fps and <=60 fps","NA","4K"
"BGBF9KF3WM2C3AX7","JRTCKXETXF","BGBF9KF3WM2C3AX7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.42/min - US East (N. Virginia) - 4K, VP9, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.4200000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP9-4K-M-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP9",">60 fps and <=120 fps","Multi-pass","4K"
"BQBETCW9VGFMZKHV","JRTCKXETXF","BQBETCW9VGFMZKHV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.096 per minute for 4K, HEVC/H.265, <=30 fps, Single pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.0960000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-4K-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265","<=30 fps","Single pass HQ","4K"
"BTD9M7243A3G5M3A","JRTCKXETXF","BTD9M7243A3G5M3A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012/min - US East (N. Virginia) - SD, GIF, <=30 fps, NA, Basic Tier","2025-02-01","0","Inf","minutes","0.0120000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-GIF-SD-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","GIF","<=30 fps","NA","SD"
"BVFYH2URXAS39GDZ","JRTCKXETXF","BVFYH2URXAS39GDZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.126/min - US East (N. Virginia) - 4K, AVC/H.264, >60 fps and <=120 fps, Multi-pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.1260000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-4K-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264",">60 fps and <=120 fps","Multi-pass HQ","4K"
"C4P6WQ82E6E39DJ2","JRTCKXETXF","C4P6WQ82E6E39DJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0864/min - US East (N. Virginia) - HD, VP8, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0864000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-HD-M-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8",">60 fps and <=120 fps","Multi-pass","HD"
"C6KS64GYQKWBK6S4","JRTCKXETXF","C6KS64GYQKWBK6S4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/min - US East (N. Virginia) - HDR10+ 4K","2025-02-01","0","Inf","minutes","0.0600000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-HDR10PLUS-4K","","HDR10+ 4K","Untransformed","us-east-1","AWS Elemental MediaConvert","Add-On","Success",,,,
"CEHAUXRV9F88CB89","JRTCKXETXF","CEHAUXRV9F88CB89.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.21 per minute for 4K, HEVC/H.265, >30 fps and <=60 fps, Multi-pass HQ, Pro tier in US East (N. Virginia)","2025-02-01","0","Inf","minutes","0.2100000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-HEVC-4K-MHQ-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","HEVC/H.265",">30 fps and <=60 fps","Multi-pass HQ","4K"
"CGQBG268RSBHDUZ4","JRTCKXETXF","CGQBG268RSBHDUZ4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.168/min - US East (N. Virginia) - 4K, AVC-Intra, <=30 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.1680000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVCI-4K-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC-Intra","<=30 fps","Single pass","4K"
"CPV5YDVN6HXBUMW2","JRTCKXETXF","CPV5YDVN6HXBUMW2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.048/min - US East (N. Virginia) - 4K, GIF, >30 fps and <=60 fps, NA, Pro Tier","2025-02-01","0","Inf","minutes","0.0480000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-GIF-4K-NA-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","GIF",">30 fps and <=60 fps","NA","4K"
"CQKAH3NFPTFBG42C","JRTCKXETXF","CQKAH3NFPTFBG42C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0192/min - US East (N. Virginia) - SD, GIF, <=30 fps, NA, Pro Tier","2025-02-01","0","Inf","minutes","0.0192000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-GIF-SD-NA-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","GIF","<=30 fps","NA","SD"
"CVQAYUJ7FVBJDK2T","JRTCKXETXF","CVQAYUJ7FVBJDK2T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.105/min - US East (N. Virginia) - 4K, VP9, >30 fps and <=60 fps, Basic Tier","2025-02-01","0","Inf","minutes","0.1050000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-VP9-4K-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","VP9",">30 fps and <=60 fps","Multi-pass","4K"
"DA8D4GXTGF3HNUAE","JRTCKXETXF","DA8D4GXTGF3HNUAE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0756/min - US East (N. Virginia) - HD, VP8, >30 fps and <=60 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0756000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-HD-M-60","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8",">30 fps and <=60 fps","Multi-pass","HD"
"DMJDZGZ5X5PTW76M","JRTCKXETXF","DMJDZGZ5X5PTW76M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05184/min - US East (N. Virginia) - SD, VP8, >60 fps and <=120 fps, Pro Tier","2025-02-01","0","Inf","minutes","0.0518400000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-VP8-SD-MHQ-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","VP8",">60 fps and <=120 fps","Multi-pass HQ","SD"
"DREJ2BVFJBDSF6QY","JRTCKXETXF","DREJ2BVFJBDSF6QY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.168/min - US East (N. Virginia) - 4K, XAVC, <=30 fps, Single pass HQ, Pro Tier","2025-02-01","0","Inf","minutes","0.1680000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-XAVC-4K-SHQ-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","XAVC","<=30 fps","Single pass HQ","4K"
"DUGXQ8YHPBQQXH8D","JRTCKXETXF","DUGXQ8YHPBQQXH8D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0113/min - US East (N. Virginia) - SD, AVC/H.264, >60 fps and <=120 fps, Single pass, Basic Tier","2025-02-01","0","Inf","minutes","0.0113000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-AVC-SD-S-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","AVC/H.264",">60 fps and <=120 fps","Single pass","SD"
"DWA2DWFR8TX2MBT4","JRTCKXETXF","DWA2DWFR8TX2MBT4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012/min - US East (N. Virginia) - SD, AVC/H.264, <=30 fps, Single pass, Pro Tier","2025-02-01","0","Inf","minutes","0.0120000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-P-AVC-SD-S-30","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Professional","Success","AVC/H.264","<=30 fps","Single pass","SD"
"DYG2WSJ32D6HHBPY","JRTCKXETXF","DYG2WSJ32D6HHBPY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.036/min - US East (N. Virginia) - 4K, GIF, >60 fps and <=120 fps, NA, Basic Tier","2025-02-01","0","Inf","minutes","0.0360000000","USD","Transcode minute","AWSElementalMediaConvert",,"US East (N. Virginia)","AWS Region","IAD-B-GIF-4K-NA-120","",,"Untransformed","us-east-1","AWS Elemental MediaConvert","Basic","Success","GIF",">60 fps and <=120 fps","NA","4K"
