"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-10-29T17:38:54Z"
"Version","20241029173854"
"OfferCode","AWSGreengrass"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Region Code","serviceName","Tenancy Support"
"H4UXPATZVM7F6RYF","JRTCKXETXF","H4UXPATZVM7F6RYF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per Active GGC Device","2024-10-01","0","Inf","Active-GGC-Devices","0.1600000000","USD","AWSGreengrass","AWSGreengrass","US East (N. Virginia)","AWS Region","USE1-ActiveGGC-Devices","SingleNode","us-east-1","AWS Greengrass","Single"
