"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-03-24T18:36:43Z"
"Version","20250324183643"
"OfferCode","AWSMediaConnect"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Flow Type","From Region Code","Region Code","Reserved Tier","serviceName","To Region Code"
"UQ7XVUG2M7CT73AS","JRTCKXETXF","UQ7XVUG2M7CT73AS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from US West (Oregon)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","US West (Oregon)","AWS Region","USE1-USW2-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-west-2"
"USJUNYHPZGEDVR9Z","JRTCKXETXF","USJUNYHPZGEDVR9Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","AWS Inbound","External","Other","US East (N. Virginia)","AWS Region","DataTransfer-In-Bytes","DataProcessed",,"","us-east-1",,"AWS Elemental MediaConnect","us-east-1"
"UYHE5U8RJHRVEAVE","JRTCKXETXF","UYHE5U8RJHRVEAVE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Seoul)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-northeast-2"
"UZQ33ATM6CDWGT6X","JRTCKXETXF","UZQ33ATM6CDWGT6X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16/hour of Active Flow usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.1600000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningFlow","On Demand",,"us-east-1",,"AWS Elemental MediaConnect",
"V4Z8ZPW6SECGSF79","JRTCKXETXF","V4Z8ZPW6SECGSF79.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US West (Oregon)","AWS Region","InterRegion Inbound","US West (Oregon)","AWS Region","US East (N. Virginia)","AWS Region","USW2-USE1-AWS-In-Bytes","DataProcessed",,"us-west-2","us-west-2",,"AWS Elemental MediaConnect","us-east-1"
"VAAPN9ABWDHHM9CA","JRTCKXETXF","VAAPN9ABWDHHM9CA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6/hour of 2160p CDI Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.6000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-CDI-2160p","CDI-RunningOutput-CDI-2160p",,"us-east-1",,"AWS Elemental MediaConnect",
"VCAHDU739K5D3AF5","JRTCKXETXF","VCAHDU739K5D3AF5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Hyderabad)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Hyderabad)","AWS Region","USE1-APS5-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-south-2"
"VGVNQKZUANCHVC9T","JRTCKXETXF","VGVNQKZUANCHVC9T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (London) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","EU (London)","AWS Region","InterRegion Outbound","EU (London)","AWS Region","US East (N. Virginia)","AWS Region","EUW2-USE1-AWS-Out-Bytes","DataProcessed",,"eu-west-2","eu-west-2",,"AWS Elemental MediaConnect","us-east-1"
"VYDUGGYZ5R3N5NNB","JRTCKXETXF","VYDUGGYZ5R3N5NNB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from EU (Paris)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","EU (Paris)","AWS Region","USE1-EUW3-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","eu-west-3"
"WJK9PSECAZMR9M63","JRTCKXETXF","WJK9PSECAZMR9M63.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/hour of Undefined CDI Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.0600000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-CDI-Other","CDI-RunningOutput-CDI-Other",,"us-east-1",,"AWS Elemental MediaConnect",
"XFVMTAXC5D7CPFNS","JRTCKXETXF","XFVMTAXC5D7CPFNS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-west-1"
"XPFT3CF7KHUVD8QP","JRTCKXETXF","XPFT3CF7KHUVD8QP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/hour of Undefined JPEG-XS Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.0600000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-JPEG-XS-Other","CDI-RunningOutput-JPEG-XS-Other",,"us-east-1",,"AWS Elemental MediaConnect",
"XXRC6TPMWNTTVMWB","JRTCKXETXF","XXRC6TPMWNTTVMWB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from US West (Northern California)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-west-1"
"XZ4PHM5UCN24DB5C","JRTCKXETXF","XZ4PHM5UCN24DB5C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Stockholm) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","EU (Stockholm)","AWS Region","InterRegion Inbound","EU (Stockholm)","AWS Region","US East (N. Virginia)","AWS Region","EUN1-USE1-AWS-In-Bytes","DataProcessed",,"eu-north-1","eu-north-1",,"AWS Elemental MediaConnect","us-east-1"
"YAXX3G4QTCB274FQ","JRTCKXETXF","YAXX3G4QTCB274FQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3/hour of 720p Active CDI/JPEG-XS Flow usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","3.0000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningFlow-CDI-720p","CDI-RunningFlow-720p",,"us-east-1",,"AWS Elemental MediaConnect",
"YEHGEBF4FWH5AVCQ","JRTCKXETXF","YEHGEBF4FWH5AVCQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Mumbai)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USE1-APS3-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-south-1"
"YG9ADTGHFEQB3HCE","JRTCKXETXF","YG9ADTGHFEQB3HCE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of US East (Northern Virginia) to CloudFront","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Amazon CloudFront","AWS Edge Location","USE1-CloudFront-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect",""
"YWJCMK235DKTSEBH","JRTCKXETXF","YWJCMK235DKTSEBH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Seoul)","AWS Region","InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","US East (N. Virginia)","AWS Region","APN2-USE1-AWS-In-Bytes","DataProcessed",,"ap-northeast-2","ap-northeast-2",,"AWS Elemental MediaConnect","us-east-1"
"Z2BGTBD4X7AF7JS6","JRTCKXETXF","Z2BGTBD4X7AF7JS6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSMediaConnect","South America (Sao Paulo)","AWS Region","InterRegion Outbound","South America (Sao Paulo)","AWS Region","US East (N. Virginia)","AWS Region","SAE1-USE1-AWS-Out-Bytes","DataProcessed",,"sa-east-1","sa-east-1",,"AWS Elemental MediaConnect","us-east-1"
"ZRG5G9TK5VZNW7YU","JRTCKXETXF","ZRG5G9TK5VZNW7YU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Melbourne)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Melbourne)","AWS Region","USE1-APS6-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-southeast-4"
"ZW2RS4K5B8JVC7NP","JRTCKXETXF","ZW2RS4K5B8JVC7NP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.13/hour of 720p JPEG-XS Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.1300000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-JPEG-XS-720p","CDI-RunningOutput-JPEG-XS-720p",,"us-east-1",,"AWS Elemental MediaConnect",
"ZX7T6TS4H9GWNGEX","JRTCKXETXF","ZX7T6TS4H9GWNGEX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Sydney)","AWS Region","InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","US East (N. Virginia)","AWS Region","APS2-USE1-AWS-In-Bytes","DataProcessed",,"ap-southeast-2","ap-southeast-2",,"AWS Elemental MediaConnect","us-east-1"
