"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2022-03-11T17:14:13Z"
"Version","20220311171413"
"OfferCode","AmazonChimeDialInAMCS"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Calling Type","Country","PrimaryPlaceOfUse","Region Code","serviceName","Transaction Type"
"ANJ6H8E5859M6TUE","JRTCKXETXF","ANJ6H8E5859M6TUE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Switzerland","2022-03-01","0","Inf","Minute","0.6024300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CH-tollfree-inbound-mins","","Toll Free","Switzerland","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"AVZ2MDSEUKAMQKXC","JRTCKXETXF","AVZ2MDSEUKAMQKXC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for El Salvador","2022-03-01","0","Inf","Minute","0.0123120000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SV-toll-inbound-mins","","Toll","El Salvador","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"AXDDY77TFBU63XBP","JRTCKXETXF","AXDDY77TFBU63XBP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Belgium","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BE-toll-inbound-mins","","Toll","Belgium","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"B6WVRZ7JMX8YAGKJ","JRTCKXETXF","B6WVRZ7JMX8YAGKJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Saint Vincent and Grenadines","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-VC-tollfree-inbound-mins","","Toll Free","Saint Vincent and Grenadines","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"BPDNKD6762RB9RDQ","JRTCKXETXF","BPDNKD6762RB9RDQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Luxembourg","2022-03-01","0","Inf","Minute","0.2104300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-LU-tollfree-inbound-mins","","Toll Free","Luxembourg","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"BPRRU9ZNZASEDKYS","JRTCKXETXF","BPRRU9ZNZASEDKYS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Slovakia","2022-03-01","0","Inf","Minute","0.1860540000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SK-tollfree-inbound-mins","","Toll Free","Slovakia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"CESKUQQF8VVABN2Y","JRTCKXETXF","CESKUQQF8VVABN2Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Guam","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GU-tollfree-inbound-mins","","Toll Free","Guam","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"CFV6PVBWW499WWBF","JRTCKXETXF","CFV6PVBWW499WWBF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Germany","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DE-toll-inbound-mins","","Toll","Germany","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"CK4XZW3QWZB67X4G","JRTCKXETXF","CK4XZW3QWZB67X4G.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Antigua and Barbuda","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AG-tollfree-inbound-mins","","Toll Free","Antigua and Barbuda","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"CQ5BJYSGJAC7HVE7","JRTCKXETXF","CQ5BJYSGJAC7HVE7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Austria","2022-03-01","0","Inf","Minute","0.3407080000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AT-tollfree-inbound-mins","","Toll Free","Austria","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"D2ACCR965XRDTUNY","JRTCKXETXF","D2ACCR965XRDTUNY.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Anguilla","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AI-tollfree-inbound-mins","","Toll Free","Anguilla","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"D42NCXQGSZWVTNUB","JRTCKXETXF","D42NCXQGSZWVTNUB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Philippines","2022-03-01","0","Inf","Minute","0.5836000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PH-tollfree-inbound-mins","","Toll Free","Philippines","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"DM5WBQCZXBP9H55X","JRTCKXETXF","DM5WBQCZXBP9H55X.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Australia","2022-03-01","0","Inf","Minute","0.0514300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AU-tollfree-inbound-mins","","Toll Free","Australia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"DNDWVU9D6YMHY9JA","JRTCKXETXF","DNDWVU9D6YMHY9JA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Czech Republic","2022-03-01","0","Inf","Minute","0.2480770000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CZ-tollfree-inbound-mins","","Toll Free","Czech Republic","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"E79BYJSFNRQ49EU5","JRTCKXETXF","E79BYJSFNRQ49EU5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Bahrain","2022-03-01","0","Inf","Minute","0.0706300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BH-toll-inbound-mins","","Toll","Bahrain","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"EKTXJVQSHDPV5YS3","JRTCKXETXF","EKTXJVQSHDPV5YS3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Grenada","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GD-tollfree-inbound-mins","","Toll Free","Grenada","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"F3CXPWFUHZV8M8DF","JRTCKXETXF","F3CXPWFUHZV8M8DF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Northern Mariana Islands","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-MP-toll-inbound-mins","","Toll","Northern Mariana Islands","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FCSNQTAW86P4DB4A","JRTCKXETXF","FCSNQTAW86P4DB4A.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for France","2022-03-01","0","Inf","Minute","0.0714300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-FR-tollfree-inbound-mins","","Toll Free","France","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FCWW78TCPG67HFR3","JRTCKXETXF","FCWW78TCPG67HFR3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Dominica","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DM-toll-inbound-mins","","Toll","Dominica","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FG9NV5BJC2UGGPGR","JRTCKXETXF","FG9NV5BJC2UGGPGR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per minutes for US-tollfree-inbound-onnet-mins in US East (N. Virginia)","2022-03-01","0","Inf","minutes","0.0000000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-US-tollfree-inbound-onnet-mins","","TollFree-OnNet","United States of America","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FKSACHEFC632JV9E","JRTCKXETXF","FKSACHEFC632JV9E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Ireland","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-IE-toll-inbound-mins","","Toll","Ireland","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FMQ5JZNXKKY6EDVD","JRTCKXETXF","FMQ5JZNXKKY6EDVD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Taiwan, Republic of China","2022-03-01","0","Inf","Minute","0.1934950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-TW-tollfree-inbound-mins","","Toll Free","Taiwan, Republic of China","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FXXXR7P7J8GC7PXR","JRTCKXETXF","FXXXR7P7J8GC7PXR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for American Samoa","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AS-tollfree-inbound-mins","","Toll Free","American Samoa","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FXXZMAXNXSTFSGRD","JRTCKXETXF","FXXZMAXNXSTFSGRD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Luxembourg","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-LU-toll-inbound-mins","","Toll","Luxembourg","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"FZYGV8CETSERMZWV","JRTCKXETXF","FZYGV8CETSERMZWV.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Finland","2022-03-01","0","Inf","Minute","0.2376020000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-FI-tollfree-inbound-mins","","Toll Free","Finland","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"GDBTYFP22Y2S2SQA","JRTCKXETXF","GDBTYFP22Y2S2SQA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Argentina","2022-03-01","0","Inf","Minute","0.1540000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AR-tollfree-inbound-mins","","Toll Free","Argentina","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"GP5PQG6DJ7SS6A56","JRTCKXETXF","GP5PQG6DJ7SS6A56.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Costa Rica","2022-03-01","0","Inf","Minute","0.3040000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CR-toll-inbound-mins","","Toll","Costa Rica","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"GR7K6UX4UXNP3MHM","JRTCKXETXF","GR7K6UX4UXNP3MHM.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Singapore","2022-03-01","0","Inf","Minute","0.0590000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SG-tollfree-inbound-mins","","Toll Free","Singapore","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"GSAE25SU94NZQZH9","JRTCKXETXF","GSAE25SU94NZQZH9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Mexico","2022-03-01","0","Inf","Minute","0.0068080000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-MX-toll-inbound-mins","","Toll","Mexico","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"GSS7CVAC9MV9RDFA","JRTCKXETXF","GSS7CVAC9MV9RDFA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Austria","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AT-toll-inbound-mins","","Toll","Austria","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"GVQAYWDMAA2PBQ7A","JRTCKXETXF","GVQAYWDMAA2PBQ7A.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Cayman Islands","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-KY-toll-inbound-mins","","Toll","Cayman Islands","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"H9G8NBTG799N4S6H","JRTCKXETXF","H9G8NBTG799N4S6H.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Belgium","2022-03-01","0","Inf","Minute","0.4029300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BE-tollfree-inbound-mins","","Toll Free","Belgium","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"HBFVB5ZQ4JBVDWDC","JRTCKXETXF","HBFVB5ZQ4JBVDWDC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Virgin Islands, US","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-VI-tollfree-inbound-mins","","Toll Free","Virgin Islands, US","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"HN6VEWCPSQZKE6QE","JRTCKXETXF","HN6VEWCPSQZKE6QE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Italy","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-IT-toll-inbound-mins","","Toll","Italy","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"HXNKGUJAWRHXF5JQ","JRTCKXETXF","HXNKGUJAWRHXF5JQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Hong Kong, Special Administrative Region of China","2022-03-01","0","Inf","Minute","0.1182000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-HK-tollfree-inbound-mins","","Toll Free","Hong Kong, Special Administrative Region of China","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"J25ZW77VW8ENMJ4E","JRTCKXETXF","J25ZW77VW8ENMJ4E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Germany","2022-03-01","0","Inf","Minute","0.1680000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DE-tollfree-inbound-mins","","Toll Free","Germany","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"JB9E8VFVK9FXYMH2","JRTCKXETXF","JB9E8VFVK9FXYMH2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Slovenia","2022-03-01","0","Inf","Minute","0.0423610000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SI-toll-inbound-mins","","Toll","Slovenia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"JMMWQDHHRE7JTXAZ","JRTCKXETXF","JMMWQDHHRE7JTXAZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Saint Lucia","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-LC-tollfree-inbound-mins","","Toll Free","Saint Lucia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"K6MVCNKNET4AW5PN","JRTCKXETXF","K6MVCNKNET4AW5PN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Montserrat","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-MS-toll-inbound-mins","","Toll","Montserrat","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"K9RQ9HC2G57PVMUU","JRTCKXETXF","K9RQ9HC2G57PVMUU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Romania","2022-03-01","0","Inf","Minute","0.2200000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-RO-tollfree-inbound-mins","","Toll Free","Romania","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"KQ95V4CDRHV8Y9QG","JRTCKXETXF","KQ95V4CDRHV8Y9QG.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Saint-Martin (French part)","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-MF-toll-inbound-mins","","Toll","Saint-Martin (French part)","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"KZSM76EGX57R7VNN","JRTCKXETXF","KZSM76EGX57R7VNN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Portugal","2022-03-01","0","Inf","Minute","0.0574910000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PT-toll-inbound-mins","","Toll","Portugal","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"M5YFNQ2FU9TM4HHV","JRTCKXETXF","M5YFNQ2FU9TM4HHV.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Russian Federation","2022-03-01","0","Inf","Minute","0.0367670000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-RU-toll-inbound-mins","","Toll","Russian Federation","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"MBHHV5Z5HZT2A5TW","JRTCKXETXF","MBHHV5Z5HZT2A5TW.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Thailand","2022-03-01","0","Inf","Minute","0.0584090000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-TH-toll-inbound-mins","","Toll","Thailand","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"MC5YUCKTCZCNTQE2","JRTCKXETXF","MC5YUCKTCZCNTQE2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for United Kingdom","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GB-toll-inbound-mins","","Toll","United Kingdom","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"MDQPUNSWFAR5W8Z3","JRTCKXETXF","MDQPUNSWFAR5W8Z3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for China","2022-03-01","0","Inf","Minute","0.2600000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CN-toll-inbound-mins","","Toll","China","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"MJNDUEDRTP5XW3TT","JRTCKXETXF","MJNDUEDRTP5XW3TT.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for United States of America","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-US-tollfree-inbound-mins","","Toll Free","United States of America","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"MUWDZKZJSYFEM35F","JRTCKXETXF","MUWDZKZJSYFEM35F.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Montserrat","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-MS-tollfree-inbound-mins","","Toll Free","Montserrat","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"N4JA28ARNAG855AN","JRTCKXETXF","N4JA28ARNAG855AN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for China","2022-03-01","0","Inf","Minute","0.6000000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CN-tollfree-inbound-mins","","Toll Free","China","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"N85FS9W53JZ4J8FT","JRTCKXETXF","N85FS9W53JZ4J8FT.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Turkey","2022-03-01","0","Inf","Minute","0.0250460000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-TR-toll-inbound-mins","","Toll","Turkey","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"NJS2U4UBDB6Z3AT3","JRTCKXETXF","NJS2U4UBDB6Z3AT3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Slovenia","2022-03-01","0","Inf","Minute","0.2580000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SI-tollfree-inbound-mins","","Toll Free","Slovenia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"NKFGPN28BP9KSGMV","JRTCKXETXF","NKFGPN28BP9KSGMV.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Singapore","2022-03-01","0","Inf","Minute","0.0177280000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SG-toll-inbound-mins","","Toll","Singapore","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"NN7ZT3PH3KSNB5MJ","JRTCKXETXF","NN7ZT3PH3KSNB5MJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Trinidad and Tobago","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-TT-tollfree-inbound-mins","","Toll Free","Trinidad and Tobago","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"NNQRVPJUYKWNACH7","JRTCKXETXF","NNQRVPJUYKWNACH7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Latvia","2022-03-01","0","Inf","Minute","0.0087950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-LV-toll-inbound-mins","","Toll","Latvia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"PPD6N2QKXMEQSD7Z","JRTCKXETXF","PPD6N2QKXMEQSD7Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Sweden","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SE-toll-inbound-mins","","Toll","Sweden","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"PTS29SAVV4JV2N5V","JRTCKXETXF","PTS29SAVV4JV2N5V.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Slovakia","2022-03-01","0","Inf","Minute","0.0087950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-SK-toll-inbound-mins","","Toll","Slovakia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
