SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,serviceCode,Location,Location Type,Group Description,usageType,operation,Region Code,serviceName,Tier
26UN2EJG56WK35DN,JRTCKXETXF,26UN2EJG56WK35DN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per recommender hour,2024-05-01,0,Inf,Recommender Hours,0.0050000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Recommender Hours,USE1-RecommenderHours-Tier4,,us-east-1,Amazon Personalize,4
8J3VXURF64YXNCNZ,JRTCKXETXF,8J3VXURF64YXNCNZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0417 per 1000 recommendations,2024-05-01,0,Inf,Recommendations,0.0000417000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize additional recommendation requests,USE1-Recommendations-Tier2,,us-east-1,Amazon Personalize,2
BCX7PFMSAV9QXCUW,JRTCKXETXF,BCX7PFMSAV9QXCUW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.24 per Training Hour,2024-05-01,0,Inf,TrainingHour,0.2400000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Training,USE1-TrainingHour,,us-east-1,Amazon Personalize,
BGZ3GX8SNCKV7QJT,JRTCKXETXF,BGZ3GX8SNCKV7QJT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.15 per 1,000 Recommendation Requests,2024-05-01,0,Inf,Batch Recommendations,0.0001500000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Inference V2,USE1-BatchInferenceV2,,us-east-1,Amazon Personalize,
BJ27PMDBASQU8WP9,JRTCKXETXF,BJ27PMDBASQU8WP9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.15 per 1,000 Recommendation Requests,2024-05-01,0,Inf,Real Time Recommendation Requests,0.0001500000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Real-Time Inference V2,USE1-RealTimeRecommendationsV2,,us-east-1,Amazon Personalize,
BKCS5BCD9492E8NX,JRTCKXETXF,BKCS5BCD9492E8NX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.004 per 1k users in customer dataset for each segment generated,2024-05-01,0,Inf,Batch Segment,0.0040000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Segments,USE1-BatchSegment-Tier3,,us-east-1,Amazon Personalize,3
G2XHFDQZHAK58BAT,JRTCKXETXF,G2XHFDQZHAK58BAT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.045 per recommender hour ,2024-05-01,0,Inf,Recommender Hours,0.0450000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Recommender Hours,USE1-RecommenderHours-Tier2,,us-east-1,Amazon Personalize,2
G479RC3EK652NZW7,JRTCKXETXF,G479RC3EK652NZW7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.002 per 1,000 Interactions,2024-05-01,0,Inf,Interactions,0.0000020000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize UP V2 Training,USE1-UserPersonalizationTrainV2,,us-east-1,Amazon Personalize,
H8XHKNEQ7MJDQSQG,JRTCKXETXF,H8XHKNEQ7MJDQSQG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0167 per 1,000 recommendations as additional metadata charge,2024-05-01,0,Inf,Real Time Recommendation Requests,0.0000167000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Real-Time Inference Metadata,USE1-RealTimeRecsMetadata,,us-east-1,Amazon Personalize,
HHUR6VX5MJZYBCFU,JRTCKXETXF,HHUR6VX5MJZYBCFU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.001 per 1k users in customer dataset for each segment generated,2024-05-01,0,Inf,Batch Segment,0.0010000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Segments,USE1-BatchSegment-Tier4,,us-east-1,Amazon Personalize,4
HQMXE8FPDQCN8XX4,JRTCKXETXF,HQMXE8FPDQCN8XX4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.016 per 1k users in customer dataset for each segment generated,2024-05-01,0,Inf,Batch Segment,0.0160000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Segments,USE1-BatchSegment-Tier1,,us-east-1,Amazon Personalize,1
M8D9XMV87492D7MG,JRTCKXETXF,M8D9XMV87492D7MG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1 per hour as additional metadata charge,2024-05-01,0,Inf,Recommender Hours,0.1000000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Recommender Hours Metadata,USE1-RecommenderHoursMetadata,,us-east-1,Amazon Personalize,1
MDMBX96P5FT3F978,JRTCKXETXF,MDMBX96P5FT3F978.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0833 per 1000 recommendations,2024-05-01,0,Inf,Recommendations,0.0000833000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize additional recommendation requests,USE1-Recommendations-Tier1,,us-east-1,Amazon Personalize,1
NDG7WBC2GEUKKJNT,JRTCKXETXF,NDG7WBC2GEUKKJNT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.375 per recommender hour,2024-05-01,0,Inf,Recommender Hours,0.3750000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Recommender Hours,USE1-RecommenderHours-Tier1,,us-east-1,Amazon Personalize,1
QH88XZEB6H2UPFE6,JRTCKXETXF,QH88XZEB6H2UPFE6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.018 per recommender hour,2024-05-01,0,Inf,Recommender Hours,0.0180000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Recommender Hours,USE1-RecommenderHours-Tier3,,us-east-1,Amazon Personalize,3
QTNNV3JF4Z4GJNTA,JRTCKXETXF,QTNNV3JF4Z4GJNTA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0167 per 1,000 recommendations as additional metadata charge,2024-05-01,0,Inf,Recommendations,0.0000167000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize additional recommendations metadata,USE1-RecommendationsMetadata,,us-east-1,Amazon Personalize,1
UMRRHR63ENYH37WH,JRTCKXETXF,UMRRHR63ENYH37WH.JRTCKXETXF.2GQZD7548S,OnDemand,$0.067 per 1,000 Recommendations,2024-05-01,0,20000000,Batch Recommendations,0.0000670000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Inference,USE1-BatchInference,,us-east-1,Amazon Personalize,
UMRRHR63ENYH37WH,JRTCKXETXF,UMRRHR63ENYH37WH.JRTCKXETXF.2P33XVUCWV,OnDemand,$0.058 per 1,000 Recommendations,2024-05-01,20000000,200000000,Batch Recommendations,0.0000580000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Inference,USE1-BatchInference,,us-east-1,Amazon Personalize,
UMRRHR63ENYH37WH,JRTCKXETXF,UMRRHR63ENYH37WH.JRTCKXETXF.27HXR6XEUN,OnDemand,$0.050 per 1,000 Recommendations,2024-05-01,200000000,Inf,Batch Recommendations,0.0000500000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Inference,USE1-BatchInference,,us-east-1,Amazon Personalize,
VBKRK4MFPYH37QEP,JRTCKXETXF,VBKRK4MFPYH37QEP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per theme from content generator,2024-05-01,0,Inf,Batch Recommendations,1.0000000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Content Generation,USE1-BatchInferenceContentGen,,us-east-1,Amazon Personalize,
XFBVFK2JNG5D8Z5U,JRTCKXETXF,XFBVFK2JNG5D8Z5U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.002 per 1,000 Interactions,2024-05-01,0,Inf,Interactions,0.0000020000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize PR V2 Training,USE1-PersonalizedRankingTrainV2,,us-east-1,Amazon Personalize,
XR9PTFRZZ94H9ZTD,JRTCKXETXF,XR9PTFRZZ94H9ZTD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.05 per GB,2024-05-01,0,Inf,GB,0.0500000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Data,USE1-DataIngestion,,us-east-1,Amazon Personalize,
YAWMM3BYN2Y63SYV,JRTCKXETXF,YAWMM3BYN2Y63SYV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.008 per 1k users in customer dataset for each segment generated,2024-05-01,0,Inf,Batch Segment,0.0080000000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Batch Segments,USE1-BatchSegment-Tier2,,us-east-1,Amazon Personalize,2
YNZK7CE9T685PANM,JRTCKXETXF,YNZK7CE9T685PANM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0208 per 1000 recommendations,2024-05-01,0,Inf,Recommendations,0.0000208000,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize additional recommendation requests,USE1-Recommendations-Tier3,,us-east-1,Amazon Personalize,3
ZXJHRBT3ECV7U262,JRTCKXETXF,ZXJHRBT3ECV7U262.JRTCKXETXF.WMRK7FXGNY,OnDemand,$0.0556 per 1,000 Recommendation Requests,2024-05-01,0,72000000,Real Time Recommendation Requests,0.0000555550,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Real-Time Inference,USE1-RealTimeRecommendations,,us-east-1,Amazon Personalize,
ZXJHRBT3ECV7U262,JRTCKXETXF,ZXJHRBT3ECV7U262.JRTCKXETXF.V6RRKPBZ8T,OnDemand,$0.0278 per 1,000 Recommendation Requests,2024-05-01,72000000,720000000,Real Time Recommendation Requests,0.0000277770,USD,AmazonPersonalize,US East (N. Virginia),AWS Region,Pricing for Amazon Personalize Real-Time Inference,USE1-RealTimeRecommendations,,us-east-1,Amazon Personalize,
