SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Region Code,serviceName,Storage Type
KJC988R4J65BDMTQ,JRTCKXETXF,KJC988R4J65BDMTQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.10 per GB-month of data storage,2025-03-01,0,Inf,GB-Mo,0.1000000000,USD,EC2 Container Registry,AmazonECR,US East (N. Virginia),AWS Region,TimedStorage-ByteHrs,,us-east-1,Amazon EC2 Container Registry (ECR),S3
