SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,Group,Group Description,usageType,operation,Region Code,serviceName
REZ5YXTVKMZG7JC2,JRTCKXETXF,REZ5YXTVKMZG7JC2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.20 per GB ingested,2021-04-01,0,Inf,GB,0.2000000000,USD,3RYZFXB7MPQHYYK7,Machine Learning,AmazonLookoutEquipment,US East (N. Virginia),AWS Region,Ingestion,One time charge per GB,USE1-Ingestion-GB-L4E,Ingestion,us-east-1,Amazon Lookout for Equipment
3RYZFXB7MPQHYYK7,A429C66SYZ,3RYZFXB7MPQHYYK7.A429C66SYZ.ZRBZXHZTV5,OnDemand,$0.00 per GB ingested,2021-04-01,0,50,GB,0.0000000000,USD,,Machine Learning,AmazonLookoutEquipment,Any,AWS Region,Ingestion,One time charge per GB,Global-Ingestion-GB-L4E,Ingestion,,Amazon Lookout for Equipment
TYCDPB9RRA2AEFD2,A429C66SYZ,TYCDPB9RRA2AEFD2.A429C66SYZ.J5N8V28DJA,OnDemand,$0.00 per hour of scheduled inference,2021-04-01,0,168,hours,0.0000000000,USD,,Machine Learning,AmazonLookoutEquipment,Any,AWS Region,Inference,hourly cost for inferencing,Global-Inference-Hours-L4E,Scheduled-Inference,,Amazon Lookout for Equipment
GWV99EQPQV3FERQU,JRTCKXETXF,GWV99EQPQV3FERQU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per hour of scheduled inference,2021-04-01,0,Inf,hours,0.2500000000,USD,TYCDPB9RRA2AEFD2,Machine Learning,AmazonLookoutEquipment,US East (N. Virginia),AWS Region,Inference,hourly cost for inferencing,USE1-Inference-Hours-L4E,Scheduled-Inference,us-east-1,Amazon Lookout for Equipment
6SN6AXR77AUT4DCD,A429C66SYZ,6SN6AXR77AUT4DCD.A429C66SYZ.9DMZF6E7MY,OnDemand,$0.00 per hour of training,2021-04-01,0,250,hours,0.0000000000,USD,,Machine Learning,AmazonLookoutEquipment,Any,AWS Region,Training,Hourly cost for training,Global-Training-Hours-L4E,Training,,Amazon Lookout for Equipment
EAUYA2KGFXTGQ6MV,JRTCKXETXF,EAUYA2KGFXTGQ6MV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.24 per hour of training,2021-04-01,0,Inf,hours,0.2400000000,USD,6SN6AXR77AUT4DCD,Machine Learning,AmazonLookoutEquipment,US East (N. Virginia),AWS Region,Training,Hourly cost for training,USE1-Training-Hours-L4E,Training,us-east-1,Amazon Lookout for Equipment
