SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Memory,Network Performance,Storage Media,Transfer Type,usageType,operation,Engine,Normalization Size Factor,Region Code,serviceName,SSD,Type
38QAM5PCMHW9GW4X,NQ3QZPMQV9,38QAM5PCMHW9GW4X.NQ3QZPMQV9.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.2xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.2xlarge,Yes,Memory optimized,8,52.82,Up to 15,,,USE1-NodeUsage:db.r7g.2xlarge,CreateCluster,Redis,16,us-east-1,Amazon MemoryDB,,
38QAM5PCMHW9GW4X,NQ3QZPMQV9,38QAM5PCMHW9GW4X.NQ3QZPMQV9.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,14569.632,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.2xlarge,Yes,Memory optimized,8,52.82,Up to 15,,,USE1-NodeUsage:db.r7g.2xlarge,CreateCluster,Redis,16,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,38NPMPTW36,3QBZ8RX848THYSUH.38NPMPTW36.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.4xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.5910000000,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,38NPMPTW36,3QBZ8RX848THYSUH.38NPMPTW36.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,15534.634,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,4NA7Y494T4,3QBZ8RX848THYSUH.4NA7Y494T4.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.4xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,1.6750000000,USD,,1yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,6QCMYABX3D,3QBZ8RX848THYSUH.6QCMYABX3D.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.4xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,1yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,6QCMYABX3D,3QBZ8RX848THYSUH.6QCMYABX3D.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,13808.563,USD,,1yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,BPH4J8HBKS,3QBZ8RX848THYSUH.BPH4J8HBKS.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.4xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,1.2810000000,USD,,3yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,HU7G6KETJZ,3QBZ8RX848THYSUH.HU7G6KETJZ.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.4xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.8000000000,USD,,1yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,HU7G6KETJZ,3QBZ8RX848THYSUH.HU7G6KETJZ.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,7012.161,USD,,1yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,JRTCKXETXF,3QBZ8RX848THYSUH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.463 per Memory optimized r6g.4xlarge node hour in US East (N. Virginia),2025-03-01,0,Inf,Hrs,2.4630000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,NQ3QZPMQV9,3QBZ8RX848THYSUH.NQ3QZPMQV9.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.4xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3QBZ8RX848THYSUH,NQ3QZPMQV9,3QBZ8RX848THYSUH.NQ3QZPMQV9.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,29127.438,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.4xlarge,Yes,Memory optimized,16,105.81,Up to 10,,,USE1-NodeUsage:db.r6g.4xlarge,CreateCluster,Redis,32,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,38NPMPTW36,3TWAJHFHDN6G93TV.38NPMPTW36.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.0740000000,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,38NPMPTW36,3TWAJHFHDN6G93TV.38NPMPTW36.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,1948.925,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,4NA7Y494T4,3TWAJHFHDN6G93TV.4NA7Y494T4.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.2100000000,USD,,1yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,6QCMYABX3D,3TWAJHFHDN6G93TV.6QCMYABX3D.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,1yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,6QCMYABX3D,3TWAJHFHDN6G93TV.6QCMYABX3D.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,1732.378,USD,,1yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,BPH4J8HBKS,3TWAJHFHDN6G93TV.BPH4J8HBKS.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.1610000000,USD,,3yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,HU7G6KETJZ,3TWAJHFHDN6G93TV.HU7G6KETJZ.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.1000000000,USD,,1yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,HU7G6KETJZ,3TWAJHFHDN6G93TV.HU7G6KETJZ.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,879.723,USD,,1yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,JRTCKXETXF,3TWAJHFHDN6G93TV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.309 per Memory optimized r6g.large node hour in US East (N. Virginia),2025-03-01,0,Inf,Hrs,0.3090000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,NQ3QZPMQV9,3TWAJHFHDN6G93TV.NQ3QZPMQV9.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
3TWAJHFHDN6G93TV,NQ3QZPMQV9,3TWAJHFHDN6G93TV.NQ3QZPMQV9.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,3654.234,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
5WM34A7VQWD4G2NK,JRTCKXETXF,5WM34A7VQWD4G2NK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2163 per Memory optimized r6g.large node hour in US East (N. Virginia) running Valkey,2025-03-01,0,Inf,Hrs,0.2163000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.large,Yes,Memory optimized,2,13.07,Up to 10,,,USE1-NodeUsage:db.r6g.large:Valkey,CreateCluster,Valkey,4,us-east-1,Amazon MemoryDB,,
656T4GM4KVWYQ4M9,JRTCKXETXF,656T4GM4KVWYQ4M9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.1723 per Memory optimized r6gd.8xlarge node hour with data tiering in US East (N. Virginia) running Valkey,2025-03-01,0,Inf,Hrs,5.1723000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6gd.8xlarge,Yes,Memory optimized,32,209.55,12,,,USE1-NodeUsage:db.r6gd.8xlarge:Valkey,CreateCluster,Valkey,64,us-east-1,Amazon MemoryDB,796.28,
76BS3FPTDBD9JYQ4,38NPMPTW36,76BS3FPTDBD9JYQ4.38NPMPTW36.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.0740000000,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,38NPMPTW36,76BS3FPTDBD9JYQ4.38NPMPTW36.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,1948.925,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,4NA7Y494T4,76BS3FPTDBD9JYQ4.4NA7Y494T4.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.2100000000,USD,,1yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,6QCMYABX3D,76BS3FPTDBD9JYQ4.6QCMYABX3D.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,1yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,6QCMYABX3D,76BS3FPTDBD9JYQ4.6QCMYABX3D.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,1732.378,USD,,1yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,BPH4J8HBKS,76BS3FPTDBD9JYQ4.BPH4J8HBKS.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.1610000000,USD,,3yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,HU7G6KETJZ,76BS3FPTDBD9JYQ4.HU7G6KETJZ.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.1000000000,USD,,1yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,HU7G6KETJZ,76BS3FPTDBD9JYQ4.HU7G6KETJZ.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,879.723,USD,,1yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,JRTCKXETXF,76BS3FPTDBD9JYQ4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.309 per Memory optimized r7g.large node hour in US East (N. Virginia),2025-03-01,0,Inf,Hrs,0.3090000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,NQ3QZPMQV9,76BS3FPTDBD9JYQ4.NQ3QZPMQV9.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r7g.large reserved instance applied,2025-03-26,0,Inf,Hrs,0.0000000000,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
76BS3FPTDBD9JYQ4,NQ3QZPMQV9,76BS3FPTDBD9JYQ4.NQ3QZPMQV9.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,3654.234,USD,,3yr,All Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r7g.large,Yes,Memory optimized,2,13.07,Up to 12.5,,,USE1-NodeUsage:db.r7g.large,CreateCluster,Redis,4,us-east-1,Amazon MemoryDB,,
77PCEVUVADC2DJDH,JRTCKXETXF,77PCEVUVADC2DJDH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4319 per Memory optimized r6g.xlarge node hour in US East (N. Virginia) running Valkey,2025-03-01,0,Inf,Hrs,0.4319000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.xlarge,Yes,Memory optimized,4,26.32,Up to 10,,,USE1-NodeUsage:db.r6g.xlarge:Valkey,CreateCluster,Valkey,8,us-east-1,Amazon MemoryDB,,
7WAV3WNFQSNV27R7,JRTCKXETXF,7WAV3WNFQSNV27R7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB for Multi-Region data transfer out from MemoryDB in US East (N. Virginia) running Valkey,2025-03-01,0,Inf,GB,0.0200000000,USD,,,,,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,,,,,,,,InterRegion Outbound,USE1-MemoryDB-Out-Bytes:Valkey,MultiRegion,Valkey,,us-east-1,Amazon MemoryDB,,
8QFAVHXK67UGQV5B,38NPMPTW36,8QFAVHXK67UGQV5B.38NPMPTW36.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.1480000000,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.xlarge,Yes,Memory optimized,4,26.32,Up to 10,,,USE1-NodeUsage:db.r6g.xlarge,CreateCluster,Redis,8,us-east-1,Amazon MemoryDB,,
8QFAVHXK67UGQV5B,38NPMPTW36,8QFAVHXK67UGQV5B.38NPMPTW36.2TG2D8R56U,Reserved,Upfront Fee,2025-03-26,,,Quantity,3891.542,USD,,3yr,Partial Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.xlarge,Yes,Memory optimized,4,26.32,Up to 10,,,USE1-NodeUsage:db.r6g.xlarge,CreateCluster,Redis,8,us-east-1,Amazon MemoryDB,,
8QFAVHXK67UGQV5B,4NA7Y494T4,8QFAVHXK67UGQV5B.4NA7Y494T4.6YS6EN2CT7,Reserved,AmazonMemoryDB,db.r6g.xlarge reserved instance applied,2025-03-26,0,Inf,Hrs,0.4200000000,USD,,1yr,No Upfront,standard,Amazon MemoryDB,AmazonMemoryDB,US East (N. Virginia),AWS Region,db.r6g.xlarge,Yes,Memory optimized,4,26.32,Up to 10,,,USE1-NodeUsage:db.r6g.xlarge,CreateCluster,Redis,8,us-east-1,Amazon MemoryDB,,
