SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Group,usageType,operation,Region Code,serviceName
T3ET3MYK42CBKH49,JRTCKXETXF,T3ET3MYK42CBKH49.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per ACU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.2500000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS ACU Monitored - CreateDBInstance:0016,USE1-PaidRDSACUMonitored,CreateDBInstance:0016,us-east-1,Amazon GuardDuty
TFWVDBHR5BAVDJBD,JRTCKXETXF,TFWVDBHR5BAVDJBD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per vCPU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS vCPU Monitored - CreateDBInstance:0011,USE1-FreeRDSvCPUMonitored,CreateDBInstance:0011,us-east-1,Amazon GuardDuty
UKPUZDD433MB8KHV,JRTCKXETXF,UKPUZDD433MB8KHV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per vCPU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,1.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS vCPU Monitored - CreateDBInstance,USE1-PaidRDSvCPUMonitored,CreateDBInstance,us-east-1,Amazon GuardDuty
URWHG644G3GKEEBG,JRTCKXETXF,URWHG644G3GKEEBG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per ACU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.2500000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS ACU Monitored - CreateDBInstance:0002,USE1-PaidRDSACUMonitored,CreateDBInstance:0002,us-east-1,Amazon GuardDuty
V342GESQ8KAVRFTN,JRTCKXETXF,V342GESQ8KAVRFTN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per vCPU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS vCPU Monitored - CreateDBInstance:0018,USE1-FreeRDSvCPUMonitored,CreateDBInstance:0018,us-east-1,Amazon GuardDuty
V9H6UHEA32UGFHVR,JRTCKXETXF,V9H6UHEA32UGFHVR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per vCPU / month monitored (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free EKS vCPU Monitored,USE1-FreeEKSvCPUMonitored,,us-east-1,Amazon GuardDuty
VE4F9P8SRJYG2AKF,JRTCKXETXF,VE4F9P8SRJYG2AKF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per vCPU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS vCPU Monitored - CreateDBInstance:0002,USE1-FreeRDSvCPUMonitored,CreateDBInstance:0002,us-east-1,Amazon GuardDuty
VRY6GJ4P6QR7MP9R,JRTCKXETXF,VRY6GJ4P6QR7MP9R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per ACU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS ACU Monitored - CreateDBInstance:0018,USE1-FreeRDSACUMonitored,CreateDBInstance:0018,us-east-1,Amazon GuardDuty
W7CNE3BP9CD82GHN,JRTCKXETXF,W7CNE3BP9CD82GHN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per ACU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS ACU Monitored - CreateDBInstance:0019,USE1-FreeRDSACUMonitored,CreateDBInstance:0019,us-east-1,Amazon GuardDuty
WJJEJCTEYJEC7EDK,JRTCKXETXF,WJJEJCTEYJEC7EDK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per vCPU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,1.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS vCPU Monitored - CreateDBInstance:0014,USE1-PaidRDSvCPUMonitored,CreateDBInstance:0014,us-east-1,Amazon GuardDuty
WTRDEEJ34ETE77YF,JRTCKXETXF,WTRDEEJ34ETE77YF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per vCPU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,1.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS vCPU Monitored - CreateDBInstance:0004,USE1-PaidRDSvCPUMonitored,CreateDBInstance:0004,us-east-1,Amazon GuardDuty
X8TP8C8D92XT96XM,JRTCKXETXF,X8TP8C8D92XT96XM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per ACU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.2500000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS ACU Monitored - CreateDBInstance:0010,USE1-PaidRDSACUMonitored,CreateDBInstance:0010,us-east-1,Amazon GuardDuty
XMQMJSKBDYEC6QA2,JRTCKXETXF,XMQMJSKBDYEC6QA2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per ACU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS ACU Monitored - CreateDBInstance:0004,USE1-FreeRDSACUMonitored,CreateDBInstance:0004,us-east-1,Amazon GuardDuty
XZZAMJ5K5SQ9WSF7,JRTCKXETXF,XZZAMJ5K5SQ9WSF7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per vCPU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,1.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS vCPU Monitored - CreateDBInstance:0003,USE1-PaidRDSvCPUMonitored,CreateDBInstance:0003,us-east-1,Amazon GuardDuty
YDW9WYKPAH7CSZPT,JRTCKXETXF,YDW9WYKPAH7CSZPT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per ACU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS ACU Monitored - CreateDBInstance:0010,USE1-FreeRDSACUMonitored,CreateDBInstance:0010,us-east-1,Amazon GuardDuty
Z5YHDEV4BFKVYTYU,JRTCKXETXF,Z5YHDEV4BFKVYTYU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per ACU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS ACU Monitored - CreateDBInstance:0009,USE1-FreeRDSACUMonitored,CreateDBInstance:0009,us-east-1,Amazon GuardDuty
ZMYURKKV4J2T3SZB,JRTCKXETXF,ZMYURKKV4J2T3SZB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per ACU / month analyzed (free trial) in US East (N. Virginia) region,2025-05-01,0,Inf,ACU-Months,0.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Free RDS ACU Monitored - CreateDBInstance:0003,USE1-FreeRDSACUMonitored,CreateDBInstance:0003,us-east-1,Amazon GuardDuty
ZUQW952RN4R6VEKS,JRTCKXETXF,ZUQW952RN4R6VEKS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per vCPU / month analyzed in US East (N. Virginia) region,2025-05-01,0,Inf,vCPU-Months,1.0000000000,USD,GuardDuty,AmazonGuardDuty,US East (N. Virginia),AWS Region,Security Services - Amazon GuardDuty Paid RDS vCPU Monitored - CreateDBInstance:0009,USE1-PaidRDSvCPUMonitored,CreateDBInstance:0009,us-east-1,Amazon GuardDuty
