SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Deployment Location,Region Code,serviceName
KHP8JA9UDYNY2JEZ,JRTCKXETXF,KHP8JA9UDYNY2JEZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per on-premises instance update,2024-06-01,0,Inf,OnPremUpdates,0.0200000000,USD,CodeDeploy,AWSCodeDeploy,US East (N. Virginia),AWS Region,On-Premises-Instance,UpdateDeploymentStatus,On Premises,us-east-1,AWS CodeDeploy
