SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Region Code,Replication Type,serviceName
PADN2F22KRKAVRAZ,JRTCKXETXF,PADN2F22KRKAVRAZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Normal-Replication Replication-hour in US East (N. Virginia),2024-11-01,0,Inf,Replication-hour,0.0280000000,USD,Server DR,AWSElasticDisasterRecovery,US East (N. Virginia),AWS Region,USE1-DRS-Replication,Normal-Replication,us-east-1,Normal,AWS Elastic Disaster Recovery
