SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,ComputeType,ML Activity,Region Code,serviceName
N3FTPMBFNH45C3EV,JRTCKXETXF,N3FTPMBFNH45C3EV.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,5.1200000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_16XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_16XLARGE,us-east-1,AWS Clean Rooms
N5UUKTKFNHJVFPGW,JRTCKXETXF,N5UUKTKFNHJVFPGW.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M5_XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M5_XLARGE,us-east-1,AWS Clean Rooms
N7TKDQVJD42PVFY5,JRTCKXETXF,N7TKDQVJD42PVFY5.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,6.5280000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C6I_32XLARGE,CreateTrainedModel,,Training-ML_C6I_32XLARGE,us-east-1,AWS Clean Rooms
N82E276C5P896STJ,JRTCKXETXF,N82E276C5P896STJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.7650000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_12XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_12XLARGE,us-east-1,AWS Clean Rooms
N93ESTAK2CG5AKXC,JRTCKXETXF,N93ESTAK2CG5AKXC.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,28.5000000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_TRN1N_32XLARGE,CreateTrainedModel,,Training-ML_TRN1N_32XLARGE,us-east-1,AWS Clean Rooms
NE85ER6X7C3F9HER,JRTCKXETXF,NE85ER6X7C3F9HER.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.8360000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C5_9XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C5_9XLARGE,us-east-1,AWS Clean Rooms
NGBYJAY97T96NTZH,JRTCKXETXF,NGBYJAY97T96NTZH.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M5_XLARGE,CreateTrainedModel,,Training-ML_M5_XLARGE,us-east-1,AWS Clean Rooms
NNQ9HPX7D56E7SHT,JRTCKXETXF,NNQ9HPX7D56E7SHT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.656 per CRPU-Hr for CleanRooms-SQL-Compute:RunSQLAnalysis in US East (N. Virginia),2025-03-01,0,Inf,CRPU-Hr,0.6560000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-CleanRooms-SQL-Compute,RunSQLAnalysis,SQL,,us-east-1,AWS Clean Rooms
NUXB76QJSNCZSJ89,JRTCKXETXF,NUXB76QJSNCZSJ89.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.8160000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5_4XLARGE,CreateTrainedModel,,Training-ML_C5_4XLARGE,us-east-1,AWS Clean Rooms
NWMETKPG4G7H34RB,JRTCKXETXF,NWMETKPG4G7H34RB.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4610000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M5_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M5_2XLARGE,us-east-1,AWS Clean Rooms
NX7SYX8X28VS6ERR,JRTCKXETXF,NX7SYX8X28VS6ERR.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,113.0700000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_P5_48XLARGE,CreateTrainedModel,,Training-ML_P5_48XLARGE,us-east-1,AWS Clean Rooms
PB8DN3HYJT6PTNUK,JRTCKXETXF,PB8DN3HYJT6PTNUK.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.5050000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G4DN_4XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G4DN_4XLARGE,us-east-1,AWS Clean Rooms
PHSWFYMJ6H3F293E,JRTCKXETXF,PHSWFYMJ6H3F293E.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.8430000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_8XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_8XLARGE,us-east-1,AWS Clean Rooms
PNPSKKNJBJBMXZBB,JRTCKXETXF,PNPSKKNJBJBMXZBB.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.1730000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5D_LARGE,CreateTrainedModel,,Training-ML_R5D_LARGE,us-east-1,AWS Clean Rooms
PQ3QEBS5TXPHFZXA,JRTCKXETXF,PQ3QEBS5TXPHFZXA.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,5.5300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M6I_24XLARGE,CreateTrainedModel,,Training-ML_M6I_24XLARGE,us-east-1,AWS Clean Rooms
PTUB3K54UYWT9AV9,JRTCKXETXF,PTUB3K54UYWT9AV9.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.9350000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M7I_8XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M7I_8XLARGE,us-east-1,AWS Clean Rooms
Q2QESNDDG3MMJW4P,JRTCKXETXF,Q2QESNDDG3MMJW4P.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.3330000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5N_9XLARGE,CreateTrainedModel,,Training-ML_C5N_9XLARGE,us-east-1,AWS Clean Rooms
QACVEWHGGGJ9QT5Y,JRTCKXETXF,QACVEWHGGGJ9QT5Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4610000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_2XLARGE,us-east-1,AWS Clean Rooms
QEZ4K4BE4QZWP2AY,JRTCKXETXF,QEZ4K4BE4QZWP2AY.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.8710000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M7I_16XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M7I_16XLARGE,us-east-1,AWS Clean Rooms
QKC9JF8RPFTTPU9X,JRTCKXETXF,QKC9JF8RPFTTPU9X.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.1070000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C7I_LARGE,StartTrainedModelInferenceJob,,Inference-ML_C7I_LARGE,us-east-1,AWS Clean Rooms
QVSPKFNE2SYRE5BN,JRTCKXETXF,QVSPKFNE2SYRE5BN.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.3820000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5D_4XLARGE,CreateTrainedModel,,Training-ML_R5D_4XLARGE,us-east-1,AWS Clean Rooms
R6Y6G29NGBDSW2JV,JRTCKXETXF,R6Y6G29NGBDSW2JV.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,8.6400000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_P2_8XLARGE,StartTrainedModelInferenceJob,,Inference-ML_P2_8XLARGE,us-east-1,AWS Clean Rooms
SA6CBYGJA2YES4FG,JRTCKXETXF,SA6CBYGJA2YES4FG.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.9680000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M7I_4XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M7I_4XLARGE,us-east-1,AWS Clean Rooms
SC5JFDEYX57QJY39,JRTCKXETXF,SC5JFDEYX57QJY39.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.4270000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C7I_16XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C7I_16XLARGE,us-east-1,AWS Clean Rooms
SCBEMPJU9HAW9FY4,JRTCKXETXF,SCBEMPJU9HAW9FY4.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.8400000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M4_16XLARGE,CreateTrainedModel,,Training-ML_M4_16XLARGE,us-east-1,AWS Clean Rooms
SCMV5ZXCPXCV22HU,JRTCKXETXF,SCMV5ZXCPXCV22HU.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.0600000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_8XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_8XLARGE,us-east-1,AWS Clean Rooms
SDJWKMP98VPX497D,JRTCKXETXF,SDJWKMP98VPX497D.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.0300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_4XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_4XLARGE,us-east-1,AWS Clean Rooms
SKSEX8CA4XB73KST,JRTCKXETXF,SKSEX8CA4XB73KST.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 records,2025-03-01,0,Inf,Records,0.0000100000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-NumberOfTrainingRecords,CreateTrainedModel,,Training,us-east-1,AWS Clean Rooms
SQY4S7QGNDCNCFAZ,JRTCKXETXF,SQY4S7QGNDCNCFAZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4800000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M4_2XLARGE,CreateTrainedModel,,Training-ML_M4_2XLARGE,us-east-1,AWS Clean Rooms
TTYMW6BTQ9H6NY6T,JRTCKXETXF,TTYMW6BTQ9H6NY6T.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.7650000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M5_12XLARGE,CreateTrainedModel,,Training-ML_M5_12XLARGE,us-east-1,AWS Clean Rooms
UARV6WT2P8GM89JX,JRTCKXETXF,UARV6WT2P8GM89JX.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.9090000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C4_8XLARGE,CreateTrainedModel,,Training-ML_C4_8XLARGE,us-east-1,AWS Clean Rooms
V3JFA9GY6RBE5ZYH,JRTCKXETXF,V3JFA9GY6RBE5ZYH.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.9220000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M5_4XLARGE,CreateTrainedModel,,Training-ML_M5_4XLARGE,us-east-1,AWS Clean Rooms
V73CTDJ8N2B4EJJA,JRTCKXETXF,V73CTDJ8N2B4EJJA.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4080000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C6I_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C6I_2XLARGE,us-east-1,AWS Clean Rooms
VDAJ77SUE7H7W8ZH,JRTCKXETXF,VDAJ77SUE7H7W8ZH.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,20.3600000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_48XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_48XLARGE,us-east-1,AWS Clean Rooms
VEU6GZVF8F4HHPV2,JRTCKXETXF,VEU6GZVF8F4HHPV2.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2040000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5_XLARGE,CreateTrainedModel,,Training-ML_C5_XLARGE,us-east-1,AWS Clean Rooms
VMMPKVVESYHK4J2A,JRTCKXETXF,VMMPKVVESYHK4J2A.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.4480000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C6I_12XLARGE,CreateTrainedModel,,Training-ML_C6I_12XLARGE,us-east-1,AWS Clean Rooms
VV57WCVWJG7VJGBQ,JRTCKXETXF,VV57WCVWJG7VJGBQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2040000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C6I_XLARGE,CreateTrainedModel,,Training-ML_C6I_XLARGE,us-east-1,AWS Clean Rooms
W36M4VB3K56RB67N,JRTCKXETXF,W36M4VB3K56RB67N.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.1250000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_P2_XLARGE,CreateTrainedModel,,Training-ML_P2_XLARGE,us-east-1,AWS Clean Rooms
W82X4Y67YHA5FPDR,JRTCKXETXF,W82X4Y67YHA5FPDR.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.9600000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M4_4XLARGE,CreateTrainedModel,,Training-ML_M4_4XLARGE,us-east-1,AWS Clean Rooms
WEE4R6N2XQPYNZ74,JRTCKXETXF,WEE4R6N2XQPYNZ74.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.1150000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_LARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_LARGE,us-east-1,AWS Clean Rooms
WUYD7HPMP9MSX5DZ,JRTCKXETXF,WUYD7HPMP9MSX5DZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.1020000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C6I_LARGE,StartTrainedModelInferenceJob,,Inference-ML_C6I_LARGE,us-east-1,AWS Clean Rooms
WZR8HET6R6THZS8E,JRTCKXETXF,WZR8HET6R6THZS8E.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,10.1800000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_G5_24XLARGE,CreateTrainedModel,,Training-ML_G5_24XLARGE,us-east-1,AWS Clean Rooms
X2NNNW4FB95NKDVN,JRTCKXETXF,X2NNNW4FB95NKDVN.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4840000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M7I_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M7I_2XLARGE,us-east-1,AWS Clean Rooms
XXWTPHQZCMFA9BGN,JRTCKXETXF,XXWTPHQZCMFA9BGN.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4080000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5_2XLARGE,CreateTrainedModel,,Training-ML_C5_2XLARGE,us-east-1,AWS Clean Rooms
YCUQFWAGQEPFBUC8,JRTCKXETXF,YCUQFWAGQEPFBUC8.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_XLARGE,us-east-1,AWS Clean Rooms
YHK4JC75X8Y7MGDJ,JRTCKXETXF,YHK4JC75X8Y7MGDJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.6910000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5D_2XLARGE,CreateTrainedModel,,Training-ML_R5D_2XLARGE,us-east-1,AWS Clean Rooms
YN9NYGACWDE7E4GT,JRTCKXETXF,YN9NYGACWDE7E4GT.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.6050000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5_2XLARGE,CreateTrainedModel,,Training-ML_R5_2XLARGE,us-east-1,AWS Clean Rooms
YQVHZ33GBCSKT3PK,JRTCKXETXF,YQVHZ33GBCSKT3PK.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.4080000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_G5_XLARGE,CreateTrainedModel,,Training-ML_G5_XLARGE,us-east-1,AWS Clean Rooms
YUDSAYTKW2TYFB72,JRTCKXETXF,YUDSAYTKW2TYFB72.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.0370000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5N_4XLARGE,CreateTrainedModel,,Training-ML_C5N_4XLARGE,us-east-1,AWS Clean Rooms
Z57R5ADVEP8KFEPM,JRTCKXETXF,Z57R5ADVEP8KFEPM.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.5150000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_2XLARGE,us-east-1,AWS Clean Rooms
Z5HKDRYMFVGJ6YCQ,JRTCKXETXF,Z5HKDRYMFVGJ6YCQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.4080000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_XLARGE,us-east-1,AWS Clean Rooms
ZH4G2B5M9H2TYK9H,JRTCKXETXF,ZH4G2B5M9H2TYK9H.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.4480000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C6I_12XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C6I_12XLARGE,us-east-1,AWS Clean Rooms
ZH9DWK6JZ5DYGVKP,JRTCKXETXF,ZH9DWK6JZ5DYGVKP.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,5.4400000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G4DN_16XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G4DN_16XLARGE,us-east-1,AWS Clean Rooms
ZJDRG3PRH7J4JD2V,JRTCKXETXF,ZJDRG3PRH7J4JD2V.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,24.7300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_TRN1_32XLARGE,CreateTrainedModel,,Training-ML_TRN1_32XLARGE,us-east-1,AWS Clean Rooms
ZPAN58JUY3WZMTS8,JRTCKXETXF,ZPAN58JUY3WZMTS8.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.8250000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_P3_2XLARGE,CreateTrainedModel,,Training-ML_P3_2XLARGE,us-east-1,AWS Clean Rooms
ZVDZ6YZUXA44ZNDU,JRTCKXETXF,ZVDZ6YZUXA44ZNDU.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,7.0900000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_12XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_12XLARGE,us-east-1,AWS Clean Rooms
