SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Region Code,serviceName,Tier
RF3SEJ8VUXYEA9BQ,JRTCKXETXF,RF3SEJ8VUXYEA9BQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Monthly charge for CodeWhisperer Professional tier,2024-07-01,0,Inf,UsersPerMonth,19.0000000000,USD,Developer Tools,AmazonCodeWhisperer,US East (N. Virginia),AWS Region,USE1-CodeWhisperer-Professional,,us-east-1,Amazon CodeWhisperer,Professional
