SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Calling Type,Country,Region Code,serviceName
CJBH4SYSTGFKE9A3,JRTCKXETXF,CJBH4SYSTGFKE9A3.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Czech Republic,2022-03-01,0,Inf,Minute,0.0188730000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CZ-toll-inbound-mins,,Toll,Czech Republic,us-east-1,Amazon Chime Dialin
CNCVTDAQA38YNPRF,JRTCKXETXF,CNCVTDAQA38YNPRF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Mexico,2022-03-01,0,Inf,Minute,0.0919710000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MX-tollfree-inbound-mins,,Toll Free,Mexico,us-east-1,Amazon Chime Dialin
D3NKSP3N5M3R8WN5,JRTCKXETXF,D3NKSP3N5M3R8WN5.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Barbados,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BB-toll-inbound-mins,,Toll,Barbados,us-east-1,Amazon Chime Dialin
D63Y3EYJYCT6ZQ33,JRTCKXETXF,D63Y3EYJYCT6ZQ33.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for New Zealand,2022-03-01,0,Inf,Minute,0.2315390000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-NZ-tollfree-inbound-mins,,Toll Free,New Zealand,us-east-1,Amazon Chime Dialin
DFRJQKVQG9AWRN44,JRTCKXETXF,DFRJQKVQG9AWRN44.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for El Salvador,2022-03-01,0,Inf,Minute,0.0123120000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-SV-toll-inbound-mins,,Toll,El Salvador,us-east-1,Amazon Chime Dialin
DV6JTBNMZZR5F3US,JRTCKXETXF,DV6JTBNMZZR5F3US.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Denmark,2022-03-01,0,Inf,Minute,0.0032210000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-DK-toll-inbound-mins,,Toll,Denmark,us-east-1,Amazon Chime Dialin
DVFN7YTKF86VWEFH,JRTCKXETXF,DVFN7YTKF86VWEFH.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Turks and Caicos Islands,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TC-tollfree-inbound-mins,,Toll Free,Turks and Caicos Islands,us-east-1,Amazon Chime Dialin
DW9WPHJW8BZVFCUG,JRTCKXETXF,DW9WPHJW8BZVFCUG.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Singapore,2022-03-01,0,Inf,Minute,0.0177280000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-SG-toll-inbound-mins,,Toll,Singapore,us-east-1,Amazon Chime Dialin
E7MGMP6HSN94N3GD,JRTCKXETXF,E7MGMP6HSN94N3GD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Malta,2022-03-01,0,Inf,Minute,0.1606000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MT-tollfree-inbound-mins,,Toll Free,Malta,us-east-1,Amazon Chime Dialin
EACGXJSJMNZJ57ME,JRTCKXETXF,EACGXJSJMNZJ57ME.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Bahamas,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BS-toll-inbound-mins,,Toll,Bahamas,us-east-1,Amazon Chime Dialin
EJBVX3YYDQ7DQDTC,JRTCKXETXF,EJBVX3YYDQ7DQDTC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Panama,2022-03-01,0,Inf,Minute,0.1604830000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PA-tollfree-inbound-mins,,Toll Free,Panama,us-east-1,Amazon Chime Dialin
EJRGZAYTDFEKHRE9,JRTCKXETXF,EJRGZAYTDFEKHRE9.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Japan,2022-03-01,0,Inf,Minute,0.0070360000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-JP-toll-inbound-mins,,Toll,Japan,us-east-1,Amazon Chime Dialin
EP9K43HYZHWFDXB8,JRTCKXETXF,EP9K43HYZHWFDXB8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Malta,2022-03-01,0,Inf,Minute,0.0087950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MT-toll-inbound-mins,,Toll,Malta,us-east-1,Amazon Chime Dialin
EZ3A4PXUNEXUP7M4,JRTCKXETXF,EZ3A4PXUNEXUP7M4.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Latvia,2022-03-01,0,Inf,Minute,0.2696000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-LV-tollfree-inbound-mins,,Toll Free,Latvia,us-east-1,Amazon Chime Dialin
FYURDSKCH7VHXS9T,JRTCKXETXF,FYURDSKCH7VHXS9T.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Ukraine,2022-03-01,0,Inf,Minute,0.1738000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-UA-tollfree-inbound-mins,,Toll Free,Ukraine,us-east-1,Amazon Chime Dialin
GBPBTEZKEG8DEESJ,JRTCKXETXF,GBPBTEZKEG8DEESJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Germany,2022-03-01,0,Inf,Minute,0.1680000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-DE-tollfree-inbound-mins,,Toll Free,Germany,us-east-1,Amazon Chime Dialin
GJXZRZ293V32YVZH,JRTCKXETXF,GJXZRZ293V32YVZH.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Saint Vincent and Grenadines,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VC-toll-inbound-mins,,Toll,Saint Vincent and Grenadines,us-east-1,Amazon Chime Dialin
HCWNAQJDVM7Y78Q6,JRTCKXETXF,HCWNAQJDVM7Y78Q6.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Anguilla,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AI-tollfree-inbound-mins,,Toll Free,Anguilla,us-east-1,Amazon Chime Dialin
HRZCNT7FKF9ZZ9RQ,JRTCKXETXF,HRZCNT7FKF9ZZ9RQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Israel,2022-03-01,0,Inf,Minute,0.0054460000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-IL-toll-inbound-mins,,Toll,Israel,us-east-1,Amazon Chime Dialin
HUCPK2KAZ2X2HBCJ,JRTCKXETXF,HUCPK2KAZ2X2HBCJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Mexico,2022-03-01,0,Inf,Minute,0.0068080000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MX-toll-inbound-mins,,Toll,Mexico,us-east-1,Amazon Chime Dialin
HVC9EK6F2XXNDUG6,JRTCKXETXF,HVC9EK6F2XXNDUG6.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Australia,2022-03-01,0,Inf,Minute,0.0514300000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AU-tollfree-inbound-mins,,Toll Free,Australia,us-east-1,Amazon Chime Dialin
J7T2BWFB85VWNSV2,JRTCKXETXF,J7T2BWFB85VWNSV2.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Croatia,2022-03-01,0,Inf,Minute,0.4379280000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-HR-tollfree-inbound-mins,,Toll Free,Croatia,us-east-1,Amazon Chime Dialin
JDG5CBTW6MV4EXZY,JRTCKXETXF,JDG5CBTW6MV4EXZY.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Malaysia,2022-03-01,0,Inf,Minute,0.0221600000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MY-toll-inbound-mins,,Toll,Malaysia,us-east-1,Amazon Chime Dialin
JDU8HQR5VV4HFXGW,JRTCKXETXF,JDU8HQR5VV4HFXGW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Taiwan,Republic of China,2022-03-01,0,Inf,Minute,0.1934950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TW-tollfree-inbound-mins,,Toll Free,Taiwan,Republic of China,us-east-1,Amazon Chime Dialin
JU5MYSU246832GFW,JRTCKXETXF,JU5MYSU246832GFW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Cyprus,2022-03-01,0,Inf,Minute,0.1293420000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CY-tollfree-inbound-mins,,Toll Free,Cyprus,us-east-1,Amazon Chime Dialin
K54GF22UCPU8N2KZ,JRTCKXETXF,K54GF22UCPU8N2KZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Spain,2022-03-01,0,Inf,Minute,0.0191870000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-ES-toll-inbound-mins,,Toll,Spain,us-east-1,Amazon Chime Dialin
K62GPM6WWE92VYK3,JRTCKXETXF,K62GPM6WWE92VYK3.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Saint Kitts and Nevis,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-KN-toll-inbound-mins,,Toll,Saint Kitts and Nevis,us-east-1,Amazon Chime Dialin
KBE2JJBHAESKBTVZ,JRTCKXETXF,KBE2JJBHAESKBTVZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Saint-Martin (French part),2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MF-tollfree-inbound-mins,,Toll Free,Saint-Martin (French part),us-east-1,Amazon Chime Dialin
KHRJ8STXKFPCUMUV,JRTCKXETXF,KHRJ8STXKFPCUMUV.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Guam,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-GU-toll-inbound-mins,,Toll,Guam,us-east-1,Amazon Chime Dialin
M3H9V5AMYUT9NU3Z,JRTCKXETXF,M3H9V5AMYUT9NU3Z.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Slovakia,2022-03-01,0,Inf,Minute,0.0087950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-SK-toll-inbound-mins,,Toll,Slovakia,us-east-1,Amazon Chime Dialin
MDNKKVF3F3QBUC46,JRTCKXETXF,MDNKKVF3F3QBUC46.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Romania,2022-03-01,0,Inf,Minute,0.2200000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-RO-tollfree-inbound-mins,,Toll Free,Romania,us-east-1,Amazon Chime Dialin
MRYKA87YH4KMB57H,JRTCKXETXF,MRYKA87YH4KMB57H.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Bulgaria,2022-03-01,0,Inf,Minute,0.2978100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BG-tollfree-inbound-mins,,Toll Free,Bulgaria,us-east-1,Amazon Chime Dialin
MSP7CV3ZQ9E4EXQH,JRTCKXETXF,MSP7CV3ZQ9E4EXQH.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Guam,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-GU-tollfree-inbound-mins,,Toll Free,Guam,us-east-1,Amazon Chime Dialin
MTAKBED3WUXFEXUT,JRTCKXETXF,MTAKBED3WUXFEXUT.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Argentina,2022-03-01,0,Inf,Minute,0.1540000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AR-tollfree-inbound-mins,,Toll Free,Argentina,us-east-1,Amazon Chime Dialin
MUPSJ4SQVV9CFPKN,JRTCKXETXF,MUPSJ4SQVV9CFPKN.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Bermuda,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BM-toll-inbound-mins,,Toll,Bermuda,us-east-1,Amazon Chime Dialin
MWR334CNNNMF6DG3,JRTCKXETXF,MWR334CNNNMF6DG3.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Pakistan,2022-03-01,0,Inf,Minute,0.2624740000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PK-tollfree-inbound-mins,,Toll Free,Pakistan,us-east-1,Amazon Chime Dialin
MZ7J2VVMT8CENQGE,JRTCKXETXF,MZ7J2VVMT8CENQGE.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Turkey,2022-03-01,0,Inf,Minute,0.0909720000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TR-tollfree-inbound-mins,,Toll Free,Turkey,us-east-1,Amazon Chime Dialin
ND4J5MWKTQAZBJRH,JRTCKXETXF,ND4J5MWKTQAZBJRH.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Indonesia,2022-03-01,0,Inf,Minute,0.5823000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-ID-tollfree-inbound-mins,,Toll Free,Indonesia,us-east-1,Amazon Chime Dialin
NG8Z2TX8SEASS2ZY,JRTCKXETXF,NG8Z2TX8SEASS2ZY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per minutes for US-tollfree-inbound-onnet-mins in US East (N. Virginia),2022-03-01,0,Inf,minutes,0.0000000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-US-tollfree-inbound-onnet-mins,,TollFree-OnNet,United States of America,us-east-1,Amazon Chime Dialin
NKPYXF7G76PEAS2F,JRTCKXETXF,NKPYXF7G76PEAS2F.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Northern Mariana Islands,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MP-tollfree-inbound-mins,,Toll Free,Northern Mariana Islands,us-east-1,Amazon Chime Dialin
NQCHVPJVKYWHWQBU,JRTCKXETXF,NQCHVPJVKYWHWQBU.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for China,2022-03-01,0,Inf,Minute,0.6000000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CN-tollfree-inbound-mins,,Toll Free,China,us-east-1,Amazon Chime Dialin
NTRN6ZBMZ5MWRCMF,JRTCKXETXF,NTRN6ZBMZ5MWRCMF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Dominican Republic,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-DO-tollfree-inbound-mins,,Toll Free,Dominican Republic,us-east-1,Amazon Chime Dialin
P6EAAFTE7MNSHCYK,JRTCKXETXF,P6EAAFTE7MNSHCYK.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Viet Nam,2022-03-01,0,Inf,Minute,1.1400000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VN-toll-inbound-mins,,Toll,Viet Nam,us-east-1,Amazon Chime Dialin
P7E4UADT2URYE29W,JRTCKXETXF,P7E4UADT2URYE29W.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for American Samoa,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AS-toll-inbound-mins,,Toll,American Samoa,us-east-1,Amazon Chime Dialin
PHZ3G2GEK8QUKS84,JRTCKXETXF,PHZ3G2GEK8QUKS84.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Belgium,2022-03-01,0,Inf,Minute,0.4029300000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BE-tollfree-inbound-mins,,Toll Free,Belgium,us-east-1,Amazon Chime Dialin
PMHGRS2FK6ZCDM3S,JRTCKXETXF,PMHGRS2FK6ZCDM3S.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for British Virgin Islands,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VG-toll-inbound-mins,,Toll,British Virgin Islands,us-east-1,Amazon Chime Dialin
QHPMDMYJ653RGVSD,JRTCKXETXF,QHPMDMYJ653RGVSD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Barbados,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BB-tollfree-inbound-mins,,Toll Free,Barbados,us-east-1,Amazon Chime Dialin
QJM9N6CDMZCV2J52,JRTCKXETXF,QJM9N6CDMZCV2J52.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Saint-Martin (French part),2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MF-toll-inbound-mins,,Toll,Saint-Martin (French part),us-east-1,Amazon Chime Dialin
QR84S4E9MB6QC5J5,JRTCKXETXF,QR84S4E9MB6QC5J5.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for France,2022-03-01,0,Inf,Minute,0.0714300000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-FR-tollfree-inbound-mins,,Toll Free,France,us-east-1,Amazon Chime Dialin
QUS3TM725KG8XMAB,JRTCKXETXF,QUS3TM725KG8XMAB.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Ireland,2022-03-01,0,Inf,Minute,0.5747300000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-IE-tollfree-inbound-mins,,Toll Free,Ireland,us-east-1,Amazon Chime Dialin
QYHPZS9PFMAPCH4Q,JRTCKXETXF,QYHPZS9PFMAPCH4Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Malaysia,2022-03-01,0,Inf,Minute,0.1200000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MY-tollfree-inbound-mins,,Toll Free,Malaysia,us-east-1,Amazon Chime Dialin
RDZBMW242NHPEY8W,JRTCKXETXF,RDZBMW242NHPEY8W.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Taiwan,Republic of China,2022-03-01,0,Inf,Minute,0.0389390000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TW-toll-inbound-mins,,Toll,Taiwan,Republic of China,us-east-1,Amazon Chime Dialin
RH5FHQDMBFVQEP5B,JRTCKXETXF,RH5FHQDMBFVQEP5B.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Virgin Islands,US,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VI-tollfree-inbound-mins,,Toll Free,Virgin Islands,US,us-east-1,Amazon Chime Dialin
RKTMJX3JD35Y3F4B,JRTCKXETXF,RKTMJX3JD35Y3F4B.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Brazil,2022-03-01,0,Inf,Minute,0.3134770000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BR-tollfree-inbound-mins,,Toll Free,Brazil,us-east-1,Amazon Chime Dialin
S5M3RWC5EJMPK3P8,JRTCKXETXF,S5M3RWC5EJMPK3P8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Norway,2022-03-01,0,Inf,Minute,0.0528690000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-NO-tollfree-inbound-mins,,Toll Free,Norway,us-east-1,Amazon Chime Dialin
S9QCCURBAK276Z8D,JRTCKXETXF,S9QCCURBAK276Z8D.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Japan,2022-03-01,0,Inf,Minute,0.4921770000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-JP-tollfree-inbound-mins,,Toll Free,Japan,us-east-1,Amazon Chime Dialin
SNNA4XAMSH8GDWEW,JRTCKXETXF,SNNA4XAMSH8GDWEW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Estonia,2022-03-01,0,Inf,Minute,0.9660000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-EE-tollfree-inbound-mins,,Toll Free,Estonia,us-east-1,Amazon Chime Dialin
STSUP77KMFYDTAAE,JRTCKXETXF,STSUP77KMFYDTAAE.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Colombia,2022-03-01,0,Inf,Minute,0.0250460000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CO-toll-inbound-mins,,Toll,Colombia,us-east-1,Amazon Chime Dialin
SUMRC4H7YJPE9FYS,JRTCKXETXF,SUMRC4H7YJPE9FYS.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Netherlands,2022-03-01,0,Inf,Minute,0.0032210000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-NL-toll-inbound-mins,,Toll,Netherlands,us-east-1,Amazon Chime Dialin
T65MXRQCPRFPE5J4,JRTCKXETXF,T65MXRQCPRFPE5J4.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Australia,2022-03-01,0,Inf,Minute,0.0054460000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AU-toll-inbound-mins,,Toll,Australia,us-east-1,Amazon Chime Dialin
T6GTR6YSFEYBZFC5,JRTCKXETXF,T6GTR6YSFEYBZFC5.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Canada,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CA-toll-inbound-mins,,Toll,Canada,us-east-1,Amazon Chime Dialin
T7KSSAJ2CWHEFTN8,JRTCKXETXF,T7KSSAJ2CWHEFTN8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Northern Mariana Islands,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MP-toll-inbound-mins,,Toll,Northern Mariana Islands,us-east-1,Amazon Chime Dialin
T9Q3NPXQ4WKG3MCX,JRTCKXETXF,T9Q3NPXQ4WKG3MCX.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Switzerland,2022-03-01,0,Inf,Minute,0.6024300000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CH-tollfree-inbound-mins,,Toll Free,Switzerland,us-east-1,Amazon Chime Dialin
TA5ZDWJ52J6ES2KC,JRTCKXETXF,TA5ZDWJ52J6ES2KC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Poland,2022-03-01,0,Inf,Minute,0.0500000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PL-tollfree-inbound-mins,,Toll Free,Poland,us-east-1,Amazon Chime Dialin
TCQUTUX2CH2NWYNB,JRTCKXETXF,TCQUTUX2CH2NWYNB.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Puerto Rico,2022-03-01,0,Inf,Minute,0.0087950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PR-toll-inbound-mins,,Toll,Puerto Rico,us-east-1,Amazon Chime Dialin
TD2Q8FZ5WSWNM68U,JRTCKXETXF,TD2Q8FZ5WSWNM68U.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for China,2022-03-01,0,Inf,Minute,0.2600000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CN-toll-inbound-mins,,Toll,China,us-east-1,Amazon Chime Dialin
