SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Region Code,serviceName
6V8X67MNK8UPEJ76,JRTCKXETXF,6V8X67MNK8UPEJ76.JRTCKXETXF.6YS6EN2CT7,OnDemand,$6 per month per managed thin client device in US East (N. Virginia),2023-11-01,0,Inf,Devices,6.0000000000,USD,Enterprise Applications,AmazonWorkSpacesThinClient,US East (N. Virginia),AWS Region,USE1-Amazon-WorkSpaces-Thin-Client-service,,us-east-1,Amazon WorkSpaces Thin Client
