SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Min Volume Size,Max Volume Size,usageType,operation,Availability Zone,Capacity Usage,Dedicated EBS Throughput,Enhanced Networking Supported,Processor Features,Region Code,serviceName,Type
NC4KJTWZBCWNEWJA,JRTCKXETXF,NC4KJTWZBCWNEWJA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.65 per On Demand DMS r4.2xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,1.6500000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r4.2xlarge,Yes,Memory optimized,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r4.2xlarge,CreateDMSInstance,Multiple,,1600 Mbps,Yes,Intel AVX,Intel AVX2,Intel Turbo,us-east-1,AWS Database Migration Service,
NE2EYVJ4K8PBCVYD,JRTCKXETXF,NE2EYVJ4K8PBCVYD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.146 per On Demand DMS t2.medium Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.1460000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.medium,Yes,General purpose,2,Intel Xeon Family,Up to 3.3 GHz,4 GiB,50 GB,Low to Moderate,32-bit or 64-bit,,,,,Multi-AZUsg:dms.t2.medium,CreateDMSInstance,Multiple,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
NGHFMXSFRMDZCHAW,JRTCKXETXF,NGHFMXSFRMDZCHAW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.115 per GB-month of provisioned GP2 storage,2025-03-01,0,Inf,GB-Mo,0.1150000000,USD,,Replication Storage,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,SSD,General Purpose,50 GB,6 TB,DMS:GP2-Storage,CreateDMSInstance,Single,,,,,us-east-1,AWS Database Migration Service,
NVZ6BFQDSP2JVW3Q,JRTCKXETXF,NVZ6BFQDSP2JVW3Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.808 per On Demand DMS c6i.16xlarge Instance Hour,2025-03-01,0,Inf,Hrs,3.8080000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.16xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,32 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c6i.16xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
PTV7SVFR5MHDNRVB,JRTCKXETXF,PTV7SVFR5MHDNRVB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.41296 per On Demand DMS r5.12xlarge Instance Hour,2025-03-01,0,Inf,Hrs,5.4129600000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8000,Up to 3.1 GHz,384 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r5.12xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
Q6HQ4T7GC66C2P7D,JRTCKXETXF,Q6HQ4T7GC66C2P7D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.154 per On Demand DMS c4.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1540000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c4.large,Yes,General purpose,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,3.75 GiB,100 GB,Moderate,64-bit,,,,,InstanceUsg:dms.c4.large,CreateDMSInstance,Single,,500 Mbps,Yes,Intel AVX; Intel AVX2; Intel Turbo,us-east-1,AWS Database Migration Service,
Q75CQTW9K4R36HTE,JRTCKXETXF,Q75CQTW9K4R36HTE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.60864 per On Demand DMS r6i.8xlarge Instance Hour,2025-03-01,0,Inf,Hrs,3.6086400000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.8xlarge,Yes,Memory optimized,32,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r6i.8xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
QFPQ2XEK363FKAJC,JRTCKXETXF,QFPQ2XEK363FKAJC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1489 per On Demand DMS t3.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1489000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t3.large,Yes,General purpose,2,Intel Xeon Family,2.5 GHz,8 GiB,EBS Only,Low to Moderate,64-bit,,,,,InstanceUsg:dms.t3.large,CreateDMSInstance,Single,,N/A,No,N/A,us-east-1,AWS Database Migration Service,
QSMJDQHE6VH6R3JG,JRTCKXETXF,QSMJDQHE6VH6R3JG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.616 per On Demand DMS c4.xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.6160000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c4.xlarge,Yes,General purpose,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,100 GB,High,64-bit,,,,,Multi-AZUsg:dms.c4.xlarge,CreateDMSInstance,Multiple,,750 Mbps,Yes,Intel AVX; Intel AVX2; Intel Turbo,us-east-1,AWS Database Migration Service,
QUYD73CQ9T8WC86U,JRTCKXETXF,QUYD73CQ9T8WC86U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.4774 per On Demand DMS c5.9xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,5.4774000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.9xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,4 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c5.9xlarge,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
QZDK2QRKE35N8XJ6,JRTCKXETXF,QZDK2QRKE35N8XJ6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.476 per On Demand DMS c5.2xlarge Instance Hour,2025-03-01,0,Inf,Hrs,0.4760000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.2xlarge,Yes,Compute optimized,8,Intel Xeon Platinum,3.0 Ghz,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c5.2xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
R7AKX5UP7W8S7UQY,JRTCKXETXF,R7AKX5UP7W8S7UQY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3277 per DMS Serverless 4 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,0.3277377590,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:4,CreateDMSInstance,Single,4,,,,us-east-1,AWS Database Migration Service,Serverless
R844MXX9ZUSHP9RT,JRTCKXETXF,R844MXX9ZUSHP9RT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.65 per On Demand DMS r4.4xlarge Instance Hour,2025-03-01,0,Inf,Hrs,1.6500000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r4.4xlarge,Yes,Memory optimized,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,122 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.r4.4xlarge,CreateDMSInstance,Single,,3000 Mbps,Yes,Intel AVX,Intel AVX2,Intel Turbo,us-east-1,AWS Database Migration Service,
R8CDAWH9Y8YWSZTH,JRTCKXETXF,R8CDAWH9Y8YWSZTH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.43456 per On Demand DMS r5.16xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,14.4345600000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r5.16xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
R94XV63N29P3GVEF,JRTCKXETXF,R94XV63N29P3GVEF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.41296 per On Demand DMS r6i.12xlarge Instance Hour,2025-03-01,0,Inf,Hrs,5.4129600000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8000,Up to 3.1 GHz,384 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r6i.12xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
R9MT4M9Y9VM766WT,JRTCKXETXF,R9MT4M9Y9VM766WT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.21728 per On Demand DMS r5.16xlarge Instance Hour,2025-03-01,0,Inf,Hrs,7.2172800000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r5.16xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
RAG333XRFKK38UKD,JRTCKXETXF,RAG333XRFKK38UKD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2978 per On Demand DMS t3.large Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.2978000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t3.large,Yes,General purpose,2,Intel Xeon Family,2.5 GHz,8 GiB,EBS Only,Low to Moderate,64-bit,,,,,Multi-AZUsg:dms.t3.large,CreateDMSInstance,Multiple,,N/A,No,N/A,us-east-1,AWS Database Migration Service,
RF3F3GKJ2927DR3M,JRTCKXETXF,RF3F3GKJ2927DR3M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.411 per On Demand DMS r5.4xlarge Instance Hour,2025-03-01,0,Inf,Hrs,1.4110000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.4xlarge,Yes,Memory optimized,16,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r5.4xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
RJD4W8D3X5VA2FJC,JRTCKXETXF,RJD4W8D3X5VA2FJC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.411 per On Demand DMS r6i.4xlarge Instance Hour,2025-03-01,0,Inf,Hrs,1.4110000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.4xlarge,Yes,Memory optimized,16,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r6i.4xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
S7CVPN4BGD66ZHF7,JRTCKXETXF,S7CVPN4BGD66ZHF7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.353 per On Demand DMS r5.large Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.3530000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.large,Yes,Memory optimized,2,Intel Xeon Platinum 8000,Up to 3.1 GHz,16 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r5.large,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
SD9UQUNABF8UXMNZ,JRTCKXETXF,SD9UQUNABF8UXMNZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.6219 per DMS Serverless 16 DCU capacity Multi-AZ DCU hours,2025-03-01,0,Inf,DCU-Hr,2.6219020760,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepMultiAZCapacityUsg:16,CreateDMSInstance,Multiple,16,,,,us-east-1,AWS Database Migration Service,Serverless
SKW77ANNPZC78R87,JRTCKXETXF,SKW77ANNPZC78R87.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.4774 per On Demand DMS c5.18xlarge Instance Hour,2025-03-01,0,Inf,Hrs,5.4774000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.18xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,32 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c5.18xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
SNUF3NEQFQEVVJCB,JRTCKXETXF,SNUF3NEQFQEVVJCB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.41 per On Demand DMS r4.large Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.4100000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r4.large,Yes,Memory optimized,2,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,15.25 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r4.large,CreateDMSInstance,Multiple,,400 Mbps,Yes,Intel AVX,Intel AVX2,Intel Turbo,us-east-1,AWS Database Migration Service,
SSF26TYREXFAGWWP,JRTCKXETXF,SSF26TYREXFAGWWP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.3032 per On Demand DMS c5.24xlarge Instance Hour,2025-03-01,0,Inf,Hrs,7.3032000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.24xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,32 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c5.24xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
STGZKUQ8YWKYC894,JRTCKXETXF,STGZKUQ8YWKYC894.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.808 per On Demand DMS c6i.8xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,3.8080000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.8xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,64 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c6i.8xlarge,CreateDMSInstance,Multiple,,12000 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
STTVDGB2K7U3UQXJ,JRTCKXETXF,STTVDGB2K7U3UQXJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.292 per On Demand DMS t2.large Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.2920000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.large,Yes,General purpose,2,Intel Xeon Family,Up to 3.0 GHz,8 GiB,50 GB,Low to Moderate,64-bit,,,,,Multi-AZUsg:dms.t2.large,CreateDMSInstance,Multiple,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
SW9794E74JP554VU,JRTCKXETXF,SW9794E74JP554VU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.952 per On Demand DMS c6i.2xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.9520000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.2xlarge,Yes,Compute optimized,8,Intel Xeon Platinum,3.0 Ghz,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c6i.2xlarge,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
T9MT8KC6GREXF7AT,JRTCKXETXF,T9MT8KC6GREXF7AT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.176 per On Demand DMS r5.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1760000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.large,Yes,Memory optimized,2,Intel Xeon Platinum 8000,Up to 3.1 GHz,16 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r5.large,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
TA48A4F7PMEE25E5,JRTCKXETXF,TA48A4F7PMEE25E5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0744 per On Demand DMS t3.small Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.0744000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t3.small,Yes,General purpose,2,Intel Xeon Family,2.5 GHz,2 GiB,EBS Only,Low to Moderate,64-bit,,,,,Multi-AZUsg:dms.t3.small,CreateDMSInstance,Multiple,,N/A,No,N/A,us-east-1,AWS Database Migration Service,
TKUWSZ469D8DU6XV,JRTCKXETXF,TKUWSZ469D8DU6XV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.119 per On Demand DMS c6i.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1190000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.large,Yes,Compute optimized,2,Intel Xeon Platinum,3.0 Ghz,4 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c6i.large,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
TR6DAWNU7SGAUVHZ,JRTCKXETXF,TR6DAWNU7SGAUVHZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.952 per On Demand DMS c5.2xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.9520000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.2xlarge,Yes,Compute optimized,8,Intel Xeon Platinum,3.0 Ghz,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c5.2xlarge,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
TVZD7JPQV55UKJB2,JRTCKXETXF,TVZD7JPQV55UKJB2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$28.86912 per On Demand DMS r6i.32xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,28.8691200000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.32xlarge,Yes,Memory optimized,128,Intel Xeon Platinum 8000,Up to 3.1 GHz,1024 GiB,EBS Only,50 Gbps,64-bit,,,,,Multi-AZUsg:dms.r6i.32xlarge,CreateDMSInstance,Multiple,,40 Gbps,Yes,N/A,us-east-1,AWS Database Migration Service,
U2M9656SEAPXDUYK,JRTCKXETXF,U2M9656SEAPXDUYK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$10.82592 per On Demand DMS r5.12xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,10.8259200000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8000,Up to 3.1 GHz,384 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r5.12xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
UCHKTN96YPGQ3DT3,JRTCKXETXF,UCHKTN96YPGQ3DT3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.073 per On Demand DMS t2.medium Instance Hour,2025-03-01,0,Inf,Hrs,0.0730000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.medium,Yes,General purpose,2,Intel Xeon Family,Up to 3.3 GHz,4 GiB,50 GB,Low to Moderate,32-bit or 64-bit,,,,,InstanceUsg:dms.t2.medium,CreateDMSInstance,Single,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
UN3JTV7X2KSV7D6C,JRTCKXETXF,UN3JTV7X2KSV7D6C.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.311 per DMS Serverless 16 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,1.3109510380,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:16,CreateDMSInstance,Single,16,,,,us-east-1,AWS Database Migration Service,Serverless
V574PCSZBT2H7B39,JRTCKXETXF,V574PCSZBT2H7B39.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.146 per On Demand DMS t2.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1460000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.large,Yes,General purpose,2,Intel Xeon Family,Up to 3.0 GHz,8 GiB,50 GB,Low to Moderate,64-bit,,,,,InstanceUsg:dms.t2.large,CreateDMSInstance,Single,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
VP92P5X6S768GWYR,JRTCKXETXF,VP92P5X6S768GWYR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$20.9752 per DMS Serverless 256 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,20.9752166100,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:256,CreateDMSInstance,Single,256,,,,us-east-1,AWS Database Migration Service,Serverless
WNWC54TYXU97TDF6,A429C66SYZ,WNWC54TYXU97TDF6.A429C66SYZ.TKQXKGP374,OnDemand,Global,2025-03-01,0,750,Hrs,0.0000000000,USD,,Replication Server,AWSDatabaseMigrationSvc,Any,AWS Region,t3.micro,,,,,,,,,,,,,,Global-InstanceUsg:dms.t3.micro,CreateDMSInstance,Multiple,,,,,,AWS Database Migration Service,
Y4T2SBDK3WEGUG3M,JRTCKXETXF,Y4T2SBDK3WEGUG3M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.822 per On Demand DMS r6i.4xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,2.8220000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.4xlarge,Yes,Memory optimized,16,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r6i.4xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
YNHYWBWZNY33RQFW,JRTCKXETXF,YNHYWBWZNY33RQFW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.411 per On Demand DMS r6i.2xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,1.4110000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.2xlarge,Yes,Memory optimized,8,Intel Xeon Platinum 8000,Up to 3.1 GHz,64 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r6i.2xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
YT2RVXASEPN6U4XV,JRTCKXETXF,YT2RVXASEPN6U4XV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$6.60 per On Demand DMS r4.8xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,6.6000000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r4.8xlarge,Yes,Memory optimized,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,244 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r4.8xlarge,CreateDMSInstance,Multiple,,6000 Mbps,Yes,Intel AVX,Intel AVX2,Intel Turbo,us-east-1,AWS Database Migration Service,
YUPNRHZ6ZMQPW7U7,JRTCKXETXF,YUPNRHZ6ZMQPW7U7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.119 per On Demand DMS c5.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1190000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.large,Yes,Compute optimized,2,Intel Xeon Platinum,3.0 Ghz,4 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c5.large,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
YVG5KF9T8YERXRAP,JRTCKXETXF,YVG5KF9T8YERXRAP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.6555 per DMS Serverless 8 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,0.6554755190,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:8,CreateDMSInstance,Single,8,,,,us-east-1,AWS Database Migration Service,Serverless
Z4H748VQF22HHCAT,JRTCKXETXF,Z4H748VQF22HHCAT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.311 per DMS Serverless 8 DCU capacity Multi-AZ DCU hours,2025-03-01,0,Inf,DCU-Hr,1.3109510380,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepMultiAZCapacityUsg:8,CreateDMSInstance,Multiple,8,,,,us-east-1,AWS Database Migration Service,Serverless
