SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,Storage Media,Group,Group Description,usageType,operation,Alarm Type,Database Engine Type,Instance Configuration Type,Logs Destination,Region Code,serviceName,Type,Type Description,Version
EQX872FAUQBWJM6K,JRTCKXETXF,EQX872FAUQBWJM6K.JRTCKXETXF.AMET9K77J3,OnDemand,$0.075 per GB of log data delivered to Kinesis Firehose for the next 20TB - US East (Northern Virginia),2025-05-01,30720,51200,GB,0.0750000000,USD,85NYBRRPURC8EH9H,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Delivered Logs,Log delivered from AWS services to log destinations other than CloudWatch,USE1-FH-Egress-Bytes,,,,,Amazon Kinesis Data Firehose,us-east-1,AmazonCloudWatch,,,Current
EQX872FAUQBWJM6K,JRTCKXETXF,EQX872FAUQBWJM6K.JRTCKXETXF.AQTKZ3QBDA,OnDemand,$0.05 per GB of log data delivered to Kinesis Firehose over 50TB - US East (Northern Virginia),2025-05-01,51200,Inf,GB,0.0500000000,USD,85NYBRRPURC8EH9H,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Delivered Logs,Log delivered from AWS services to log destinations other than CloudWatch,USE1-FH-Egress-Bytes,,,,,Amazon Kinesis Data Firehose,us-east-1,AmazonCloudWatch,,,Current
EVETVUGEN3MUTMXM,JRTCKXETXF,EVETVUGEN3MUTMXM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.10 per alarm metric month (standard resolution) - US East (Northern Virginia),2025-05-01,0,Inf,Alarms,0.1000000000,USD,FCH8WPMWVXA4B6VM,Alarm,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Alarm,CloudWatch Alarms,CW:AlarmMonitorUsage,,Standard,,,,us-east-1,AmazonCloudWatch,,,
FBU5ADNKR93A95EP,JRTCKXETXF,FBU5ADNKR93A95EP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00000075 per spans indexed for USE1-XRay-Spans-Indexed in US East (N. Virginia),2025-05-01,0,Inf,spans indexed,0.0000007500,USD,,X-Ray Spans Indexed,AmazonCloudWatch,US East (N. Virginia),AWS Region,,XRay-Spans-Indexed,Number of spans indexed into X-Ray trace summaries,USE1-XRay-Spans-Indexed,,,,,,us-east-1,AmazonCloudWatch,,,
FCH8WPMWVXA4B6VM,A429C66SYZ,FCH8WPMWVXA4B6VM.A429C66SYZ.DGNP37V5JW,OnDemand,Global,2025-05-01,0,10,Alarms,0.0000000000,USD,,Bundle,AmazonCloudWatch,Any,AWS Region,,CW-MonthlyFree-Alarm,Monthly free usage of alarms,Global-CW:AlarmMonitorUsage,,,,,,,AmazonCloudWatch,,,
FXNEUU7HXFXDQXC8,JRTCKXETXF,FXNEUU7HXFXDQXC8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per composite alarm month - US East (Northern Virginia),2025-05-01,0,Inf,Alarms,0.5000000000,USD,,Alarm,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Alarm,CloudWatch Alarms,CW:CompositeAlarmMonitorUsage,,Composite,,,,us-east-1,AmazonCloudWatch,,,
GDXQW8SCMNE7466M,JRTCKXETXF,GDXQW8SCMNE7466M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per minute of CloudWatch Logs Live Tail session - US East (N. Virginia),2025-05-01,0,Inf,minutes,0.0100000000,USD,MGQC4P8V9SZ76R7S,CloudWatch Events,AmazonCloudWatch,US East (N. Virginia),AWS Region,,,,USE1-Logs-LiveTail,StartLiveTail,,,,,us-east-1,AmazonCloudWatch,Live Tail,Live Tail Usage,
GGVANDMU9JVDV98E,JRTCKXETXF,GGVANDMU9JVDV98E.JRTCKXETXF.6YS6EN2CT7,OnDemand,From US East (N. Virginia) CW Network Monitor Hybrid,2025-05-01,0,Inf,hours,0.1000000000,USD,,CloudWatch Network Monitor,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-NM-Hybrid-Paid,CloudWatch-Network Management - Hybrid - Paid,USE1-CWNMHybrid-Paid,CloudWatch-NM-Paid,,,,,us-east-1,AmazonCloudWatch,,,
GHRXAWYBWDN7X39F,JRTCKXETXF,GHRXAWYBWDN7X39F.JRTCKXETXF.Q3Z75P77EN,OnDemand,$0.50 per GB of vended logs ingested in Standard log class for the first 10TB - US East (Northern Virginia),2025-05-01,0,10240,GB,0.5000000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Ingested Logs,Log files generated by AWS services,USE1-VendedLog-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
GHRXAWYBWDN7X39F,JRTCKXETXF,GHRXAWYBWDN7X39F.JRTCKXETXF.JM86AE7V7B,OnDemand,$0.25 per GB of vended logs ingested in Standard log class for the next 20TB - US East (Northern Virginia),2025-05-01,10240,30720,GB,0.2500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Ingested Logs,Log files generated by AWS services,USE1-VendedLog-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
GHRXAWYBWDN7X39F,JRTCKXETXF,GHRXAWYBWDN7X39F.JRTCKXETXF.AMET9K77J3,OnDemand,$0.10 per GB of vended logs ingested in Standard log class for the next 20TB - US East (Northern Virginia),2025-05-01,30720,51200,GB,0.1000000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Ingested Logs,Log files generated by AWS services,USE1-VendedLog-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
GHRXAWYBWDN7X39F,JRTCKXETXF,GHRXAWYBWDN7X39F.JRTCKXETXF.AQTKZ3QBDA,OnDemand,$0.05 per GB of vended logs ingested in Standard log class over 50TB - US East (Northern Virginia),2025-05-01,51200,Inf,GB,0.0500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Ingested Logs,Log files generated by AWS services,USE1-VendedLog-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
HBDK6NDDPK4Q8HUX,JRTCKXETXF,HBDK6NDDPK4Q8HUX.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD0.0125 per vCPU-Hour monitored by Database Insights for RDS MySQL provisioned databases,2025-05-01,0,Inf,vCPU-Hours,0.0125000000,USD,,CloudWatch Database Insights,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-DatabaseInsights,Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases,USE1-CW:DatabaseInsights-vCPU-Hours,RDS-MySQL:Provisioned,,RDS MySQL,Provisioned,,us-east-1,AmazonCloudWatch,,,
JRHJQ2UMPUB5K73A,JRTCKXETXF,JRHJQ2UMPUB5K73A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per GB-mo of log storage - US East (Northern Virginia),2025-05-01,0,Inf,GB-Mo,0.0300000000,USD,6XTVPDAM3VF25UTA,Storage Snapshot,AmazonCloudWatch,US East (N. Virginia),AWS Region,Amazon S3,,,TimedStorage-ByteHrs,,,,,,us-east-1,AmazonCloudWatch,,,Legacy
KG586CTNGQ4VRZKZ,JRTCKXETXF,KG586CTNGQ4VRZKZ.JRTCKXETXF.A6VD9GXV7W,OnDemand,$0.30 per metric-month for the first 10,000 metrics - US East (Northern Virginia),2025-05-01,0,10000,Metrics,0.3000000000,USD,3ZJZSGX8K87XPW4R,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Metric,CloudWatch Custom Metrics,CW:MetricMonitorUsage,,,,,,us-east-1,AmazonCloudWatch,,,
KG586CTNGQ4VRZKZ,JRTCKXETXF,KG586CTNGQ4VRZKZ.JRTCKXETXF.FG3KHZ79QN,OnDemand,$0.10 per metric-month for the next 240,000 metrics - US East (Northern Virginia),2025-05-01,10000,250000,Metrics,0.1000000000,USD,3ZJZSGX8K87XPW4R,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Metric,CloudWatch Custom Metrics,CW:MetricMonitorUsage,,,,,,us-east-1,AmazonCloudWatch,,,
KG586CTNGQ4VRZKZ,JRTCKXETXF,KG586CTNGQ4VRZKZ.JRTCKXETXF.95SDKRWVHH,OnDemand,$0.05 per metric-month for the next 750,000 metrics - US East (Northern Virginia),2025-05-01,250000,1000000,Metrics,0.0500000000,USD,3ZJZSGX8K87XPW4R,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Metric,CloudWatch Custom Metrics,CW:MetricMonitorUsage,,,,,,us-east-1,AmazonCloudWatch,,,
KG586CTNGQ4VRZKZ,JRTCKXETXF,KG586CTNGQ4VRZKZ.JRTCKXETXF.VNJQCFJPS4,OnDemand,$0.02 per metric-month  for over 1,000,000 metrics - US East (Northern Virginia),2025-05-01,1000000,Inf,Metrics,0.0200000000,USD,3ZJZSGX8K87XPW4R,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Metric,CloudWatch Custom Metrics,CW:MetricMonitorUsage,,,,,,us-east-1,AmazonCloudWatch,,,
KTJ7B59SBCG2B7E3,JRTCKXETXF,KTJ7B59SBCG2B7E3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per resource monitored by Internet Monitor per hour in US East (N. Virginia),2025-05-01,0,Inf,Internet Monitor - Monitored Resource,0.0100000000,USD,,,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-InternetMonitor,CloudWatch Internet Monitor,USE1-CW:InternetMonitor-MonitoredResource,putMonitoredResource,,,,,us-east-1,AmazonCloudWatch,,,
MGQC4P8V9SZ76R7S,A429C66SYZ,MGQC4P8V9SZ76R7S.A429C66SYZ.DBTBTXS5E5,OnDemand,Global,2025-05-01,0,1800,minutes,0.0000000000,USD,,Data Payload,AmazonCloudWatch,Any,AWS Region,,,,Global-Logs-LiveTail,StartLiveTail,,,,,,AmazonCloudWatch,Live Tail,Live Tail Usage,
MGVDRKEJSR4BNZ6R,JRTCKXETXF,MGVDRKEJSR4BNZ6R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per rule per month for CW-Rule-CloudWatchLog in US East (N. Virginia),2025-05-01,0,Inf,rule,0.5000000000,USD,T99MVKTB336VE4JV,Contributor Insights,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Rule-CloudWatchLog,CloudWatch Contributor Insights Rule,USE1-CW:ContributorInsightRules,CloudWatchLogs,,,,,us-east-1,AmazonCloudWatch,,,
NN3SCKP89K4RQ79T,JRTCKXETXF,NN3SCKP89K4RQ79T.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.07 per metric month - US East (N. Virginia),2025-05-01,0,Inf,Metrics,0.0700000000,USD,,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Enhanced Container Insights,Granular metrics and high level health and performance visibility across your containers,USE1-CW:MetricsUsage,MetricStorage:CI-ECS,,,,,us-east-1,AmazonCloudWatch,,,
P2RPRQDEQ5Z55MMA,A429C66SYZ,P2RPRQDEQ5Z55MMA.A429C66SYZ.SB2VSFF4TP,OnDemand,Global,2025-05-01,0,1000000,Events,0.0000000000,USD,,,AmazonCloudWatch,Any,AWS Region,,CW-MonthlyFree-Event,Monthly free usage of Contributor Insights matched events,Global-CW:ContributorInsightEvents,,,,,,,AmazonCloudWatch,,,
PJU7Z652RF7CAN2A,JRTCKXETXF,PJU7Z652RF7CAN2A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per million Events for CW:ContributorInsightEvents in US East (N. Virginia),2025-05-01,0,Inf,Events,0.0000000200,USD,P2RPRQDEQ5Z55MMA,,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Event-CloudWatchLog,CloudWatch Contributor Insights Matched Events,USE1-CW:ContributorInsightEvents,,,,,,us-east-1,AmazonCloudWatch,,,
QJW2KXZA8THY9MBX,JRTCKXETXF,QJW2KXZA8THY9MBX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.50 per million Evidently Analysis Units in US East (N. Virginia),2025-05-01,0,Inf,Units,0.0000075000,USD,,,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-Evidently,CloudWatch Evidently EAU,USE1-CW:Evidently-eau,evidently,,,,,us-east-1,AmazonCloudWatch,,,
S8QGXX5R2BKKMDSJ,JRTCKXETXF,S8QGXX5R2BKKMDSJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.50 per GB custom log data ingested in Standard log class - US East (Northern Virginia),2025-05-01,0,Inf,GB,0.5000000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Ingested Logs,Existing system,application,and custom log files,USE1-DataProcessing-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
SSNSJENVU973ECHE,A429C66SYZ,SSNSJENVU973ECHE.A429C66SYZ.V7GB4D473V,OnDemand,Global,2025-05-01,0,5,GB,0.0000000000,USD,,Bundle,AmazonCloudWatch,Any,AWS Region,,CW-MonthlyFree-DataProcessing,Monthly free usage of data ingestion,Global-DataProcessing-Bytes,PutLogEvents,,,,,,AmazonCloudWatch,,,
ST83NCNZMVRKWEVJ,JRTCKXETXF,ST83NCNZMVRKWEVJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 metrics requested using GetMetricData API - US East (Northern Virginia),2025-05-01,0,Inf,Metrics,0.0000100000,USD,,API Request,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-Requests,CloudWatch Bulk API Requests,CW:GMD-Metrics,GetMetricData,,,,,us-east-1,AmazonCloudWatch,,,
STJ46A5868BGSDKW,JRTCKXETXF,STJ46A5868BGSDKW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.003125 per ACU-Hour monitored by Database Insights for Aurora-PostgreSQL limitless databases in US East (N. Virginia),2025-05-01,0,Inf,ACU-Hours,0.0031250000,USD,,CloudWatch Database Insights,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-DatabaseInsights,Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases,USE1-CW:DatabaseInsights-ACU-Hours,Aurora-PostgreSQL:Limitless,,Aurora-PostgreSQL,Limitless,,us-east-1,AmazonCloudWatch,,,
SWKZTDJXEQ6HU7GD,JRTCKXETXF,SWKZTDJXEQ6HU7GD.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD0.0125 per vCPU-Hour monitored by Database Insights for RDS SQL Server provisioned databases,2025-05-01,0,Inf,vCPU-Hours,0.0125000000,USD,,CloudWatch Database Insights,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-DatabaseInsights,Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases,USE1-CW:DatabaseInsights-vCPU-Hours,RDS-SQLServer:Provisioned,,RDS SQL Server,Provisioned,,us-east-1,AmazonCloudWatch,,,
SX7C48FQAW7JK9B6,JRTCKXETXF,SX7C48FQAW7JK9B6.JRTCKXETXF.8DQQFJNTGA,OnDemand,$1.50 per million Application Signals for the first 100 million Application Signals - US East (N. Virginia),2025-05-01,0,100000000,Signals,0.0000015000,USD,,Application Signals,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-APM,CloudWatch Application Signals,USE1-Application-Signals,,,,,,us-east-1,AmazonCloudWatch,,,
SX7C48FQAW7JK9B6,JRTCKXETXF,SX7C48FQAW7JK9B6.JRTCKXETXF.V9JAN4EP4Z,OnDemand,$0.75 per million Application Signals for the next 900 million Application Signals - US East (N. Virginia),2025-05-01,100000000,1000000000,Signals,0.0000007500,USD,,Application Signals,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-APM,CloudWatch Application Signals,USE1-Application-Signals,,,,,,us-east-1,AmazonCloudWatch,,,
SX7C48FQAW7JK9B6,JRTCKXETXF,SX7C48FQAW7JK9B6.JRTCKXETXF.AGD8ADSNTG,OnDemand,$0.30 per million Application Signals for over 1 billion Application Signals - US East (N. Virginia),2025-05-01,1000000000,Inf,Signals,0.0000003000,USD,,Application Signals,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-APM,CloudWatch Application Signals,USE1-Application-Signals,,,,,,us-east-1,AmazonCloudWatch,,,
T99MVKTB336VE4JV,A429C66SYZ,T99MVKTB336VE4JV.A429C66SYZ.8EEUB22XNJ,OnDemand,Global,2025-05-01,0,1,Rule-Hour,0.0000000000,USD,,,AmazonCloudWatch,Any,AWS Region,,CW-MonthlyFree-Rule,Monthly free usage of Contributor Insights rules,Global-CW:ContributorInsightRules,CloudWatchLogs,,,,,,AmazonCloudWatch,,,
TTFNJUMFRJ3STGQX,JRTCKXETXF,TTFNJUMFRJ3STGQX.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD0.003125 per ACU-Hour monitored by Database Insights for Aurora MySQL serverless databases,2025-05-01,0,Inf,ACU-Hours,0.0031250000,USD,,CloudWatch Database Insights,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-DatabaseInsights,Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases,USE1-CW:DatabaseInsights-ACU-Hours,Aurora-MySQL:Serverless,,Aurora-MySQL,Serverless,,us-east-1,AmazonCloudWatch,,,
U8UFWW83HQNJ7YJQ,JRTCKXETXF,U8UFWW83HQNJ7YJQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$9.00 per rule per month for CW-Rule-PrivateLink in US East (N. Virginia),2025-05-01,0,Inf,Rule-Hour,9.0000000000,USD,,,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Rule-PrivateLink,CloudWatch Contributor Insights Rule,USE1-CW:ContributorRulesManaged,PrivateLink,,,,,us-east-1,AmazonCloudWatch,,,
UTXVGKBT732UDP5N,JRTCKXETXF,UTXVGKBT732UDP5N.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 requests,2025-05-01,0,Inf,Requests,0.0000100000,USD,VE63M6QDRWUAS2VN,API Request,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-Requests,CloudWatch API Requests,CW:Requests,,,,,,us-east-1,AmazonCloudWatch,,,
V24XT4CE967XYMJS,JRTCKXETXF,V24XT4CE967XYMJS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per million Events for CW:ContributorEventsManaged in US East (N. Virginia),2025-05-01,0,Inf,Events,0.0000000300,USD,,,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Event-DynamoDB,CloudWatch Contributor Insights Matched Events,USE1-CW:ContributorEventsManaged,DynamoDBEvents,,,,,us-east-1,AmazonCloudWatch,,,
V5KNZ9RH9Q9TKPJM,JRTCKXETXF,V5KNZ9RH9Q9TKPJM.JRTCKXETXF.6YS6EN2CT7,OnDemand,USD0.0125 per vCPU-Hour monitored by Database Insights for RDS MariaDB provisioned databases,2025-05-01,0,Inf,vCPU-Hours,0.0125000000,USD,,CloudWatch Database Insights,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-DatabaseInsights,Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases,USE1-CW:DatabaseInsights-vCPU-Hours,RDS-MariaDB:Provisioned,,RDS MariaDB,Provisioned,,us-east-1,AmazonCloudWatch,,,
V8XRG8JJGW4BC39P,JRTCKXETXF,V8XRG8JJGW4BC39P.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 1,000 metrics requested using GetInsightRuleReport API - US East (N. Virginia),2025-05-01,0,Inf,Metrics,0.0000100000,USD,,API Request,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-Requests,CloudWatch Contributor Insights API Requests,CW:GIRR-Metrics,GetInsightRuleReport,,,,,us-east-1,AmazonCloudWatch,,,
VE63M6QDRWUAS2VN,A429C66SYZ,VE63M6QDRWUAS2VN.A429C66SYZ.SB2VSFF4TP,OnDemand,Global,2025-05-01,0,1000000,Requests,0.0000000000,USD,,Bundle,AmazonCloudWatch,Any,AWS Region,,CW-MonthlyFree-Request,Monthly free usage of requests,Global-CW:Requests,,,,,,,AmazonCloudWatch,,,
VJDTMA8S4PDEWU6J,JRTCKXETXF,VJDTMA8S4PDEWU6J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.003 per 1,000 metric updates - US East (N. Virginia),2025-05-01,0,Inf,Metric Update,0.0000030000,USD,,Metric Streams,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-MetricStreams,CloudWatch Metric Streams Metric Updates,USE1-CW:MetricStreamUsage,MetricUpdate,,,,,us-east-1,AmazonCloudWatch,,,
W5GFVRZDCZQHBBU2,A429C66SYZ,W5GFVRZDCZQHBBU2.A429C66SYZ.V7GB4D473V,OnDemand,Global,2025-05-01,0,5,GB,0.0000000000,USD,,Bundle,AmazonCloudWatch,Any,AWS Region,,CW-MonthlyFree-DataScanned,Monthly free usage of data scanned by CloudWatch Logs Insights queries,Global-DataScanned-Bytes,StartQuery,,,,,,AmazonCloudWatch,,,
W6ZRKEAN43XA8EA9,JRTCKXETXF,W6ZRKEAN43XA8EA9.JRTCKXETXF.Q3Z75P77EN,OnDemand,$0.25 per GB of vended logsingested in Infrequent Access log class for the first 10TB - US East (Northern Virginia),2025-05-01,0,10240,GB,0.2500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Existing system,application,and custom log files,USE1-VendedLogIA-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
W6ZRKEAN43XA8EA9,JRTCKXETXF,W6ZRKEAN43XA8EA9.JRTCKXETXF.JM86AE7V7B,OnDemand,$0.15 per GB of vended logsingested in Infrequent Access log class for the next 20TB - US East (Northern Virginia),2025-05-01,10240,30720,GB,0.1500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Existing system,application,and custom log files,USE1-VendedLogIA-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
W6ZRKEAN43XA8EA9,JRTCKXETXF,W6ZRKEAN43XA8EA9.JRTCKXETXF.AMET9K77J3,OnDemand,$0.075 per GB of vended logsingested in Infrequent Access log class for the next 20TB - US East (Northern Virginia),2025-05-01,30720,51200,GB,0.0750000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Existing system,application,and custom log files,USE1-VendedLogIA-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
W6ZRKEAN43XA8EA9,JRTCKXETXF,W6ZRKEAN43XA8EA9.JRTCKXETXF.AQTKZ3QBDA,OnDemand,$0.05 per GB of vended logs ingested in Infrequent Access log class over 50TB - US East (Northern Virginia),2025-05-01,51200,Inf,GB,0.0500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Existing system,application,and custom log files,USE1-VendedLogIA-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
WMNA5ZB3WX336Z89,JRTCKXETXF,WMNA5ZB3WX336Z89.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.25 per GB custom log data ingested in Infrequent Access log class -US East (Northern Virginia),2025-05-01,0,Inf,GB,0.2500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Custom ingested Logs,Existing system,application,and custom log files,USE1-DataProcessingIA-Bytes,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
WRQKGJARJZD5P36E,JRTCKXETXF,WRQKGJARJZD5P36E.JRTCKXETXF.Q3Z75P77EN,OnDemand,$0.25 per GB for the first 10TB of vended log data delivered to Kinesis Firehose per month in US East (N. Virginia),2025-05-01,0,10240,GB,0.2500000000,USD,85NYBRRPURC8EH9H,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Delivered Logs,Logs generated by Elemental MediaTailor and delivered to Amazon Data Firehose,USE1-FH-Egress-Bytes-MTLogs,,,,,Amazon Kinesis Data Firehose,us-east-1,AmazonCloudWatch,,,Current
WRQKGJARJZD5P36E,JRTCKXETXF,WRQKGJARJZD5P36E.JRTCKXETXF.JM86AE7V7B,OnDemand,$0.15 per GB for the next 20TB of vended log data delivered to Kinesis Firehose per month in US East (N. Virginia),2025-05-01,10240,30720,GB,0.1500000000,USD,85NYBRRPURC8EH9H,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Delivered Logs,Logs generated by Elemental MediaTailor and delivered to Amazon Data Firehose,USE1-FH-Egress-Bytes-MTLogs,,,,,Amazon Kinesis Data Firehose,us-east-1,AmazonCloudWatch,,,Current
WRQKGJARJZD5P36E,JRTCKXETXF,WRQKGJARJZD5P36E.JRTCKXETXF.AMET9K77J3,OnDemand,$0.075 per GB for the next 20TB of vended log data delivered to Kinesis Firehose per month in US East (N. Virginia),2025-05-01,30720,51200,GB,0.0750000000,USD,85NYBRRPURC8EH9H,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Delivered Logs,Logs generated by Elemental MediaTailor and delivered to Amazon Data Firehose,USE1-FH-Egress-Bytes-MTLogs,,,,,Amazon Kinesis Data Firehose,us-east-1,AmazonCloudWatch,,,Current
WRQKGJARJZD5P36E,JRTCKXETXF,WRQKGJARJZD5P36E.JRTCKXETXF.AQTKZ3QBDA,OnDemand,$0.05 per GB for over 50TB of vended log data delivered to Kinesis Firehose per month in US East (N. Virginia),2025-05-01,51200,Inf,GB,0.0500000000,USD,85NYBRRPURC8EH9H,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Delivered Logs,Logs generated by Elemental MediaTailor and delivered to Amazon Data Firehose,USE1-FH-Egress-Bytes-MTLogs,,,,,Amazon Kinesis Data Firehose,us-east-1,AmazonCloudWatch,,,Current
X9FFXZTM9G9GQZPA,JRTCKXETXF,X9FFXZTM9G9GQZPA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.10 per metric analyzed by the alarm per month,2025-05-01,0,Inf,Alarms,0.1000000000,USD,,Alarm,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Metrics Insights Alarms,CloudWatch Alarms evaluating Metrics Insights queries,CW:MetricInsightAlarmUsage,,Standard,,,,us-east-1,AmazonCloudWatch,,,
XHAE6EHMNXHCECPU,JRTCKXETXF,XHAE6EHMNXHCECPU.JRTCKXETXF.ZN357FEBCK,OnDemand,$0.21 per M observations ingested for the first 1B observations - US East (N. Virginia),2025-05-01,0,1000000000,Observations,0.0000002100,USD,,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Enhanced Container Insights,Granular metrics and high level health and performance visibility across your containers,USE1-CW:ObservationUsage,ObservationCount:CI-EKS,,,,,us-east-1,AmazonCloudWatch,,,
XHAE6EHMNXHCECPU,JRTCKXETXF,XHAE6EHMNXHCECPU.JRTCKXETXF.3AJVXREU4D,OnDemand,$0.18 per M observations ingested for the next 3B observations - US East (N. Virginia),2025-05-01,1000000000,4000000000,Observations,0.0000001800,USD,,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Enhanced Container Insights,Granular metrics and high level health and performance visibility across your containers,USE1-CW:ObservationUsage,ObservationCount:CI-EKS,,,,,us-east-1,AmazonCloudWatch,,,
