SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Bit Rate,Codec,Frame Rate,Input,Output,Pipeline,Region Code,Reserve Type,Resolution,serviceName,Video Quality
A9ZJNT7EREUXUNXW,JRTCKXETXF,A9ZJNT7EREUXUNXW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2589/hour for reserved Single Pipeline UHD AVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2589000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-AVC-UHD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,AVC,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
ABTH78HK8H3YEXPW,JRTCKXETXF,ABTH78HK8H3YEXPW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0255/hour for reserved Single Pipeline Audio Only in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0255000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AUDIO-R,CHANNEL_OUTPUT,NA,,NA,NA,Audio Only,Single,us-east-1,1 Year,NA,AWS Elemental MediaLive,NA
AFTSRJ3V85TX6BCC,JRTCKXETXF,AFTSRJ3V85TX6BCC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$8.1/hour for 1-year reserved HEVC FHD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,8.1000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-FHD-R,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,1 Year,FHD,AWS Elemental MediaLive,
AQABSNK6ESJGVAAB,JRTCKXETXF,AQABSNK6ESJGVAAB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1740/hour for Standard Pipeline Audio Only outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1740000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AUDIO,CHANNEL_OUTPUT,NA,,NA,NA,Audio Only,Standard,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
AT9ACNGBX68C7DY7,JRTCKXETXF,AT9ACNGBX68C7DY7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0167/hour for MediaLive Anywhere AUDIO in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0167000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EMLA-USE1-AUDIO,CHANNEL_ACTIVE,,AUDIO,,,,,us-east-1,,NA,AWS Elemental MediaLive,
AW6E59BCJP6PSFCT,JRTCKXETXF,AW6E59BCJP6PSFCT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.6920/hour for Single Pipeline UHD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.6920000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-UHD-L10,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
AX9WFERC75AZSUXE,JRTCKXETXF,AX9WFERC75AZSUXE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2589/hour for reserved Standard Pipeline UHD MPEG-2 inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.2589000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-UHD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,MPEG-2,NA,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
B6652GY9YRFP3YNY,JRTCKXETXF,B6652GY9YRFP3YNY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0518/hour for reserved Single Pipeline HD AVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0518000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-AVC-HD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,AVC,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
B7DQRFG56J2GQ24Y,JRTCKXETXF,B7DQRFG56J2GQ24Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1616/hour for reserved Standard Pipeline SD AVC outputs at 20-50mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1616000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L50-60-S-R,CHANNEL_OUTPUT,20-50mbps,,30-60fps,NA,AVC,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
B7U7DMUWTW252QM6,JRTCKXETXF,B7U7DMUWTW252QM6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0575/hour for reserved Standard Pipeline Audio Normalization in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0575000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-DTS-R,CHANNEL_FEATURE,NA,,NA,NA,Audio Normalization,Standard,us-east-1,1 Year,NA,AWS Elemental MediaLive,NA
BCZT3WNP6DDVDTQ9,JRTCKXETXF,BCZT3WNP6DDVDTQ9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.1132/hour for Single Pipeline UHD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.1132000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-UHD-L20,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
BN7DCKW6FHN287ZE,JRTCKXETXF,BN7DCKW6FHN287ZE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1082/hour for reserved Standard Pipeline SD AVC outputs at <10mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1082000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L10-60-S-R,CHANNEL_OUTPUT,<10mbps,,30-60fps,NA,AVC,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
BYGCYRSVJ2U336B5,JRTCKXETXF,BYGCYRSVJ2U336B5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0720/hour for Standard Pipeline SD MPEG-2 inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0720000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-SD-L20,CHANNEL_INPUT,10-20mbps,,NA,MPEG-2,NA,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
BZUN4W6C94Y8MDE4,JRTCKXETXF,BZUN4W6C94Y8MDE4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0214/hour for reserved Single Pipeline Advanced Audio in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0214000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-DOLBY-R,CHANNEL_FEATURE,NA,,NA,NA,Advanced Audio,Single,us-east-1,1 Year,NA,AWS Elemental MediaLive,NA
C9AQXY5WN2R7DAQ5,JRTCKXETXF,C9AQXY5WN2R7DAQ5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0173/hour for reserved Single Pipeline SD AVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0173000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-AVC-SD-L10-R,CHANNEL_INPUT,<10mbps,,NA,AVC,NA,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,NA
C9ZKA5NAX99KEHUF,JRTCKXETXF,C9ZKA5NAX99KEHUF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0863/hour for reserved Standard Pipeline HD AVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0863000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-AVC-HD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,AVC,NA,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
CAHPZWU69V3MBYSS,JRTCKXETXF,CAHPZWU69V3MBYSS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.5341/hour for MediaLive Anywhere UHD AVC in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.5341000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EMLA-USE1-AVC-UHD,CHANNEL_ACTIVE,,AVC,,,,,us-east-1,,UHD,AWS Elemental MediaLive,
CB5AMRM4RKMGH9FF,JRTCKXETXF,CB5AMRM4RKMGH9FF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.0560/hour for Standard Pipeline HD AVC outputs at 20-50mbps,<=30fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.0560000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-HD-L50-30-S,CHANNEL_OUTPUT,20-50mbps,,<=30fps,NA,AVC,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,Standard
CD8Q5HEGPPMSW8EJ,JRTCKXETXF,CD8Q5HEGPPMSW8EJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0425/hour for reserved Standard Pipeline HD MPEG-2 inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0425000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-HD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,MPEG-2,NA,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
CGTNSQETZEN8MT6X,JRTCKXETXF,CGTNSQETZEN8MT6X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1288/hour for reserved Standard Pipeline SD AVC outputs at 20-50mbps <=30fps  in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1288000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L50-30-S-R,CHANNEL_OUTPUT,20-50mbps,,<=30fps,NA,AVC,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
CP4QBB94UD7BQZW2,JRTCKXETXF,CP4QBB94UD7BQZW2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$21.6000/hour for 1-year reserved HEVC UHD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,21.6000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-UHD-R,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,1 Year,UHD,AWS Elemental MediaLive,
CQ7GHTFYFG7SRM7J,JRTCKXETXF,CQ7GHTFYFG7SRM7J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4212/hour for Single Pipeline HD HEVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4212000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-HD-L50,CHANNEL_INPUT,20-50mbps,,NA,HEVC,NA,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
CQDW4ZWBNSFUSZ8R,JRTCKXETXF,CQDW4ZWBNSFUSZ8R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01/hour for idle outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0100000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-IDLE,INACTIVE_CHANNEL,NA,,NA,NA,IDLE,Single,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
CQZUAAVZK7W463J2,JRTCKXETXF,CQZUAAVZK7W463J2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2699/hour for reserved Standard Pipeline HD AVC outputs at 10-20mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.2699000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-HD-L20-60-S-R,CHANNEL_OUTPUT,10-20mbps,,30-60fps,NA,AVC,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
CRFZRCVVBAKMGCXB,JRTCKXETXF,CRFZRCVVBAKMGCXB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2925/hour for 5-year reserved MPEG2 SD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2925000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-MPEG2-SD-R5,CHANNEL_OUTPUT,,,,,MPEG-2,,us-east-1,5 Year,SD,AWS Elemental MediaLive,
CTVFRWVTYBS7MH6X,JRTCKXETXF,CTVFRWVTYBS7MH6X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.752/hour for Standard Pipeline SD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.7520000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-HEVC-SD-60-S,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
CVUF899U2UE9Y965,JRTCKXETXF,CVUF899U2UE9Y965.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0345/hour for reserved Single Pipeline Audio Normalization in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0345000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-DTS-R,CHANNEL_FEATURE,NA,,NA,NA,Audio Normalization,Single,us-east-1,1 Year,NA,AWS Elemental MediaLive,NA
CWKHUG3HNBNQJJVP,JRTCKXETXF,CWKHUG3HNBNQJJVP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.6904/hour for reserved Standard Pipeline UHD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.6904000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-UHD-L10-R,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
CYN8YHFNZNY8K3KN,JRTCKXETXF,CYN8YHFNZNY8K3KN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.4000/hour for Standard Pipeline HD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,1.4000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-CDI-HD,CHANNEL_INPUT,,,,CDI,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,
D4QSN65JFV6Q52B8,JRTCKXETXF,D4QSN65JFV6Q52B8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1036/hour for reserved Single Pipeline UHD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1036000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-UHD-L10-R,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
D5CX5MSHAWYJRPK5,JRTCKXETXF,D5CX5MSHAWYJRPK5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4380/hour for Standard Pipeline SD AVC outputs at <10mbps,30-60fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4380000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L10-60-S,CHANNEL_OUTPUT,<10mbps,,30-60fps,NA,AVC,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
D5D8C8P8FNR2XJBV,JRTCKXETXF,D5D8C8P8FNR2XJBV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2340/hour for Standard Pipeline SD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2340000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-SD-L10,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
D8SMUKHVSE5YHS8P,JRTCKXETXF,D8SMUKHVSE5YHS8P.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.576/hour for reserved Single Pipeline HD AV1 outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.5760000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AV1-HD-30-S-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AV1,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
D9V7RNPKR9J5BVUK,JRTCKXETXF,D9V7RNPKR9J5BVUK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4212/hour for Single Pipeline UHD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4212000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-UHD-L10,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
DANPH8Z8UZRG7CKQ,JRTCKXETXF,DANPH8Z8UZRG7CKQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4111/hour for reserved Single Pipeline HD HEVC outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4111000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-HD-30-S-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,HEVC,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
DCVM4FAM9GASFN7G,JRTCKXETXF,DCVM4FAM9GASFN7G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3108/hour for reserved Single Pipeline HD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3108000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-30-E-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Enhanced
DD5QCY44QSTBZY9X,JRTCKXETXF,DD5QCY44QSTBZY9X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0518/hour for reserved Single Pipeline SD AVC outputs at <10mbps <=30fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0518000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-L10-30-S-R,CHANNEL_OUTPUT,<10mbps,,<=30fps,NA,AVC,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
DDXBPTCE99US338K,JRTCKXETXF,DDXBPTCE99US338K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.6/hour for 1-year reserved HEVC SD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.6000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-SD-R,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,1 Year,SD,AWS Elemental MediaLive,
DEHFUMVRPSQ2QY9S,JRTCKXETXF,DEHFUMVRPSQ2QY9S.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0668/hour for MediaLive Anywhere SD AVC in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0668000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EMLA-USE1-AVC-SD,CHANNEL_ACTIVE,,AVC,,,,,us-east-1,,SD,AWS Elemental MediaLive,
DF5DTT4UVX7XEEKC,JRTCKXETXF,DF5DTT4UVX7XEEKC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.4433/hour for reserved Standard Pipeline UHD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,3.4433000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-HEVC-UHD-60-S-R,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,Standard
DHNKYPEZ4MBAYXXR,JRTCKXETXF,DHNKYPEZ4MBAYXXR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4200/hour for Single Pipeline SD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,0.4200000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-CDI-SD,CHANNEL_INPUT,,,,CDI,NA,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,
DKPXGFQMYRQXXS26,JRTCKXETXF,DKPXGFQMYRQXXS26.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0649/hour for reserved Single Pipeline SD AVC outputs at <10mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0649000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-L10-60-S-R,CHANNEL_OUTPUT,<10mbps,,30-60fps,NA,AVC,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
DQ3Q8TJUJ4E7YEVF,JRTCKXETXF,DQ3Q8TJUJ4E7YEVF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2589/hour for reserved Standard Pipeline SD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2589000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-30-E-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,Enhanced
DRHMPSB2J2Y33FTJ,JRTCKXETXF,DRHMPSB2J2Y33FTJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.5292/hour for Single Pipeline HD AVC outputs at 10-20mbps,<=30fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.5292000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-L20-30-S,CHANNEL_OUTPUT,10-20mbps,,<=30fps,NA,AVC,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,Standard
DYCUK267CDC626W2,JRTCKXETXF,DYCUK267CDC626W2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0712/hour for reserved Standard Pipeline SD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0712000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-SD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,NA
DZMMVN4NSDW9WG57,JRTCKXETXF,DZMMVN4NSDW9WG57.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.0512/hour for Single Pipeline SD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.0512000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-SD-60-S,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
E36HAT9AH2Y883S7,JRTCKXETXF,E36HAT9AH2Y883S7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.29/hour for reserved Single Pipeline SD AV1 outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2900000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AV1-SD-30-S-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AV1,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
E7PN9AAPEQGWNGMY,JRTCKXETXF,E7PN9AAPEQGWNGMY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.6460/hour for Standard Pipeline HD AVC outputs at 30-60fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.6460000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-HD-60-E,CHANNEL_OUTPUT,NA,,30-60fps,NA,AVC,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,Enhanced
EFJR4EPJAVFXCKC7,JRTCKXETXF,EFJR4EPJAVFXCKC7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0427/hour for reserved Single Pipeline SD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0427000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-SD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,NA
EGBA9GQ8VS222VZ2,JRTCKXETXF,EGBA9GQ8VS222VZ2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1050/hour for reserved Single Pipeline SD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,0.1050000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-CDI-SD-R,CHANNEL_INPUT,,,,CDI,NA,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,
EGNJ2K2TFMFF55VX,JRTCKXETXF,EGNJ2K2TFMFF55VX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0863/hour for reserved Single Pipeline HD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0863000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-HD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
EP4NJKSZ28GT7NPQ,JRTCKXETXF,EP4NJKSZ28GT7NPQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.453/hour for Standard Pipeline SD AV1 outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.4530000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AV1-SD-60-S,CHANNEL_OUTPUT,NA,,30-60fps,NA,AV1,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
