SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Bit Rate,Codec,Frame Rate,Input,Output,Pipeline,Region Code,Reserve Type,Resolution,serviceName,Video Quality
EVN3QXUEAW34GMZF,JRTCKXETXF,EVN3QXUEAW34GMZF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.408/hour for Reserved Single-Pipeline UHD Motion Graphics in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4080000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-MGUHD-R,CHANNEL_FEATURE,NA,,NA,NA,UHD Motion Graphics,Single,us-east-1,1 Year,NA,AWS Elemental MediaLive,NA
EVXHYT7ZY2VZ4GX7,JRTCKXETXF,EVXHYT7ZY2VZ4GX7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1554/hour for reserved Single Pipeline SD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1554000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-30-E-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,Enhanced
EX6FNNYZGDE5XMYC,JRTCKXETXF,EX6FNNYZGDE5XMYC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.8820/hour for Standard Pipeline UHD MPEG-2 inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.8820000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-UHD-L20,CHANNEL_INPUT,10-20mbps,,NA,MPEG-2,NA,Standard,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
EY6QDV4RFT9JJYU5,JRTCKXETXF,EY6QDV4RFT9JJYU5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$8.4672/hour for Single Pipeline UHD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,8.4672000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-UHD-60-S,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,Standard
FB9MZ5CCQKKVMF7U,JRTCKXETXF,FB9MZ5CCQKKVMF7U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.1060/hour for Standard Pipeline HD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.1060000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-HD-30-E,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,Enhanced
FCSJN7Z5X4Z7XQ2F,JRTCKXETXF,FCSJN7Z5X4Z7XQ2F.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0255/hour for reserved Single Pipeline HD MPEG-2 inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0255000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-HD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,MPEG-2,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
FCX8BN9VHUTY7SFT,JRTCKXETXF,FCX8BN9VHUTY7SFT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.7020/hour for Standard Pipeline HD HEVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.7020000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-HD-L50,CHANNEL_INPUT,20-50mbps,,NA,HEVC,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
FD4ZPCZXNY5GS47E,JRTCKXETXF,FD4ZPCZXNY5GS47E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.56/hour for 5-year reserved HEVC SD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.5600000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-SD-R5,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,5 Year,SD,AWS Elemental MediaLive,
FD7U8AWTTU3MQJNT,JRTCKXETXF,FD7U8AWTTU3MQJNT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1764/hour for Single Pipeline HD AVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1764000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-AVC-HD-L20,CHANNEL_INPUT,10-20mbps,,NA,AVC,NA,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
FDMG8UCQMVGFJZWS,JRTCKXETXF,FDMG8UCQMVGFJZWS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.863/hour for reserved Standard Pipeline UHD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.8630000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-UHD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
FEZRF6JDBK55ECWU,JRTCKXETXF,FEZRF6JDBK55ECWU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0575/hour for reserved Standard Pipeline SD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0575000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-SD-L10-R,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,NA
FFA5YW97R77YHRVA,JRTCKXETXF,FFA5YW97R77YHRVA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.1475/hour for 3-year reserved AVC HD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.1475000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-AVC-HD-R3,CHANNEL_OUTPUT,,,,,AVC,,us-east-1,3 Year,HD,AWS Elemental MediaLive,
FG5RA4BP6XR79NFV,JRTCKXETXF,FG5RA4BP6XR79NFV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0864/hour for Single Pipeline HD MPEG-2 inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0864000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-HD-L20,CHANNEL_INPUT,10-20mbps,,NA,MPEG-2,NA,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
FJGPATJDYQSQW429,JRTCKXETXF,FJGPATJDYQSQW429.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3540/hour for Standard Pipeline SD HEVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3540000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-SD-L50,CHANNEL_INPUT,20-50mbps,,NA,HEVC,NA,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
FKSZ8PP9KZUD9V95,JRTCKXETXF,FKSZ8PP9KZUD9V95.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2940/hour for Standard Pipeline SD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2940000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-SD-L20,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
FW5TCD4BUY48Z6E4,JRTCKXETXF,FW5TCD4BUY48Z6E4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1619/hour for reserved Single Pipeline HD AVC outputs at 10-20mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1619000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-L20-60-S-R,CHANNEL_OUTPUT,10-20mbps,,30-60fps,NA,AVC,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
FX6YGCSQV5CPJ674,JRTCKXETXF,FX6YGCSQV5CPJ674.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.5178/hour for reserved Single Pipeline UHD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.5178000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-UHD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
FZE3NCT6JD6JPXEH,JRTCKXETXF,FZE3NCT6JD6JPXEH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1342/hour for reserved Standard Pipeline SD AVC outputs at 10-20mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1342000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L20-60-S-R,CHANNEL_OUTPUT,10-20mbps,,30-60fps,NA,AVC,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
G3N9RAU2ZXUVP2YA,JRTCKXETXF,G3N9RAU2ZXUVP2YA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0219/hour for reserved Standard Pipeline SD MPEG-2 inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0219000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-SD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,MPEG-2,NA,Standard,us-east-1,1 Year,SD,AWS Elemental MediaLive,NA
G75H7QJV2B59K8KC,JRTCKXETXF,G75H7QJV2B59K8KC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.7213/hour for 3-year reserved AVC FHD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.7213000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-AVC-FHD-R3,CHANNEL_OUTPUT,,,,,AVC,,us-east-1,3 Year,FHD,AWS Elemental MediaLive,
GGPRTU3QKEYPAR8V,JRTCKXETXF,GGPRTU3QKEYPAR8V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.1120/hour for Standard Pipeline UHD AVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.1120000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-AVC-UHD-L50,CHANNEL_INPUT,20-50mbps,,NA,AVC,NA,Standard,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
GJGH8QUTTWQSYSHE,JRTCKXETXF,GJGH8QUTTWQSYSHE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.8608/hour for reserved Standard Pipeline HD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.8608000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-HEVC-HD-60-S-R,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
GJVAHASEZB4SG8U5,JRTCKXETXF,GJVAHASEZB4SG8U5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.86/hour for 5-year reserved HEVC FHD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,4.8600000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-FHD-R5,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,5 Year,FHD,AWS Elemental MediaLive,
GMUVDUB28KG68WUU,JRTCKXETXF,GMUVDUB28KG68WUU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1726/hour for reserved Standard Pipeline HD AVC outputs at <10mbps <=30fps  in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1726000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-HD-L10-30-S-R,CHANNEL_OUTPUT,<10mbps,,<=30fps,NA,AVC,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
GUAY5H7RVX5T7F2D,JRTCKXETXF,GUAY5H7RVX5T7F2D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0720/hour for Single Pipeline Audio Normalization outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0720000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-DTS,CHANNEL_FEATURE,NA,,NA,NA,Audio Normalization,Single,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
GUSXA8HCNKPMY96X,JRTCKXETXF,GUSXA8HCNKPMY96X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.6600/hour for Standard Pipeline SD AVC outputs at 20-50mbps,30-60fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.6600000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L50-60-S,CHANNEL_OUTPUT,20-50mbps,,30-60fps,NA,AVC,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
GYWZPGSQRWRYFB2Q,JRTCKXETXF,GYWZPGSQRWRYFB2Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.0620/hour for Standard Pipeline SD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.0620000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-30-E,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Enhanced
H2APQ73DAAGTTWDS,JRTCKXETXF,H2APQ73DAAGTTWDS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0600/hour for Standard Pipeline SD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0600000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-SD-L10,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
H5RTYQ4QXDEZSHP6,JRTCKXETXF,H5RTYQ4QXDEZSHP6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1764/hour for Single Pipeline SD HEVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1764000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-SD-L20,CHANNEL_INPUT,10-20mbps,,NA,HEVC,NA,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
H6GCCUFAJT5SFMBT,JRTCKXETXF,H6GCCUFAJT5SFMBT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2628/hour for Single Pipeline SD AVC outputs at <10mbps,30-60fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2628000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-L10-60-S,CHANNEL_OUTPUT,<10mbps,,30-60fps,NA,AVC,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
H9DMJDPJR5RWRRFV,JRTCKXETXF,H9DMJDPJR5RWRRFV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.359/hour for Single Pipeline HD AV1 outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.3590000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AV1-HD-30-S,CHANNEL_OUTPUT,NA,,<=30fps,NA,AV1,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,Standard
HA8EB2BUKR9T4CBG,JRTCKXETXF,HA8EB2BUKR9T4CBG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01/hour for Standard Pipeline idle outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0100000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-IDLE,INACTIVE_CHANNEL,NA,,NA,NA,IDLE,Standard,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
HGB855AUXBM7EGNW,JRTCKXETXF,HGB855AUXBM7EGNW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4144/hour for reserved Single Pipeline UHD AVC outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4144000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-UHD-30-S-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,Standard
HRAHNDY44UFR35MJ,JRTCKXETXF,HRAHNDY44UFR35MJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.4100/hour for Standard Pipeline UHD AVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.4100000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-AVC-UHD-L10,CHANNEL_INPUT,<10mbps,,NA,AVC,NA,Standard,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
HSVQXKF8YRPW6DDQ,JRTCKXETXF,HSVQXKF8YRPW6DDQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.2636/hour for Single Pipeline HD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.2636000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-30-E,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,Enhanced
HT4V25DCAYR5UTHV,JRTCKXETXF,HT4V25DCAYR5UTHV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.0548/hour for Single Pipeline UHD AVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.0548000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-AVC-UHD-L20,CHANNEL_INPUT,10-20mbps,,NA,AVC,NA,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
HUWZ82EG3J75H63K,JRTCKXETXF,HUWZ82EG3J75H63K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2100/hour for reserved Single Pipeline HD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,0.2100000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-CDI-HD-R,CHANNEL_INPUT,,,,CDI,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,
HX26TSK4Q2YJ7BRM,JRTCKXETXF,HX26TSK4Q2YJ7BRM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.5178/hour for reserved Standard Pipeline HD AVC outputs at <=30fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.5178000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-HD-30-E-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,Enhanced
HY2MA4JBGGH2YV9G,JRTCKXETXF,HY2MA4JBGGH2YV9G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1291/hour for reserved Single Pipeline HD AVC outputs at <10mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1291000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-L10-60-S-R,CHANNEL_OUTPUT,<10mbps,,30-60fps,NA,AVC,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
HZ7YXKGMVSXMM39K,JRTCKXETXF,HZ7YXKGMVSXMM39K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.3600/hour for Single Pipeline UHD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,3.3600000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-CDI-UHD,CHANNEL_INPUT,,,,CDI,NA,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,
J25XB53DTXD4GZJV,JRTCKXETXF,J25XB53DTXD4GZJV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4167/hour for reserved Standard Pipeline HD Link input in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4167000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-DEVICE-R,CHANNEL_INPUT,,,,Link,NA,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,
J32Z75MQPPZG46PD,JRTCKXETXF,J32Z75MQPPZG46PD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0691/hour for reserved Single Pipeline HD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0691000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-HD-L10-R,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
J4FAZNH3F5BQNH9H,JRTCKXETXF,J4FAZNH3F5BQNH9H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3540/hour for Standard Pipeline SD AVC outputs at <10mbps,<=30fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3540000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L10-30-S,CHANNEL_OUTPUT,<10mbps,,<=30fps,NA,AVC,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
J5DHH4MN2Z4BCNTB,JRTCKXETXF,J5DHH4MN2Z4BCNTB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.2/hour for 5-year reserved running multiplexer in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.2000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-ACTIVE-R5,ACTIVE_MULTIPLEX,,,,,NA,,us-east-1,5 Year,NA,AWS Elemental MediaLive,
J5TQDFKPYB39E32Q,JRTCKXETXF,J5TQDFKPYB39E32Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01/hour for idle inputs in in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0100000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-IDLE,INACTIVE_INPUT,NA,,NA,IDLE,NA,Single,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
JA2GP8GUYBSXWT2D,JRTCKXETXF,JA2GP8GUYBSXWT2D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.30/hour for Standard Pipeline Advanced Audio outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-DOLBY,CHANNEL_FEATURE,NA,,NA,NA,Advanced Audio,Standard,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
JASJNDQ8EZZQRF9H,JRTCKXETXF,JASJNDQ8EZZQRF9H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0970/hour for reserved Single Pipeline SD AVC outputs at 20-50mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0970000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-L50-60-S-R,CHANNEL_OUTPUT,20-50mbps,,30-60fps,NA,AVC,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
JDBJ2BCEAWU45B8R,JRTCKXETXF,JDBJ2BCEAWU45B8R.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.4/hour for 1-year reserved HEVC HD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,5.4000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-HD-R,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,1 Year,HD,AWS Elemental MediaLive,
JFTVDE5VSBF6C227,JRTCKXETXF,JFTVDE5VSBF6C227.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.066/hour for reserved Single Pipeline UHD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.0660000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-UHD-60-S-R,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,Standard
JP6M568WCUGW7EA5,JRTCKXETXF,JP6M568WCUGW7EA5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1036/hour for reserved Single Pipeline HD AVC outputs at <10mbps <=30fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1036000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-L10-30-S-R,CHANNEL_OUTPUT,<10mbps,,<=30fps,NA,AVC,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
JQC956C529K3GM7G,JRTCKXETXF,JQC956C529K3GM7G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.6588/hour for Single Pipeline HD AVC outputs at 10-20mbps,30-60fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.6588000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-L20-60-S,CHANNEL_OUTPUT,10-20mbps,,30-60fps,NA,AVC,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,Standard
JQDT3GZ4P6M7GDPH,JRTCKXETXF,JQDT3GZ4P6M7GDPH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1044/hour for Single Pipeline Audio Only outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1044000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AUDIO,CHANNEL_OUTPUT,NA,,NA,NA,Audio Only,Single,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
