SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Group,Group Description,usageType,operation,Region Code,serviceName
96TSPKZF5TMADE3F,JRTCKXETXF,96TSPKZF5TMADE3F.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5 per Viewer per month for US East (Northern Virginia),2024-03-01,0,Inf,Users,5.0000000000,USD,User Fees,AmazonGrafana,US East (N. Virginia),AWS Region,Viewer,User Type,USE1-Grafana:ViewerUser,,us-east-1,Amazon Managed Grafana
BBECR46C7J59T4EY,JRTCKXETXF,BBECR46C7J59T4EY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0 per free trial user per month for US East (Northern Virginia),2024-03-01,0,Inf,Users,0.0000000000,USD,User Fees,AmazonGrafana,US East (N. Virginia),AWS Region,User,User Type,USE1-Grafana:FreeTrialUser,,us-east-1,Amazon Managed Grafana
FWCSHJYECP2B58CC,JRTCKXETXF,FWCSHJYECP2B58CC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$9 per Editor per month for US East (Northern Virginia),2024-03-01,0,Inf,Users,9.0000000000,USD,User Fees,AmazonGrafana,US East (N. Virginia),AWS Region,Editor,User Type,USE1-Grafana:EditorUser,,us-east-1,Amazon Managed Grafana
UDGX5793RMXY67VF,JRTCKXETXF,UDGX5793RMXY67VF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$45 per Enterprise Plugins user per month for US East (Northern Virginia),2024-03-01,0,Inf,Users,45.0000000000,USD,User Fees,AmazonGrafana,US East (N. Virginia),AWS Region,Enterprise Plugins User,User Type,USE1-Grafana:EnterprisePluginsUser,,us-east-1,Amazon Managed Grafana
