SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Region Code,resource assessment,serviceName
XQ6CPRFK5Z7TPZTB,JRTCKXETXF,XQ6CPRFK5Z7TPZTB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00125 per resource assessment for US East (N. Virginia),2021-05-01,0,Inf,resource assessment,0.0012500000,USD,AWS Audit Manager,auditmanager,US East (N. Virginia),AWS Region,USE1-Resource-Assessment-Collected,,us-east-1,all assessment,AWS Audit Manager
