SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Description,Location,Location Type,usageType,operation,Region Code,serviceName
C299PY32CPZJ976X,JRTCKXETXF,C299PY32CPZJ976X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.50 per hour for training or evaluation jobs,2021-01-01,0,Inf,hours,3.5000000000,USD,Machine Learning,AWSDeepRacer,RL Service Jobs - Standard,US East (N. Virginia),AWS Region,USE1-ServiceUse-Train-Evaluate-Job,RLServiceJobs-Standard,us-east-1,AWS DeepRacer
VCVETB63RUSNP2ZY,JRTCKXETXF,VCVETB63RUSNP2ZY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.023 per GB-month of storage used,2021-01-01,0,Inf,GB-Mo,0.0230000000,USD,Machine Learning,AWSDeepRacer,Storage Service - TimedStorage,US East (N. Virginia),AWS Region,USE1-TimedStorage-GigabyteHrs,StorageService-TimedStorage,us-east-1,AWS DeepRacer
