SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Description,Location,Location Type,usageType,operation,Included Events,Region Code,serviceName
HVG2S4GDXS575D3S,JRTCKXETXF,HVG2S4GDXS575D3S.JRTCKXETXF.8DQQFJNTGA,OnDemand,First 100,000,000 Amazon Mobile Analytics events per month are free,2014-08-01,0,100000000,Events,0.0000000000,USD,AWSMobile-Analytics,mobileanalytics,Amazon Mobile Analytics events recorded per month,US East (N. Virginia),AWS Region,EventsRecorded,PutEvents,First 100M events recorded per month,us-east-1,Amazon Mobile Analytics
HVG2S4GDXS575D3S,JRTCKXETXF,HVG2S4GDXS575D3S.JRTCKXETXF.F83EQNDM5J,OnDemand,$1.00 per 1,000,000 Amazon Mobile Analytics events per month thereafter,2014-08-01,100000000,Inf,Events,0.0000010000,USD,AWSMobile-Analytics,mobileanalytics,Amazon Mobile Analytics events recorded per month,US East (N. Virginia),AWS Region,EventsRecorded,PutEvents,First 100M events recorded per month,us-east-1,Amazon Mobile Analytics
