SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,AppSlots,Region Code,serviceName,SimInstanceFamily,SimInstanceType
NYFQ7NJJU9QYRVDE,JRTCKXETXF,NYFQ7NJJU9QYRVDE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$6.08 per hour for sim-c5-24xlarge:RunSim in US East (N. Virginia),2023-05-01,0,Inf,hour,6.0800000000,USD,SimSpace Weaver Compute Instance,SimSpaceWeaver,US East (N. Virginia),AWS Region,USE1-sim-c5-24xlarge,RunSim,17,us-east-1,AWS SimSpace Weaver,Compute,sim.c5.24xlarge
