SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Connect_CaseManagement,Region Code,serviceName
VN5NH6XWHD65TY5Y,JRTCKXETXF,VN5NH6XWHD65TY5Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,You will be billed per case created.,2024-05-01,0,Inf,cases,0.1200000000,USD,AmazonConnect,AmazonConnectCases,US East (N. Virginia),AWS Region,us-east-1-case-created,,0,us-east-1,AmazonConnectCases
