SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Deployment Model,Region Code,serviceName
AY6P25EV4WMKN9N2,JRTCKXETXF,AY6P25EV4WMKN9N2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5 per monthly active user (MAU) in the USE1 region,2019-01-01,0,Inf,MAU,5.0000000000,USD,Enterprise Applications,AmazonWorkLink,US East (N. Virginia),AWS Region,USE1-WorkLink-MAU,,No User Limit,us-east-1,Amazon WorkLink
