SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Group,Group Description,usageType,operation,Region Code,serviceName
EDSSWZT5BTGFNZ36,JRTCKXETXF,EDSSWZT5BTGFNZ36.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.167 per Sensor-Month for Monitron Service in US East (N. Virginia),2023-04-01,0,Inf,Sensor-Month,4.1670000000,USD,Machine Learning,AmazonMonitron,US East (N. Virginia),AWS Region,Monitron,Monitron service,USE1-MonitronService,MonitronService,us-east-1,Amazon Monitron
